Date,timeStamp,Type,amount,price,pnl,net_position
2024-11-23 17:17:35,1732382255,BUY,1.93488284,97800.00000155049,772.019922761351,1.93488284
2024-11-23 17:17:35,1732382255,BUY,0.85295878,97800.00000117238,340.33128955665927,2.78784162
2024-11-23 17:17:47,1732382267,BUY,0.61659774,97800.00000162181,246.02303027533026,3.40443936
2024-11-23 17:17:47,1732382267,BUY,1.19765797,97800.00000166992,477.86656334042624,4.60209733
2024-11-23 17:17:47,1732382267,BUY,0.61659802,97800.0000016218,246.0231419955808,5.21869535
2024-11-23 17:17:47,1732382267,BUY,0.61541344,97800.00000162493,245.55049355157132,5.83410879
2024-11-23 17:17:59,1732382279,BUY,2.47361338,97800.00000161705,986.973872924769,8.30772217
2024-11-23 17:17:59,1732382279,BUY,0.63149789,97800.00000158354,251.96820300570573,8.93922006
2024-11-23 17:17:59,1732382279,BUY,0.61541344,97800.00000162493,245.55049355157132,9.5546335
2024-11-23 17:18:35,1732382315,BUY,1.28346413,97800.00000155828,512.1032953552016,10.83809763
2024-11-23 17:18:35,1732382315,BUY,0.54935467,97800.0000018203,219.19298721735507,11.3874523
2024-11-23 17:18:35,1732382315,BUY,0.62862503,97800.00000159077,250.8219293822768,12.01607733
2024-11-23 17:18:59,1732382339,BUY,0.54855027,97800.00000182299,218.87203092198234,12.5646276
2024-11-23 17:18:59,1732382339,BUY,1.20014403,97800.00000166647,478.8585034294779,13.76477163
2024-11-23 17:19:11,1732382351,BUY,0.4154362,97800.00000000001,165.75940292207798,14.18020783
2024-11-23 17:19:23,1732382363,BUY,0.93332107,97800.00000107144,372.3959127354917,15.1135289
2024-11-23 17:19:35,1732382375,BUY,0.50102492,97800.00000000001,199.90937618888748,15.614553820000001
2024-11-23 17:19:35,1732382375,BUY,0.7911746,97800.00000126395,315.6793483275657,16.405728420000003
2024-11-23 17:19:47,1732382387,BUY,1.52405572,97800.00000131228,608.0995477436038,17.929784140000002
2024-11-23 17:19:59,1732382399,BUY,3.39374909,97800.00000117863,1354.1088166222119,21.323533230000002
2024-11-23 17:20:23,1732382423,BUY,2.03894666,97800.00000147134,813.5414768989128,23.362479890000003
2024-11-23 17:20:59,1732382459,BUY,1.26324167,97800.00000158323,504.0345163339667,24.625721560000002
2024-11-23 17:21:23,1732382483,BUY,0.58417253,97800.00000171181,233.08534345550314,25.209894090000002
