date,volume
2024-07-10,59342349
2024-07-11,59507483
2024-07-12,42604047
2024-07-13,52787336
2024-07-14,46297365
2024-07-15,58466890
2024-07-16,63798380
2024-07-17,58688116
2024-07-18,70434840
2024-07-19,84100579
2024-07-20,46328928
2024-07-21,77411099
2024-07-22,73493148
2024-07-23,98549117
2024-07-24,68660931
2024-07-25,67233138
2024-07-26,51714891
2024-07-27,59820236
2024-07-28,48500934
2024-07-29,58414782
2024-07-30,62601147
2024-07-31,70103907
2024-08-01,77616336
2024-08-02,72053015
2024-08-03,57922144
2024-08-04,68039817
2024-08-05,181508297
2024-08-06,110486036
2024-08-07,90870359
2024-08-08,175497742
2024-08-09,119083628
2024-08-10,74650101
2024-08-11,93205240
2024-08-12,151118013
2024-08-13,120559735
2024-08-14,84035243
2024-08-15,124814562
2024-08-16,113135516
2024-08-17,71609579
2024-08-18,70159755
2024-08-19,99089266
2024-08-20,124205273
2024-08-21,154744629
2024-08-22,138203277
2024-08-23,109106914
2024-08-24,105207982
2024-08-25,109940342
2024-08-26,130630710
2024-08-27,104237907
2024-08-28,143507891
2024-08-29,102682308
2024-08-30,107560978
2024-08-31,58631689
2024-09-01,74709752
2024-09-02,71765477
2024-09-03,94392418
2024-09-04,129900202
2024-09-05,99718778
2024-09-06,172800600
2024-09-07,100523707
2024-09-08,66108801
2024-09-09,91706335
2024-09-10,103706920
2024-09-11,131969485
2024-09-12,110585923
2024-09-13,120050699
2024-09-14,110609220
2024-09-15,87299764
2024-09-16,93918959
2024-09-17,117864973
2024-09-18,117701132
2024-09-19,125249544
2024-09-20,107405597
2024-09-21,94386258
2024-09-22,88076467
2024-09-23,124747134
2024-09-24,107599330
2024-09-25,103719193
2024-09-26,114812338
2024-09-27,116571010
2024-09-28,74366690
2024-09-29,74642796
2024-09-30,116983131
2024-10-01,159355415
2024-10-02,149855494
2024-10-03,183983647
2024-10-04,156727315
2024-10-05,118769872
2024-10-06,152494105
2024-10-07,197989898
2024-10-08,162692602
2024-10-09,182863003
2024-10-10,167594960
2024-10-11,137780463
2024-10-12,106100240
2024-10-13,108282206
2024-10-14,186039273
2024-10-15,204917502
2024-10-16,185556327
2024-10-17,217376436
2024-10-18,154417304
2024-10-19,94473865
2024-10-20,153437089
2024-10-21,177186891
2024-10-22,241286246
2024-10-23,235350481
2024-10-24,229177064
2024-10-25,232302638
2024-10-26,165424604
2024-10-27,135030697
2024-10-28,253293899
2024-10-29,270372185
2024-10-30,274892866
2024-10-31,303413196
2024-11-01,290840167
2024-11-02,218525817
2024-11-03,277232716
2024-11-04,328682431
2024-11-05,444096790
2024-11-06,1002660642
2024-11-07,461008696
2024-11-08,271832530
2024-11-09,174717895
2024-11-10,303466925
2024-11-11,256521322
2024-11-12,464430259
2024-11-13,339201745
2024-11-14,284531859
2024-11-15,251174789
2024-11-16,287623833
2024-11-17,195150966
2024-11-18,255021533
2024-11-19,209791635
2024-11-20,253583877
2024-11-21,284268024
2024-11-22,251440677
2024-11-23,280564216
2024-11-24,222586066
2024-11-25,323000389
2024-11-26,223797274
2024-11-27,190872888
2024-11-28,196163107
2024-11-29,181879362
2024-11-30,174972254
2024-12-01,187378343
2024-12-02,324509347
2024-12-03,332831281
2024-12-04,351012148
2024-12-05,362058067
2024-12-06,361564510
