date,fee
2024-09-08,324950
2024-09-09,499384
2024-09-10,430364
2024-09-11,479447
2024-09-12,499448
2024-09-13,474203
2024-09-14,307057
2024-09-15,342601
2024-09-16,463988
2024-09-17,445641
2024-09-18,482667
2024-09-19,619544
2024-09-20,614570
2024-09-21,462112
2024-09-22,421685
2024-09-23,494019
2024-09-24,628114
2024-09-25,534835
2024-09-26,660066
2024-09-27,736215
2024-09-28,507479
2024-09-29,510029
2024-09-30,672579
2024-10-01,834106
2024-10-02,958084
2024-10-03,830542
2024-10-04,806246
2024-10-05,442501
2024-10-06,539215
2024-10-07,826837
2024-10-08,736744
2024-10-09,837975
2024-10-10,1068329
2024-10-11,871025
2024-10-12,619274
2024-10-13,767904
2024-10-14,1030821
2024-10-15,1136768
2024-10-16,961824
2024-10-17,920335
2024-10-18,1036168
2024-10-19,789380
2024-10-20,895613
2024-10-21,948548
2024-10-22,978883
2024-10-23,962072
2024-10-24,984818
2024-10-25,1505419
2024-10-26,1354635
2024-10-27,1004261
2024-10-28,1273175
2024-10-29,1138502
2024-10-30,1169774
2024-10-31,1146709
2024-11-01,1127015
2024-11-02,800506
2024-11-03,1102265
2024-11-04,880287
2024-11-05,921437
2024-11-06,1623212
2024-11-07,1668174
2024-11-08,1308452
2024-11-09,1809848
2024-11-10,1879610
2024-11-11,1961214
2024-11-12,2373215
2024-11-13,2593099
2024-11-14,3384310
2024-11-15,3506822
2024-11-16,2348290
2024-11-17,2211181
2024-11-18,2095488
2024-11-19,2075002
2024-11-20,2112270
2024-11-21,3292221
2024-11-22,3045219
2024-11-23,2454378
2024-11-24,2796677
2024-11-25,4378487
2024-11-26,4946743
2024-11-27,4450121
2024-11-28,4421345
2024-11-29,3965530
2024-11-30,4218712
2024-12-01,4605622
2024-12-02,3701610
2024-12-03,4238962
2024-12-04,4014601
2024-12-05,4337687
2024-12-06,3987864
2024-12-07,2496106
2024-12-08,2888362
2024-12-09,3540130
2024-12-10,3727333
2024-12-11,2805050
2024-12-12,3337003
2024-12-13,4861442
2024-12-14,3243590
2024-12-15,3479248
2024-12-16,4883842
2024-12-17,4991987
2024-12-18,4529899
2024-12-19,4579997
2024-12-20,4495942
2024-12-21,3398743
2024-12-22,2786800
2024-12-23,3228085
2024-12-24,4488692
2024-12-25,2541789
2024-12-26,2926536
2024-12-27,3720802
2024-12-28,3644035
2024-12-29,3888291
2024-12-30,3842090
2024-12-31,4542485
2025-01-01,3711223
2025-01-02,6103945
2025-01-03,4816943
2025-01-04,4289089
2025-01-05,4302903
2025-01-06,4720441
2025-01-07,4715139
2025-01-08,4624811
2025-01-09,4529732
2025-01-10,4743852
2025-01-11,2896721
2025-01-12,2804696
2025-01-13,4343081
2025-01-14,4029009
2025-01-15,5261415
2025-01-16,5796524
2025-01-17,4194820
2025-01-18,4390246
2025-01-19,5472609
2025-01-20,4275011
2025-01-21,3919362
2025-01-22,2715997
2025-01-23,7556500
2025-01-24,3721600
2025-01-25,3482984
2025-01-26,5103758
2025-01-27,5444767
2025-01-28,5796738
2025-01-29,3334839
2025-01-30,3364095
2025-01-31,3774167
2025-02-01,2962193
2025-02-02,3297381
2025-02-03,5544462
2025-02-04,3166658
