date,fee
2022-11-18,43134
2022-11-19,36065
2022-11-20,51600
2022-11-21,76961
2022-11-22,52911
2022-11-23,1093468
2022-11-24,47656
2022-11-25,38649
2022-11-26,42405
2022-11-27,34762
2022-11-28,41159
2022-11-29,35245
2022-11-30,37094
2022-12-01,35905
2022-12-02,34183
2022-12-03,42516
2022-12-04,33336
2022-12-05,37175
2022-12-06,36792
2022-12-07,33526
2022-12-08,31825
2022-12-09,33515
2022-12-10,32069
2022-12-11,31213
2022-12-12,32715
2022-12-13,34252
2022-12-14,35981
2022-12-15,36084
2022-12-16,45683
2022-12-17,28157
2022-12-18,28020
2022-12-19,30173
2022-12-20,26813
2022-12-21,28162
2022-12-22,32161
2022-12-23,28648
2022-12-24,29181
2022-12-25,28728
2022-12-26,28667
2022-12-27,27629
2022-12-28,38009
2022-12-29,36111
2022-12-30,31173
2022-12-31,26159
2023-01-01,27048
2023-01-02,33744
2023-01-03,49141
2023-01-04,63385
2023-01-05,93460
2023-01-06,80078
2023-01-07,44941
2023-01-08,81334
2023-01-09,104925
2023-01-10,72825
2023-01-11,64670
2023-01-12,61740
2023-01-13,63405
2023-01-14,90766
2023-01-15,103506
2023-01-16,87921
2023-01-17,74277
2023-01-18,82766
2023-01-19,66779
2023-01-20,79291
2023-01-21,84395
2023-01-22,81132
2023-01-23,94278
2023-01-24,74696
2023-01-25,71845
2023-01-26,72635
2023-01-27,66858
2023-01-28,67100
2023-01-29,70900
2023-01-30,73167
2023-01-31,59891
2023-02-01,71148
2023-02-02,68444
2023-02-03,64535
2023-02-04,75351
2023-02-05,68194
2023-02-06,64203
2023-02-07,77190
2023-02-08,73469
2023-02-09,73557
2023-02-10,75892
2023-02-11,51120
2023-02-12,55841
2023-02-13,62047
2023-02-14,58924
2023-02-15,60257
2023-02-16,67746
2023-02-17,58124
2023-02-18,62671
2023-02-19,72666
2023-02-20,78921
2023-02-21,77230
2023-02-22,69483
2023-02-23,67746
2023-02-24,75419
2023-02-25,30053
2023-02-26,54344
2023-02-27,97175
2023-02-28,70499
2023-03-01,62434
2023-03-02,71567
2023-03-03,72551
2023-03-04,59976
2023-03-05,58368
2023-03-06,58895
2023-03-07,62237
2023-03-08,64694
2023-03-09,75025
2023-03-10,80496
2023-03-11,158092
2023-03-12,61108
