date,fee
2023-06-27,1376958
2023-06-28,1287402
2023-06-29,1204960
2023-06-30,1627992
2023-07-01,1281020
2023-07-02,1252359
2023-07-03,1350124
2023-07-04,1436461
2023-07-05,1537995
2023-07-06,1541083
2023-07-07,1699060
2023-07-08,1252171
2023-07-09,1156166
2023-07-10,1522987
2023-07-11,1062688
2023-07-12,1034231
2023-07-13,1503074
2023-07-14,1290028
2023-07-15,867016
2023-07-16,1036271
2023-07-17,1502261
2023-07-18,1207730
2023-07-19,1019493
2023-07-20,895589
2023-07-21,866349
2023-07-22,759659
2023-07-23,698024
2023-07-24,851064
2023-07-25,775412
2023-07-26,797665
2023-07-27,716950
2023-07-28,811315
2023-07-29,834220
2023-07-30,1291627
2023-07-31,1466672
2023-08-01,1115951
2023-08-02,974261
2023-08-03,927298
2023-08-04,965474
2023-08-05,955399
2023-08-06,734878
2023-08-07,844410
2023-08-08,898489
2023-08-09,773447
2023-08-10,722754
2023-08-11,733897
2023-08-12,711292
2023-08-13,968291
2023-08-14,987284
2023-08-15,1073748
2023-08-16,1239357
2023-08-17,1627086
2023-08-18,1122833
2023-08-19,817044
2023-08-20,915043
2023-08-21,847920
2023-08-22,877104
2023-08-23,966897
2023-08-24,793257
2023-08-25,835756
2023-08-26,738824
2023-08-27,621253
2023-08-28,736645
2023-08-29,885651
2023-08-30,722416
2023-08-31,902521
2023-09-01,786626
2023-09-02,711536
2023-09-03,747213
2023-09-04,698970
2023-09-05,764171
2023-09-06,839513
2023-09-07,768810
2023-09-08,771461
2023-09-09,653748
2023-09-10,689687
2023-09-11,829404
2023-09-12,851412
2023-09-13,805660
2023-09-14,752953
2023-09-15,804968
2023-09-16,797720
2023-09-17,708204
2023-09-18,844085
2023-09-19,702286
2023-09-20,640270
2023-09-21,623231
2023-09-22,654218
2023-09-23,619745
2023-09-24,629718
2023-09-25,548415
2023-09-26,790867
2023-09-27,799279
2023-09-28,832082
2023-09-29,827443
2023-09-30,656922
2023-10-01,671276
2023-10-02,714061
2023-10-03,662782
2023-10-04,663654
2023-10-05,653451
2023-10-06,732925
2023-10-07,598541
2023-10-08,655475
2023-10-09,759618
2023-10-10,764488
2023-10-11,767642
2023-10-12,664435
2023-10-13,639729
2023-10-14,577743
2023-10-15,611197
2023-10-16,840303
2023-10-17,698494
2023-10-18,662793
2023-10-19,811523
2023-10-20,763140
2023-10-21,665640
2023-10-22,665062
2023-10-23,966160
2023-10-24,1014813
2023-10-25,881577
2023-10-26,881468
2023-10-27,999022
2023-10-28,817800
2023-10-29,813459
2023-10-30,809989
2023-10-31,871886
2023-11-01,1101971
2023-11-02,1125408
2023-11-03,1205191
2023-11-04,844791
2023-11-05,1042944
2023-11-06,1242378
2023-11-07,1098858
2023-11-08,961085
2023-11-09,1332793
2023-11-10,1275863
2023-11-11,1103158
2023-11-12,960654
2023-11-13,1142815
2023-11-14,1337358
2023-11-15,1234955
2023-11-16,1277424
2023-11-17,1272666
2023-11-18,941811
2023-11-19,980279
2023-11-20,1244736
2023-11-21,1594956
2023-11-22,1172276
2023-11-23,972963
2023-11-24,1026865
2023-11-25,832385
2023-11-26,774217
2023-11-27,841726
2023-11-28,917787
2023-11-29,909158
2023-11-30,871752
2023-12-01,863870
2023-12-02,902429
2023-12-03,941937
2023-12-04,1149202
2023-12-05,1218545
2023-12-06,1231022
2023-12-07,1048209
2023-12-08,1620514
2023-12-09,1393760
2023-12-10,1129185
2023-12-11,1503909
2023-12-12,1417752
2023-12-13,1733012
2023-12-14,1676928
2023-12-15,1619759
2023-12-16,1584891
2023-12-17,1495206
2023-12-18,1413360
2023-12-19,1235233
2023-12-20,1763239
2023-12-21,1969576
2023-12-22,2013321
2023-12-23,1801483
2023-12-24,1768819
2023-12-25,1863150
2023-12-26,2190430
2023-12-27,1945293
2023-12-28,2594827
2023-12-29,2425285
2023-12-30,2132062
2023-12-31,2039893
2024-01-01,1924178
2024-01-02,2161362
2024-01-03,2482651
2024-01-04,1683379
2024-01-05,2258640
2024-01-06,1788477
2024-01-07,1971674
2024-01-08,2258507
2024-01-09,2188075
2024-01-10,2248508
2024-01-11,2491453
2024-01-12,2246445
2024-01-13,1366647
2024-01-14,1221934
2024-01-15,1376977
2024-01-16,2135105
2024-01-17,2284746
2024-01-18,1444841
2024-01-19,1883123
2024-01-20,1688497
2024-01-21,1550141
2024-01-22,1093014
2024-01-23,1807635
2024-01-24,1734697
2024-01-25,1250896
2024-01-26,1312554
2024-01-27,1046918
2024-01-28,1021585
2024-01-29,1181368
2024-01-30,1441947
2024-01-31,1324005
2024-02-01,1153660
2024-02-02,1145684
2024-02-03,980567
2024-02-04,994396
2024-02-05,1052257
2024-02-06,1118046
2024-02-07,1058801
2024-02-08,1587058
2024-02-09,2288555
2024-02-10,2162675
2024-02-11,1540158
2024-02-12,1721318
2024-02-13,1689527
2024-02-14,1785441
2024-02-15,1984718
2024-02-16,2081188
2024-02-17,1932873
2024-02-18,1794815
2024-02-19,1691395
2024-02-20,1864964
2024-02-21,1648012
2024-02-22,2449856
2024-02-23,2225486
2024-02-24,1993902
2024-02-25,2208501
2024-02-26,2339801
2024-02-27,2738415
2024-02-28,3939419
2024-02-29,2513122
2024-03-01,2319043
2024-03-02,2282116
2024-03-03,2387773
2024-03-04,2877737
2024-03-05,3490964
2024-03-06,2944987
2024-03-07,3241388
2024-03-08,5349024
2024-03-09,4408618
2024-03-10,6268874
2024-03-11,4851933
2024-03-12,5175414
2024-03-13,5216699
2024-03-14,4433584
2024-03-15,4611693
2024-03-16,4588600
2024-03-17,6309859
2024-03-18,3098689
2024-03-19,4782925
2024-03-20,3560750
2024-03-21,2853620
2024-03-22,3007214
2024-03-23,1758590
2024-03-24,2298784
2024-03-25,5396106
2024-03-26,4510899
2024-03-27,3078731
2024-03-28,3358646
2024-03-29,5167085
2024-03-30,3492571
2024-03-31,5597480
2024-04-01,5325079
2024-04-02,3781730
2024-04-03,2312809
2024-04-04,2748288
2024-04-05,3374115
2024-04-06,3274343
2024-04-07,3398269
2024-04-08,4589276
2024-04-09,2513796
2024-04-10,2916935
2024-04-11,2411121
2024-04-12,2990613
2024-04-13,4369083
2024-04-14,3598718
2024-04-15,3347825
2024-04-16,3496482
2024-04-17,2313188
2024-04-18,2263682
2024-04-19,1889705
2024-04-20,2136163
2024-04-21,1788387
2024-04-22,1742328
2024-04-23,1674129
2024-04-24,2938862
2024-04-25,2181094
2024-04-26,2239912
2024-04-27,2430921
2024-04-28,1907452
2024-04-29,2329633
2024-04-30,1843478
2024-05-01,1859275
2024-05-02,1560623
2024-05-03,1907306
2024-05-04,1390724
2024-05-05,1444206
2024-05-06,1539320
2024-05-07,1680465
2024-05-08,1660185
2024-05-09,1734935
2024-05-10,2610598
2024-05-11,2929363
2024-05-12,2461613
2024-05-13,1797335
2024-05-14,1691136
2024-05-15,2255487
2024-05-16,1868179
2024-05-17,1588319
2024-05-18,1274476
2024-05-19,1311766
2024-05-20,1866463
2024-05-21,2020332
2024-05-22,1915970
2024-05-23,2240851
2024-05-24,1814620
2024-05-25,1295397
2024-05-26,1456421
2024-05-27,1550508
2024-05-28,943678
2024-05-29,1481655
2024-05-30,1686830
2024-05-31,1842687
2024-06-01,1263008
2024-06-02,1402719
2024-06-03,1648557
2024-06-04,1515871
2024-06-05,2385281
2024-06-06,2480746
2024-06-07,2261097
2024-06-08,1780792
2024-06-09,1661153
2024-06-10,1915904
2024-06-11,2362447
2024-06-12,2066659
2024-06-13,1542756
2024-06-14,1431437
2024-06-15,1418307
2024-06-16,1370881
2024-06-17,1431211
2024-06-18,1785920
2024-06-19,1409816
2024-06-20,1536994
2024-06-21,1135177
2024-06-22,1062986
2024-06-23,990433
2024-06-24,1556546
2024-06-25,904503
2024-06-26,1884957
2024-06-27,1283977
2024-06-28,1349231
2024-06-29,1143656
2024-06-30,896780
2024-07-01,1505843
2024-07-02,1109543
2024-07-03,1090075
2024-07-04,991677
2024-07-05,1538894
2024-07-06,1086996
2024-07-07,827454
2024-07-08,1355719
2024-07-09,1000318
2024-07-10,1281823
2024-07-11,1164002
2024-07-12,1309287
2024-07-13,780888
2024-07-14,1234206
2024-07-15,1151282
2024-07-16,1410224
2024-07-17,1527750
2024-07-18,1387626
2024-07-19,1565019
2024-07-20,1490249
2024-07-21,1672514
2024-07-22,1691617
2024-07-23,1235063
2024-07-24,966140
2024-07-25,1654766
2024-07-26,1060578
2024-07-27,970863
2024-07-28,986657
2024-07-29,1253373
2024-07-30,1047039
2024-07-31,1194626
2024-08-01,1281262
2024-08-02,1353523
2024-08-03,1268453
2024-08-04,1611375
2024-08-05,2531901
2024-08-06,1282464
2024-08-07,1172623
2024-08-08,1150704
2024-08-09,1018608
2024-08-10,876658
2024-08-11,1155833
2024-08-12,1306387
2024-08-13,1384793
2024-08-14,847343
2024-08-15,1510574
2024-08-16,1291485
2024-08-17,1084596
2024-08-18,876249
2024-08-19,1140184
2024-08-20,1498169
2024-08-21,1947209
2024-08-22,2849682
2024-08-23,1655197
2024-08-24,1757593
2024-08-25,1510717
2024-08-26,1680148
2024-08-27,1359257
2024-08-28,1443425
2024-08-29,1501859
2024-08-30,1461983
2024-08-31,1175159
2024-09-01,1109073
2024-09-02,1194167
2024-09-03,1186633
2024-09-04,1055624
2024-09-05,927707
2024-09-06,1238322
2024-09-07,1170930
2024-09-08,1094700
2024-09-09,1155214
2024-09-10,1149818
2024-09-11,1168797
2024-09-12,765587
2024-09-13,467632
2024-09-14,430692
2024-09-15,410332
2024-09-16,1760017
2024-09-17,1466233
2024-09-18,1667581
2024-09-19,1846123
2024-09-20,2184829
2024-09-21,1583696
2024-09-22,1291834
2024-09-23,1527111
2024-09-24,1827787
2024-09-25,1649976
2024-09-26,1700752
2024-09-27,2555273
2024-09-28,2124226
2024-09-29,1499572
2024-09-30,2016332
2024-10-01,2330577
2024-10-02,1511621
2024-10-03,1178785
2024-10-04,983328
2024-10-05,1447963
2024-10-06,1357162
2024-10-07,1538202
2024-10-08,1928573
2024-10-09,3143898
2024-10-10,3823313
2024-10-11,1566963
2024-10-12,1619814
2024-10-13,1499920
2024-10-14,1548239
2024-10-15,1739546
2024-10-16,1843499
2024-10-17,2219364
2024-10-18,1677531
2024-10-19,1627545
2024-10-20,1777472
2024-10-21,4036776
2024-10-22,1445057
2024-10-23,1618045
2024-10-24,2150513
2024-10-25,1880057
2024-10-26,1291254
2024-10-27,1935872
2024-10-28,1789824
2024-10-29,1686735
2024-10-30,1573143
2024-10-31,1311402
2024-11-01,1628465
2024-11-02,1180730
2024-11-03,1634009
2024-11-04,1472099
2024-11-05,1460002
2024-11-06,2343563
2024-11-07,1907099
2024-11-08,1454622
2024-11-09,1751857
2024-11-10,2421888
2024-11-11,3481351
2024-11-12,3356503
2024-11-13,3854417
2024-11-14,4005912
2024-11-15,3498410
2024-11-16,3416568
2024-11-17,3323520
2024-11-18,3289591
2024-11-19,2483552
2024-11-20,1906778
2024-11-21,1903425
2024-11-22,2217010
2024-11-23,2154213
2024-11-24,9255055
2024-11-25,2478709
2024-11-26,2396907
2024-11-27,2982753
2024-11-28,2644449
2024-11-29,2484872
2024-11-30,2355106
2024-12-01,2100083
2024-12-02,2995651
2024-12-03,3044352
2024-12-04,4898416
2024-12-05,3602854
2024-12-06,3565564
2024-12-07,2959470
2024-12-08,2686384
2024-12-09,3379148
2024-12-10,3338373
2024-12-11,3438836
2024-12-12,1267529
