Date,timeStamp,Type,amount,price,pnl,net_position,Band
2024-10-31 14:22:47,1730384567,SELL,1117.936492937837,2575.9050679716256,-787133.4189866286,5111.591985094758,Unassigned Band
2024-10-31 14:28:59,1730384939,BUY,224.2148364479976,2568.69556309481,159485.00798132533,5335.806821542755,Unassigned Band
2024-10-31 14:30:47,1730385047,BUY,896.3147426768525,2570.2563090559047,636153.7336986586,6232.1215642196075,Unassigned Band
2024-10-31 14:35:47,1730385347,SELL,112.052974712422,2567.992090468799,-79782.60427969169,6120.068589507186,Unassigned Band
2024-10-31 14:36:59,1730385419,SELL,60.508606344707886,2567.1154922837763,-43135.648045533526,6059.559983162478,Unassigned Band
2024-10-31 14:36:59,1730385419,SELL,705.9337406882585,2567.115492277166,-503249.2272025574,5353.626242474219,Unassigned Band
2024-10-31 14:37:11,1730385431,SELL,24.20344253788316,2566.9477198855457,-17258.31988781343,5329.422799936336,Unassigned Band
2024-10-31 14:37:11,1730385431,SELL,28.802096620080956,2566.947719856382,-20537.400667337963,5300.620703316255,Unassigned Band
2024-10-31 14:37:23,1730385443,SELL,189.02888622086743,2566.811054163833,-134813.31209298281,5111.591817095387,Unassigned Band
2024-10-31 14:45:35,1730385935,BUY,337.378991250694,2557.8602695796185,243634.77378509674,5741.365934096604,Unassigned Band
2024-10-31 14:45:35,1730385935,BUY,292.3951257505232,2557.860269579619,211150.13728036053,5403.986942845911,Unassigned Band
2024-10-31 14:45:59,1730385959,BUY,164.9374839932544,2557.912317319298,119099.32560085334,5906.3034180898585,Unassigned Band
2024-10-31 14:46:11,1730385971,BUY,164.93543754590854,2557.9440547854883,119092.61325355897,6071.238855635767,Unassigned Band
2024-10-31 14:46:23,1730385983,BUY,164.9337676452652,2557.969953141439,119087.13597844879,6236.172623281032,Unassigned Band
2024-10-31 16:08:59,1730390939,SELL,112.45844283961428,2556.7572184692917,-81334.75700387491,6123.714180441418,Unassigned Band
2024-10-31 16:09:23,1730390963,SELL,674.7506570376859,2556.613550585475,-488105.48202225025,5448.963523403732,Unassigned Band
2024-10-31 16:15:11,1730391311,SELL,13.83238846927256,2553.9011213771823,-10043.681755960635,5435.13113493446,Unassigned Band
2024-10-31 16:15:11,1730391311,SELL,20.24251971113057,2553.9011213892322,-14698.07086213749,5414.888615223329,Unassigned Band
2024-10-31 16:15:23,1730391323,SELL,78.85810928799434,2553.191919853102,-57314.71101417702,5336.030505935335,Unassigned Band
2024-10-31 16:15:23,1730391323,SELL,78.85810928799434,2553.191919853102,-57314.71101417702,5257.172396647341,Unassigned Band
2024-10-31 16:15:35,1730391335,SELL,101.10014011281326,2552.4916024057443,-73551.20092817569,5156.072256534528,Unassigned Band
2024-10-31 16:15:35,1730391335,SELL,44.48406164963784,2552.491602414736,-32362.528407997313,5111.58819488489,Unassigned Band
2024-10-31 16:28:59,1730392139,BUY,675.6695880522218,2552.0566557344105,491849.17953291145,5787.257782937112,Unassigned Band
2024-10-31 16:29:59,1730392199,BUY,27.021242203453173,2552.5800128161945,19655.79165683147,5814.279025140565,Unassigned Band
2024-10-31 16:30:23,1730392223,BUY,42.33037444189088,2552.755188956298,30784.54516162674,5856.609399582456,Unassigned Band
2024-10-31 16:32:11,1730392331,BUY,22.85573471805805,2553.053119657398,16614.905050811758,5879.4651343005135,Unassigned Band
2024-10-31 16:33:47,1730392427,BUY,136.00582648571893,2554.2166025400165,98710.7708186669,6015.470960786232,Unassigned Band
2024-10-31 16:33:59,1730392439,BUY,9.661279662198435,2554.8226118095195,7006.141551833906,6025.132240448431,Unassigned Band
2024-10-31 16:34:11,1730392451,BUY,12.728388884524684,2555.4309411889594,9222.596754007818,6037.860629332956,Unassigned Band
2024-10-31 16:34:11,1730392451,BUY,14.849787031749804,2555.430941188959,10759.696212867359,6052.710416364705,Unassigned Band
2024-10-31 16:34:11,1730392451,BUY,12.728388884524684,2555.4309411889594,9222.596754007818,6065.43880524923,Unassigned Band
2024-10-31 16:34:23,1730392463,BUY,80.59387869005694,2556.0413396062904,58346.63645091054,6146.032683939287,Unassigned Band
2024-10-31 16:34:23,1730392463,BUY,80.59387869005694,2556.0413396062904,58346.63645091054,6226.626562629344,Unassigned Band
2024-10-31 16:34:35,1730392475,BUY,5.49603230169476,2556.6545727300554,3975.529833458144,6232.122594931039,Unassigned Band
2024-10-31 16:35:11,1730392511,BUY,5.104021539547079,2557.5864262826726,3687.214440620932,6237.226616470586,Unassigned Band
2024-11-06 02:33:23,1730860403,BUY,214.3354343258532,2551.797822260637,156079.5300388726,5326.13865825109,Unassigned Band
2024-11-06 02:39:47,1730860787,BUY,512.397302963197,2561.8079839742677,367999.65201190097,5838.535961214287,Unassigned Band
2024-11-06 02:39:47,1730860787,BUY,222.06990606031124,2561.438118380239,159570.96954575324,6060.6058672745985,Unassigned Band
2024-11-06 02:39:59,1730860799,BUY,88.81327704750848,2561.8730426340344,63779.208418201044,6149.419144322107,Unassigned Band
2024-11-06 02:40:11,1730860811,BUY,12.633001543792084,2563.040066508275,9057.355946406638,6162.0521458659,Unassigned Band
2024-11-06 02:40:47,1730860847,BUY,15.163553870609483,2562.383461129767,10881.617045321354,6177.215699736509,Unassigned Band
2024-11-06 02:42:11,1730860931,BUY,2.937729567792204,2562.917700984437,2106.59387230462,6180.153429304301,Unassigned Band
2024-11-06 07:29:35,1730878175,SELL,189.63332166666663,2619.160477819682,-125317.19367619306,5990.520107637635,Unassigned Band
2024-11-06 07:29:35,1730878175,SELL,113.779993,2619.1604778179235,-75190.31620591594,5876.740114637635,Unassigned Band
2024-11-06 07:29:47,1730878187,SELL,132.74332516666666,2618.8414917701243,-87764.37884223522,5743.996789470968,Unassigned Band
2024-11-06 07:31:23,1730878283,SELL,379.6460412906444,2612.8708722227493,-253272.93238335982,5364.3507481803235,Unassigned Band
2024-11-06 07:31:47,1730878307,SELL,126.54868043021476,2612.7917976934914,-84434.31757178648,5237.802067750109,Unassigned Band
2024-11-06 07:32:23,1730878343,SELL,44.24777505555556,2615.0032856504545,-29424.62502841175,5193.554292694554,Unassigned Band
2024-11-06 07:32:59,1730878379,SELL,66.37166258333333,2614.3712783318592,-44178.88491911762,5127.1826301112205,Unassigned Band
2024-11-06 07:33:35,1730878415,SELL,12.907965403881906,2612.401351018411,-8617.34026449622,5114.274664707339,Unassigned Band
2024-11-06 07:35:23,1730878523,SELL,3.021320188188887,2612.8792588289757,-2015.585363204208,5111.25334451915,Unassigned Band
2024-11-06 07:48:23,1730879303,SELL,112.4228742,2596.497191556414,-76841.35024694077,4998.830470319151,Unassigned Band
2024-11-06 07:49:23,1730879363,SELL,168.63431129999998,2594.9995993727525,-115514.57079691111,4830.19615901915,Unassigned Band
2024-11-06 07:50:47,1730879447,SELL,843.1715565,2593.3196625448554,-578989.3289345553,3987.0246025191504,Unassigned Band
2024-11-06 07:52:59,1730879579,SELL,112.4230302,2600.7258324638187,-76366.06024894073,3874.6015723191504,Unassigned Band
2024-11-06 07:53:47,1730879627,SELL,101.18072718,2600.689735683317,-68733.1065225467,3773.4208451391505,Unassigned Band
2024-11-06 07:54:47,1730879687,SELL,91.062654462,2600.6533810611113,-61863.106418692034,3457.5121302771504,Unassigned Band
2024-11-06 07:54:47,1730879687,SELL,224.8460604,2603.567876237515,-152093.0981518815,3548.5747847391503,Unassigned Band
2024-11-06 07:55:11,1730879711,SELL,169.3393994547206,2595.0000000000005,-115997.48862338178,3288.17273082243,Unassigned Band
2024-11-06 07:55:23,1730879723,SELL,169.3393994547206,2595.0000000000005,-115997.48862338178,3118.8333313677094,Unassigned Band
2024-11-06 07:55:23,1730879723,SELL,275.1743794373796,2594.9999999999995,-188494.44990956486,2843.6589519303297,Unassigned Band
2024-11-06 07:55:23,1730879723,SELL,92.25734669402696,2595.0000000000005,-63196.28248371857,2751.4016052363027,Unassigned Band
