Date,timeStamp,Type,amount,price,pnl,net_position
2024-10-31 14:22:47,1730384567,SELL,1117.936492937837,2575.9050679716256,-625032.6275311197,-1117.936492937837
2024-10-31 14:28:59,1730384939,BUY,224.2148364479976,2568.69556309481,126973.85670047265,-893.7216564898395
2024-10-31 14:30:47,1730385047,BUY,896.3147426768525,2570.2563090559047,506188.0960269331,2.593086187013
2024-10-31 14:35:47,1730385347,SELL,112.052974712422,2567.992090468799,-63534.922948443,-109.459888525409
2024-10-31 14:36:59,1730385419,SELL,60.508606344707886,2567.1154922837763,-34361.90012665923,-169.9684948701169
2024-10-31 14:36:59,1730385419,SELL,705.9337406882585,2567.115492277166,-400888.83481569064,-875.9022355583754
2024-10-31 14:37:11,1730385431,SELL,28.802096620080956,2566.947719856382,-16361.0966579538,-904.7043321784564
2024-10-31 14:37:11,1730385431,SELL,24.20344253788316,2566.9477198855457,-13748.820720263715,-928.9077747163395
2024-10-31 14:37:23,1730385443,SELL,189.02888622086743,2566.811054163833,-107404.1235944195,-1117.9366609372069
2024-10-31 14:45:35,1730385935,BUY,292.3951257505232,2557.860269579619,168752.8440518905,-825.5415351866836
2024-10-31 14:45:35,1730385935,BUY,337.378991250694,2557.8602695796185,194714.82005992596,-488.1625439359896
2024-10-31 14:45:59,1730385959,BUY,164.9374839932544,2557.912317319298,95183.39042485265,-323.22505994273524
2024-10-31 14:46:11,1730385971,BUY,164.93543754590854,2557.9440547854883,95176.97481242339,-158.2896223968267
2024-10-31 14:46:23,1730385983,BUY,164.9337676452652,2557.969953141439,95171.73967290646,6.644145248438491
2024-10-31 16:08:59,1730390939,SELL,112.45844283961428,2556.7572184692917,-65028.282794190774,-105.81429759117579
2024-10-31 16:09:23,1730390963,SELL,674.7506570376859,2556.613550585475,-390266.63676414534,-780.5649546288616
2024-10-31 16:15:11,1730391311,SELL,20.24251971113057,2553.9011213892322,-11762.905504394346,-800.8074743399923
2024-10-31 16:15:11,1730391311,SELL,13.83238846927256,2553.9011213771823,-8037.985428169484,-814.6398628092649
