Date,timeStamp,Type,amount,price,pnl,net_position
2024-10-31 14:22:47,1730384567,SELL,1117.936492937837,2575.9050679716256,-106454490.73149146,-1117.936492937837
2024-10-31 14:28:59,1730384939,BUY,224.2148364479976,2568.69556309481,21352271.349050168,-893.7216564898395
2024-10-31 14:30:47,1730385047,BUY,896.3147426768525,2570.2563090559047,85355823.21153118,2.593086187013
2024-10-31 14:35:47,1730385347,SELL,112.052974712422,2567.992090468799,-10671029.774099872,-109.459888525409
2024-10-31 14:36:59,1730385419,SELL,60.508606344707886,2567.1154922837763,-5762409.119748431,-169.9684948701169
2024-10-31 14:36:59,1730385419,SELL,705.9337406882585,2567.115492277166,-67228106.39706968,-875.9022355583754
2024-10-31 14:37:11,1730385431,SELL,28.802096620080956,2566.947719856382,-2742911.5731979175,-904.7043321784564
2024-10-31 14:37:11,1730385431,SELL,24.20344253788316,2566.9477198855457,-2304967.708568973,-928.9077747163395
2024-10-31 14:37:23,1730385443,SELL,189.02888622086743,2566.811054163833,-18001823.637692835,-1117.9366609372069
2024-10-31 14:45:35,1730385935,BUY,292.3951257505232,2557.860269579619,27848337.423225172,-825.5415351866836
2024-10-31 14:45:35,1730385935,BUY,337.378991250694,2557.8602695796185,32132697.026806876,-488.1625439359896
2024-10-31 14:45:59,1730385959,BUY,164.9374839932544,2557.912317319298,15708990.312646281,-323.22505994273524
2024-10-31 14:46:11,1730385971,BUY,164.93543754590854,2557.9440547854883,15708790.170095855,-158.2896223968267
2024-10-31 14:46:23,1730385983,BUY,164.9337676452652,2557.969953141439,15708626.853811936,6.644145248438491
2024-10-31 16:08:59,1730390939,SELL,112.45844283961428,2556.7572184692917,-10710906.774206275,-105.81429759117579
2024-10-31 16:09:23,1730390963,SELL,674.7506570376859,2556.613550585475,-64265537.585236676,-780.5649546288616
2024-10-31 16:15:11,1730391311,SELL,20.24251971113057,2553.9011213892322,-1928021.0339585696,-800.8074743399923
2024-10-31 16:15:11,1730391311,SELL,13.83238846927256,2553.9011213771823,-1317481.0398718563,-814.6398628092649
2024-10-31 16:15:23,1730391323,SELL,78.85810928799434,2553.191919853102,-7510983.200916847,-893.4979720972592
2024-10-31 16:15:23,1730391323,SELL,78.85810928799434,2553.191919853102,-7510983.200916847,-972.3560813852536
2024-10-31 16:15:35,1730391335,SELL,44.48406164963784,2552.491602414736,-4236996.035532581,-1016.8401430348914
2024-10-31 16:15:35,1730391335,SELL,101.10014011281326,2552.4916024057443,-9629536.444393137,-1117.9402831477046
2024-10-31 16:28:59,1730392139,BUY,675.6695880522218,2552.0566557344105,64356138.64224129,-442.2706950954828
2024-10-31 16:29:59,1730392199,BUY,27.021242203453173,2552.5800128161945,2573703.6047277204,-415.2494528920296
2024-10-31 16:30:23,1730392223,BUY,42.33037444189088,2552.755188956298,4031851.537409928,-372.9190784501387
2024-10-31 16:32:11,1730392331,BUY,22.85573471805805,2553.053119657398,2176938.950602077,-350.0633437320807
2024-10-31 16:33:47,1730392427,BUY,136.00582648571893,2554.2166025400165,12953981.49025131,-214.05751724636175
2024-10-31 16:33:59,1730392439,BUY,9.661279662198435,2554.8226118095195,920190.295223007,-204.39623758416332
2024-10-31 16:34:11,1730392451,BUY,12.728388884524684,2555.4309411889594,1212309.9141195142,-176.81806166788883
2024-10-31 16:34:11,1730392451,BUY,12.728388884524684,2555.4309411889594,1212309.9141195142,-164.08967278336414
2024-10-31 16:34:11,1730392451,BUY,14.849787031749804,2555.430941188959,1414361.566454131,-189.54645055241352
2024-10-31 16:34:23,1730392463,BUY,80.59387869005694,2556.0413396062904,7676080.050236569,-83.4957940933072
2024-10-31 16:34:23,1730392463,BUY,80.59387869005694,2556.0413396062904,7676080.050236569,-2.901915403250257
2024-10-31 16:34:35,1730392475,BUY,5.49603230169476,2556.6545727300554,523460.50298974756,2.5941168984445033
2024-10-31 16:35:11,1730392511,BUY,5.104021539547079,2557.5864262826726,486119.3303587043,7.698138437991583
2024-11-05 23:17:47,1730848667,SELL,420.0,2430.686710990476,-40055111.581384,-412.3018615620084
2024-11-05 23:17:47,1730848667,SELL,60.0,2430.6867110000003,-5722158.79734,-472.3018615620084
2024-11-05 23:18:47,1730848727,SELL,322.98055106293424,2430.3951515676404,-30802527.52860097,-795.2824126249427
2024-11-05 23:19:23,1730848763,SELL,30.68315235097876,2429.9656175197933,-2926253.2946757227,-825.9655649759214
2024-11-05 23:19:59,1730848799,SELL,31.86041645960316,2429.525954067335,-3038543.0210531894,-857.8259814355246
2024-11-05 23:20:47,1730848847,SELL,30.731563905777577,2429.1497198411503,-2930895.380133047,-888.5575453413021
2024-11-05 23:21:23,1730848883,SELL,22.97054183465748,2428.9244616694064,-2190725.280469502,-911.5280871759596
2024-11-05 23:21:59,1730848919,SELL,20.673487651191728,2428.8048385055886,-1971655.225450551,-932.2015748271514
2024-11-05 23:23:11,1730848991,SELL,37.21227777214512,2428.68039178861,-3548984.0367567926,-969.4138525992965
2024-11-05 23:23:35,1730849015,SELL,13.991816442326565,2428.6405978143043,-1334418.554610538,-983.4056690416231
2024-11-05 23:23:59,1730849039,SELL,24.0,2428.0906857916666,-2288925.823541,-1019.2856690416231
2024-11-05 23:23:59,1730849039,SELL,11.88,2428.0906858585854,-1133018.2826520002,-995.2856690416231
2024-11-05 23:24:11,1730849051,SELL,11.94504,2427.3863640473364,-1139229.684786,-1031.2307090416232
2024-11-05 23:24:23,1730849063,SELL,5.99052168,2426.681077298096,-571335.9347,-1037.2212307216232
2024-11-05 23:24:23,1730849063,SELL,14.94021672,2426.6810771537453,-1424898.054013,-1052.1614474416233
2024-11-05 23:24:35,1730849075,SELL,10.97059392,2425.9731361016416,-1046309.719239,-1063.1320413616234
2024-11-05 23:24:35,1730849075,SELL,14.969159705734183,2427.7041122140677,-1427643.128646803,-1078.1012010673576
2024-11-05 23:24:35,1730849075,SELL,36.08748,2425.9731360848696,-3441808.286971,-1114.1886810673575
2024-11-05 23:24:35,1730849075,SELL,3.53657304,2425.9731361295453,-337297.212123,-1117.7252541073574
2024-11-06 02:33:23,1730860403,BUY,214.3354343258532,2551.797822260637,20415064.782522444,-903.3898197815042
2024-11-06 02:39:47,1730860787,BUY,512.397302963197,2561.8079839742677,48799792.72810267,-390.9925168183072
2024-11-06 02:39:47,1730860787,BUY,222.06990606031124,2561.438118380239,21149618.49037044,-168.92261075799595
2024-11-06 02:39:59,1730860799,BUY,88.81327704750848,2561.8730426340344,8458410.15495033,-80.10933371048748
2024-11-06 02:40:11,1730860811,BUY,12.633001543792084,2563.040066508275,1203128.6618658658,-67.47633216669539
