market,instrument,base_asset,quote_asset,time,open,high,low,close,total_trades,total_trades_buy,total_trades_sell,volume,quote_volume,volume_buy,quote_volume_buy,volume_sell,quote_volume_sell
binance,BTC-USDT,BTC,USDT,2024-12-09 17:00:00,97844.06,98240.0,97350.0,97368.04,328876,176817,152059,1542.83473,150827792.794777,712.98409,69736487.2404535,829.85064,81091305.5545542
binance,BTC-USDT,BTC,USDT,2024-12-09 18:00:00,97368.04,98260.0,97365.48,97776.66,302608,168880,133728,1546.89958,151488372.897402,850.66624,83297992.0610317,696.23334,68190380.8369007
binance,BTC-USDT,BTC,USDT,2024-12-09 19:00:00,97776.66,97776.66,97000.0,97070.32,327745,157692,170053,1913.69602,186276076.604133,819.88996,79824709.7444357,1093.80606,106451366.86153
binance,BTC-USDT,BTC,USDT,2024-12-09 20:00:00,97070.32,97330.49,96111.0,96252.01,583752,290706,293046,3713.47796,359389969.346008,1777.24095,172041414.58809,1936.23701,187348554.759791
binance,BTC-USDT,BTC,USDT,2024-12-09 21:00:00,96252.01,97572.52,94150.05,96892.0,808861,386664,422197,8232.45482,791965015.950663,3741.76061,360401658.096131,4490.69421,431563357.854856
binance,BTC-USDT,BTC,USDT,2024-12-09 22:00:00,96892.0,97381.47,94837.42,96984.01,600476,262967,337509,5598.2857,540742557.337647,2622.16454,253294942.378487,2976.12116,287447614.959174
binance,BTC-USDT,BTC,USDT,2024-12-09 23:00:00,96984.01,97533.14,96700.46,97276.47,269225,143180,126045,1665.3406,161986957.511622,813.80605,79130394.0715723,851.53455,82856563.4396151
binance,BTC-USDT,BTC,USDT,2024-12-10 00:00:00,97276.47,98138.0,97000.0,97867.91,389547,230720,158827,1941.40264,189431089.619224,962.21247,93900237.6966422,979.19017,95530851.9232254
binance,BTC-USDT,BTC,USDT,2024-12-10 01:00:00,97867.91,98058.5,97467.8,97946.0,274187,140657,133530,1095.21618,107137037.520231,470.69063,46043604.5984427,624.52555,61093432.9218441
binance,BTC-USDT,BTC,USDT,2024-12-10 02:00:00,97946.0,97946.01,96614.27,96660.01,308699,128471,180228,1804.43021,175698450.026668,739.02031,71965255.6865148,1065.4099,103733194.340641
binance,BTC-USDT,BTC,USDT,2024-12-10 03:00:00,96660.01,96947.26,95565.41,96931.99,643391,342427,300964,3126.85208,301158777.183396,1371.89011,132115224.434496,1754.96197,169043552.753712
binance,BTC-USDT,BTC,USDT,2024-12-10 04:00:00,96931.99,97132.45,95900.0,97031.97,363181,191087,172094,1630.90831,157575637.527396,754.27074,72889480.7571716,876.63757,84686156.7701655
binance,BTC-USDT,BTC,USDT,2024-12-10 05:00:00,97031.97,97051.99,96520.49,96941.99,212854,102021,110833,1054.45271,102087512.992175,524.78144,50807829.4887275,529.67127,51279683.5037395
binance,BTC-USDT,BTC,USDT,2024-12-10 06:00:00,96941.99,97519.2,96810.85,97464.6,213062,111314,101748,1222.41402,118804873.926651,667.95195,64915309.3001185,554.46207,53889564.6264024
binance,BTC-USDT,BTC,USDT,2024-12-10 07:00:00,97464.6,97502.74,96908.0,97196.44,176051,105111,70940,943.52763,91655865.5619781,523.57328,50856375.3628647,419.95435,40799490.1991134
binance,BTC-USDT,BTC,USDT,2024-12-10 08:00:00,97196.44,97547.52,96938.19,97385.72,204794,100076,104718,866.37002,84247800.7083061,463.12267,45039848.4644015,403.24735,39207952.2439046
binance,BTC-USDT,BTC,USDT,2024-12-10 09:00:00,97385.72,97680.0,97224.79,97489.1,197265,111363,85902,851.77822,83001521.6650234,488.9133,47643657.0938675,362.86492,35357864.5711559
binance,BTC-USDT,BTC,USDT,2024-12-10 10:00:00,97489.1,97862.43,97489.09,97687.5,187932,109655,78277,947.81939,92609084.8984355,558.4401,54562494.9564919,389.37929,38046589.9419436
binance,BTC-USDT,BTC,USDT,2024-12-10 11:00:00,97687.5,97937.5,97444.42,97722.52,213598,112962,100636,1066.94048,104215366.866952,545.03617,53244035.9614766,521.90431,50971330.905419
binance,BTC-USDT,BTC,USDT,2024-12-10 12:00:00,97722.52,97841.1,96864.04,97161.5,519714,267540,252174,1548.27714,150622581.297498,786.29562,76494254.4039933,761.98152,74128326.8936967
binance,BTC-USDT,BTC,USDT,2024-12-10 13:00:00,97161.5,97929.99,97128.0,97738.36,542358,311774,230584,1701.94365,166103165.140705,874.38259,85338152.3477383,827.56106,80765012.7946263
binance,BTC-USDT,BTC,USDT,2024-12-10 14:00:00,97738.36,98270.0,97140.0,97820.01,831416,461291,370125,3526.12099,344825648.235399,1881.79215,184045827.180538,1644.32884,160779821.054273
binance,BTC-USDT,BTC,USDT,2024-12-10 15:00:00,97820.01,98113.68,95555.0,95658.79,1079445,519943,559502,4812.98677,465585007.253393,2052.02657,198561050.8683,2760.9602,267023956.388271
binance,BTC-USDT,BTC,USDT,2024-12-10 16:00:00,95658.79,96500.0,94508.69,96319.77,1172638,608379,564259,7543.54551,719986044.67082,3209.05581,306376026.898283,4334.4897,413610017.774851
binance,BTC-USDT,BTC,USDT,2024-12-10 17:00:00,96319.77,96391.17,94401.76,94484.01,1121081,559304,561777,5401.7541,513445743.781197,2468.86236,234608976.827069,2932.89174,278836766.957361
binance,BTC-USDT,BTC,USDT,2024-12-10 18:00:00,94484.01,95524.0,94256.54,95132.03,776393,420409,355984,2558.43561,242815443.192225,1228.43468,116568875.61161,1330.00093,126246567.581595
binance,BTC-USDT,BTC,USDT,2024-12-10 19:00:00,95132.03,96171.14,94980.27,95856.5,569821,304728,265093,1778.37842,170245327.396703,867.59987,83064781.230886,910.77855,87180546.1663063
binance,BTC-USDT,BTC,USDT,2024-12-10 20:00:00,95856.5,96700.0,95616.0,96434.76,507732,280733,226999,1949.38081,187655547.532389,970.89185,93473532.8721532,978.48896,94182014.6607255
binance,BTC-USDT,BTC,USDT,2024-12-10 21:00:00,96434.76,97200.7,96382.35,96858.0,493836,270101,223735,2026.89962,196166983.97372,1005.35153,97296873.792347,1021.54809,98870110.1811765
binance,BTC-USDT,BTC,USDT,2024-12-10 22:00:00,96858.0,97099.49,96587.43,96849.44,264151,150110,114041,1109.33596,107438022.289388,484.21324,46897177.8218797,625.12272,60540844.4676147
binance,BTC-USDT,BTC,USDT,2024-12-10 23:00:00,96849.44,97128.62,96402.7,96593.0,293043,157567,135476,1199.51886,116147661.821372,624.28642,60455995.4602008,575.23244,55691666.3612908
binance,BTC-USDT,BTC,USDT,2024-12-11 00:00:00,96593.0,96842.42,95816.36,96412.61,537619,300767,236852,1676.16419,161519219.451208,783.10394,75463377.5410706,893.06025,86055841.9105229
binance,BTC-USDT,BTC,USDT,2024-12-11 01:00:00,96412.61,96635.79,95658.24,95752.02,592515,314783,277732,1661.31944,159738499.094978,753.03101,72414408.6829216,908.28843,87324090.4124654
binance,BTC-USDT,BTC,USDT,2024-12-11 02:00:00,95752.02,97444.44,95677.96,97207.29,511775,284832,226943,1684.35094,162840014.920624,849.81154,82154979.1678975,834.5394,80685035.7531222
binance,BTC-USDT,BTC,USDT,2024-12-11 03:00:00,97207.29,97625.76,97128.24,97398.43,337535,176956,160579,1079.97914,105156008.449481,536.40747,52230628.958699,543.57167,52925379.4908939
binance,BTC-USDT,BTC,USDT,2024-12-11 04:00:00,97398.43,97600.0,97181.7,97546.96,260963,135838,125125,1071.82464,104387671.95161,587.52042,57217083.5571634,484.30422,47170588.3944406
binance,BTC-USDT,BTC,USDT,2024-12-11 05:00:00,97546.96,97700.0,97300.8,97495.19,232508,136286,96222,581.0697,56627707.1876861,234.77912,22881295.4126744,346.29058,33746411.7750117
binance,BTC-USDT,BTC,USDT,2024-12-11 06:00:00,97495.19,97765.77,97391.4,97689.57,190950,119098,71852,482.35697,47093162.8501049,249.86118,24394995.945131,232.49579,22698166.9049739
binance,BTC-USDT,BTC,USDT,2024-12-11 07:00:00,97689.57,97790.36,97248.87,97334.6,182342,100438,81904,747.3797,72899696.6734222,304.8287,29727540.5049863,442.551,43172156.1684359
binance,BTC-USDT,BTC,USDT,2024-12-11 08:00:00,97334.6,98472.57,97316.78,98109.9,301301,169777,131524,1557.01346,152562895.677569,874.33107,85657233.5686166,682.68239,66905662.1088536
binance,BTC-USDT,BTC,USDT,2024-12-11 09:00:00,98109.9,98171.35,97757.44,97999.99,246907,129096,117811,778.4462,76227522.8764736,344.9979,33779884.7063486,433.4483,42447638.170125
binance,BTC-USDT,BTC,USDT,2024-12-11 10:00:00,97999.99,98301.17,97862.66,98214.29,181359,102020,79339,779.21065,76429805.4959924,380.00869,37277190.917097,399.20196,39152614.5788954
binance,BTC-USDT,BTC,USDT,2024-12-11 11:00:00,98214.29,98450.0,98137.09,98292.61,161904,78549,83355,800.38789,78680725.7896069,373.24495,36690444.6061449,427.14294,41990281.183462
binance,BTC-USDT,BTC,USDT,2024-12-11 12:00:00,98292.61,98493.04,98164.02,98236.0,179293,95931,83362,775.58074,76279138.4710123,362.21884,35624635.1197637,413.3619,40654503.3512486
binance,BTC-USDT,BTC,USDT,2024-12-11 13:00:00,98236.0,98865.47,98072.33,98736.86,481111,265456,215655,1875.90205,184885900.311748,926.71174,91341335.2849076,949.19031,93544565.0277259
binance,BTC-USDT,BTC,USDT,2024-12-11 14:00:00,98736.86,99539.29,98369.82,99515.98,556809,296330,260479,2230.1931,220748905.79903,1116.82926,110565956.220998,1113.36384,110182949.580305
binance,BTC-USDT,BTC,USDT,2024-12-11 15:00:00,99515.98,100800.0,99414.72,100361.64,837830,441651,396179,5764.6058,577304816.196,3280.37513,328442759.949309,2484.23067,248862056.246764
binance,BTC-USDT,BTC,USDT,2024-12-11 16:00:00,100361.64,101090.9,100295.61,100575.99,555241,288287,266954,2950.52479,297027889.310506,1585.59782,159649481.786505,1364.92697,137378407.523246
binance,BTC-USDT,BTC,USDT,2024-12-11 17:00:00,100575.99,100982.07,99660.15,99781.9,452276,216631,235645,2298.27737,230764966.461693,1020.628,102458543.94528,1277.64937,128306422.517005
binance,BTC-USDT,BTC,USDT,2024-12-11 18:00:00,99781.9,100786.3,99608.23,100388.71,472723,251427,221296,2207.59419,221303048.919245,1125.00115,112761937.891869,1082.59304,108541111.027761
binance,BTC-USDT,BTC,USDT,2024-12-11 19:00:00,100388.71,101141.01,100388.71,101122.71,248186,129583,118603,1758.39622,177270251.605593,1044.93146,105360565.019198,713.46476,71909686.5856879
binance,BTC-USDT,BTC,USDT,2024-12-11 20:00:00,101122.71,101674.72,101024.75,101271.56,348587,171926,176661,2068.71914,209628075.680752,1022.62334,103629028.127036,1046.0958,105999047.553312
binance,BTC-USDT,BTC,USDT,2024-12-11 21:00:00,101271.56,101536.7,100866.42,101520.12,173600,85774,87826,1152.9581,116644621.411805,532.68514,53892225.7747679,620.27296,62752395.6371386
binance,BTC-USDT,BTC,USDT,2024-12-11 22:00:00,101520.12,101888.0,101180.63,101209.74,123585,60535,63050,1098.87478,111558652.945219,533.9797,54228856.295593,564.89508,57329796.6496324
binance,BTC-USDT,BTC,USDT,2024-12-11 23:00:00,101209.74,101500.0,101068.25,101125.0,83592,34649,48943,672.65371,68124565.4795848,289.33802,29301929.2210763,383.31569,38822636.2585085
binance,BTC-USDT,BTC,USDT,2024-12-12 00:00:00,101125.0,101200.0,100559.71,100772.46,220628,86142,134486,970.26535,97916390.2540814,408.4802,41220128.9804482,561.78515,56696261.2736332
binance,BTC-USDT,BTC,USDT,2024-12-12 01:00:00,100772.46,100861.98,100331.61,100496.3,236593,108708,127885,1065.71101,107208565.586,454.84979,45753877.9005795,610.86122,61454687.6853908
binance,BTC-USDT,BTC,USDT,2024-12-12 02:00:00,100496.3,101824.77,100496.3,101824.76,270609,161343,109266,1067.28192,107881033.931011,630.26813,63724554.5010123,437.01379,44156479.4301277
binance,BTC-USDT,BTC,USDT,2024-12-12 03:00:00,101824.76,101829.0,100792.0,101025.87,368461,180758,187703,1481.01937,150028062.665423,647.72051,65620933.6021363,833.29886,84407129.0628605
binance,BTC-USDT,BTC,USDT,2024-12-12 04:00:00,101025.87,101191.85,100572.0,100675.7,232715,114909,117806,877.84617,88537060.0213041,390.31878,39367134.9776191,487.52739,49169925.043685
binance,BTC-USDT,BTC,USDT,2024-12-12 05:00:00,100675.7,101136.92,100617.64,100618.86,201236,103383,97853,1063.06897,107232124.727223,567.27686,57222396.3404426,495.79211,50009728.3867433
binance,BTC-USDT,BTC,USDT,2024-12-12 06:00:00,100618.86,100701.24,100402.82,100584.37,182454,87191,95263,548.35286,55144150.8478789,284.90843,28651935.2920072,263.44443,26492215.5558717
binance,BTC-USDT,BTC,USDT,2024-12-12 07:00:00,100584.37,100828.16,100496.47,100499.99,118022,48843,69179,528.75796,53211895.3499902,237.6419,23917052.5661625,291.11606,29294842.7838277
binance,BTC-USDT,BTC,USDT,2024-12-12 08:00:00,100499.99,101049.36,100470.58,100980.0,134228,64641,69587,703.4733,70906653.6359181,370.85068,37382892.0815985,332.62262,33523761.5543196
binance,BTC-USDT,BTC,USDT,2024-12-12 09:00:00,100980.0,101126.54,100794.11,100814.07,122989,53077,69912,604.85218,61065119.3679246,295.03562,29790251.8142768,309.81656,31274867.5536478
binance,BTC-USDT,BTC,USDT,2024-12-12 10:00:00,100814.07,100814.07,100473.14,100579.44,189757,87849,101908,620.99851,62467865.0194893,301.1205,30288316.8781593,319.87801,32179548.14133
binance,BTC-USDT,BTC,USDT,2024-12-12 11:00:00,100579.44,100637.97,100178.32,100358.42,213825,93757,120068,663.75995,66613618.3116904,253.81565,25471723.3032132,409.9443,41141895.0084772
binance,BTC-USDT,BTC,USDT,2024-12-12 12:00:00,100358.42,100944.0,100348.35,100828.0,188712,85426,103286,783.19887,78890119.9114746,415.70032,41871800.7459287,367.49855,37018319.1655459
binance,BTC-USDT,BTC,USDT,2024-12-12 13:00:00,100828.0,101545.78,100540.74,100911.99,540341,274042,266299,1810.00915,182878714.601813,879.76607,88904187.7773143,930.24308,93974526.823729
binance,BTC-USDT,BTC,USDT,2024-12-12 14:00:00,100911.99,101749.74,100629.41,101702.04,660480,346406,314074,2588.59757,261964756.682358,1317.17776,133334360.509428,1271.41981,128630396.172897
binance,BTC-USDT,BTC,USDT,2024-12-12 15:00:00,101702.04,101861.6,100700.07,101797.14,637812,333295,304517,2345.92427,237840811.56325,1138.7,115473593.932404,1207.22427,122367217.631849
binance,BTC-USDT,BTC,USDT,2024-12-12 16:00:00,101797.14,102540.0,101462.49,101462.49,722561,362962,359599,3118.04465,318242633.394097,1756.90529,179341667.306705,1361.13936,138900966.086082
binance,BTC-USDT,BTC,USDT,2024-12-12 17:00:00,101462.49,101700.0,101227.27,101617.65,412487,211504,200983,1046.05464,106148139.696354,489.09373,49633944.1153772,556.96091,56514195.5810863
binance,BTC-USDT,BTC,USDT,2024-12-12 18:00:00,101617.65,101657.75,100831.0,100857.59,369919,179822,190097,907.96892,91908787.6988176,426.90012,43205858.6877839,481.0688,48702929.0110337
binance,BTC-USDT,BTC,USDT,2024-12-12 19:00:00,100857.59,101052.77,99311.64,99481.32,694182,352818,341364,2862.5031,286121364.711339,1269.30263,126872558.754516,1593.20047,159248805.960145
binance,BTC-USDT,BTC,USDT,2024-12-12 20:00:00,99481.32,100464.73,99465.33,100028.01,559237,300261,258976,1571.02583,156924823.273885,730.36887,72960846.6712749,840.65696,83963976.6033751
binance,BTC-USDT,BTC,USDT,2024-12-12 21:00:00,100028.01,100109.09,99700.0,99760.01,334752,176936,157816,764.0716,76314949.9107146,343.7525,34334205.2061962,420.3191,41980744.7045184
binance,BTC-USDT,BTC,USDT,2024-12-12 22:00:00,99760.01,100476.19,99513.0,100444.0,276244,145407,130837,803.02299,80324583.7200986,406.76266,40699644.1969621,396.26033,39624939.5231365
binance,BTC-USDT,BTC,USDT,2024-12-12 23:00:00,100444.0,100476.0,99879.38,100004.29,178078,84764,93314,436.27831,43690358.9825797,159.16961,15940590.5218074,277.1087,27749768.4607723
binance,BTC-USDT,BTC,USDT,2024-12-13 00:00:00,100004.29,100356.85,99939.85,100083.21,180397,92932,87465,501.95354,50281015.295217,251.23473,25165315.0430922,250.71881,25115700.2521248
binance,BTC-USDT,BTC,USDT,2024-12-13 01:00:00,100083.21,100140.0,99210.53,99323.94,276020,128105,147915,996.85798,99324747.1197429,417.62827,41625525.4803771,579.22971,57699221.6393658
binance,BTC-USDT,BTC,USDT,2024-12-13 02:00:00,99323.94,99675.66,99205.0,99484.99,274055,159935,114120,1138.64214,113226775.372177,595.70923,59235146.8539636,542.93291,53991628.5188759
binance,BTC-USDT,BTC,USDT,2024-12-13 03:00:00,99484.99,99793.5,99484.98,99729.09,164100,96185,67915,532.23358,53048561.1030903,297.78565,29680167.461008,234.44793,23368393.6420823
binance,BTC-USDT,BTC,USDT,2024-12-13 04:00:00,99729.09,100054.91,99652.0,100000.46,121589,64591,56998,531.66419,53097804.2762795,255.31026,25496691.4341875,276.35393,27601112.842092
binance,BTC-USDT,BTC,USDT,2024-12-13 05:00:00,100000.46,100172.0,99850.35,99890.0,99313,48076,51237,430.05413,42999505.8058657,187.33953,18731897.1016475,242.7146,24267608.7042182
binance,BTC-USDT,BTC,USDT,2024-12-13 06:00:00,99890.0,100092.0,99700.0,99700.0,106474,48472,58002,483.54224,48315638.8863149,178.33602,17820047.6736953,305.20622,30495591.2126196
binance,BTC-USDT,BTC,USDT,2024-12-13 07:00:00,99700.0,100225.52,99500.0,100130.0,175189,77254,97935,1277.18261,127607107.915818,546.15943,54618376.2856162,731.02318,72988731.630205
binance,BTC-USDT,BTC,USDT,2024-12-13 08:00:00,100130.0,100361.93,99896.0,100272.0,124159,68484,55675,562.17584,56316996.1869493,305.60455,30618487.8159153,256.57129,25698508.371034
binance,BTC-USDT,BTC,USDT,2024-12-13 09:00:00,100272.0,100340.0,99904.43,100100.0,132961,66472,66489,499.52207,50013642.4381271,201.07452,20134536.8307315,298.44755,29879105.6073956
binance,BTC-USDT,BTC,USDT,2024-12-13 10:00:00,100100.0,100550.0,99913.51,100457.62,130636,73151,57485,520.33241,52161259.5326385,306.94379,30779669.4121824,213.38862,21381590.1204561
binance,BTC-USDT,BTC,USDT,2024-12-13 11:00:00,100457.62,100789.0,100314.19,100353.37,165572,81626,83946,678.01774,68153531.2087958,385.45966,38749795.6865184,292.55808,29403735.5222774
binance,BTC-USDT,BTC,USDT,2024-12-13 12:00:00,100353.37,100470.59,100142.11,100299.85,150630,74674,75956,462.58738,46405012.8195424,216.03747,21672065.8548261,246.54991,24732946.9647163
binance,BTC-USDT,BTC,USDT,2024-12-13 13:00:00,100299.85,100527.91,99936.25,100284.35,214229,97089,117140,605.47063,60655191.7977882,292.98332,29351135.6198895,312.48731,31304056.1778987
binance,BTC-USDT,BTC,USDT,2024-12-13 14:00:00,100284.35,101018.12,100220.92,101018.12,337312,175911,161401,988.71208,99525066.1093974,572.86714,57687985.5198441,415.84494,41837080.5895533
binance,BTC-USDT,BTC,USDT,2024-12-13 15:00:00,101018.12,101375.26,99700.0,99873.16,565812,275559,290253,2338.34375,235584930.116769,1027.0182,103497955.270679,1311.32555,132086974.84663
binance,BTC-USDT,BTC,USDT,2024-12-13 16:00:00,99873.16,101272.73,99800.0,100988.01,575702,299965,275737,1964.84991,197336433.93863,974.31909,97839678.0667737,990.53082,99496755.8709588
binance,BTC-USDT,BTC,USDT,2024-12-13 17:00:00,100988.01,101777.75,100780.01,101737.89,421877,226038,195839,1575.29189,159595326.186165,772.60224,78290401.237393,802.68965,81304924.9488448
binance,BTC-USDT,BTC,USDT,2024-12-13 18:00:00,101737.89,101895.26,101293.14,101495.91,380093,175705,204388,1655.90604,168271831.752453,852.83665,86649725.6669195,803.06939,81622106.0856343
binance,BTC-USDT,BTC,USDT,2024-12-13 19:00:00,101495.91,101617.65,101205.88,101462.34,235043,117631,117412,980.79695,99426570.2443624,523.85832,53098111.7754696,456.93863,46328458.4688928
binance,BTC-USDT,BTC,USDT,2024-12-13 20:00:00,101462.34,101879.98,101227.97,101680.0,274444,133185,141259,1230.46768,125011393.586844,659.80995,67036237.812939,570.65773,57975155.7735966
binance,BTC-USDT,BTC,USDT,2024-12-13 21:00:00,101680.0,101691.46,101250.09,101303.64,151208,57942,93266,699.51818,70951084.6623146,261.94151,26565949.7050946,437.57667,44385134.95722
binance,BTC-USDT,BTC,USDT,2024-12-13 22:00:00,101303.64,101407.99,101090.9,101227.28,122133,52703,69430,406.27702,41131812.7965219,169.79251,17188932.2115158,236.48451,23942880.5850061
binance,BTC-USDT,BTC,USDT,2024-12-13 23:00:00,101227.28,101529.42,101139.88,101424.25,102712,40042,62670,843.63925,85462153.9234849,416.44161,42187051.8150405,427.19764,43275102.1084444
binance,BTC-USDT,BTC,USDT,2024-12-14 00:00:00,101424.25,101519.42,101148.35,101301.07,122426,55767,66659,468.18694,47446351.1022883,208.18438,21097813.108319,260.00256,26348537.9939693
binance,BTC-USDT,BTC,USDT,2024-12-14 01:00:00,101301.07,102650.0,101301.07,102145.28,521229,276367,244862,2528.31652,258295885.286351,1482.1235,151377659.931717,1046.19302,106918225.354013
binance,BTC-USDT,BTC,USDT,2024-12-14 02:00:00,102145.28,102279.43,101668.45,102032.61,248042,135520,112522,698.88108,71241146.636548,341.24506,34781891.5891757,357.63602,36459255.0473723
binance,BTC-USDT,BTC,USDT,2024-12-14 03:00:00,102032.61,102344.0,102022.39,102088.0,115886,58559,57327,406.92709,41576466.1507442,186.866,19091977.1265166,220.06109,22484489.0242276
binance,BTC-USDT,BTC,USDT,2024-12-14 04:00:00,102088.0,102138.0,101590.9,101681.81,162911,75466,87445,636.87362,64835506.0485506,258.62405,26323878.3732091,378.24957,38511627.6753415
binance,BTC-USDT,BTC,USDT,2024-12-14 05:00:00,101681.81,101816.71,101632.0,101722.8,95720,48395,47325,439.71251,44736022.2050854,200.59353,20407781.4644737,239.11898,24328240.7406117
binance,BTC-USDT,BTC,USDT,2024-12-14 06:00:00,101722.8,102000.0,101690.37,101906.05,79010,38344,40666,572.18592,58299725.2075609,277.28692,28258518.3168167,294.899,30041206.8907442
binance,BTC-USDT,BTC,USDT,2024-12-14 07:00:00,101906.05,101923.99,101596.43,101824.0,72396,34593,37803,706.73681,71904320.6507242,371.00159,37743097.5126093,335.73522,34161223.1381149
binance,BTC-USDT,BTC,USDT,2024-12-14 08:00:00,101824.0,101863.64,101578.58,101803.03,66785,31835,34950,319.99027,32557688.4668627,119.63749,12172489.5375654,200.35278,20385198.9292973
binance,BTC-USDT,BTC,USDT,2024-12-14 09:00:00,101803.03,101803.04,101478.05,101551.28,74707,33906,40801,327.22429,33254876.7406585,115.38746,11725299.2255936,211.83683,21529577.5150649
binance,BTC-USDT,BTC,USDT,2024-12-14 10:00:00,101551.28,101602.31,101321.0,101550.58,88108,41325,46783,371.42714,37685949.0717804,170.32838,17284488.3753132,201.09876,20401460.6964672
binance,BTC-USDT,BTC,USDT,2024-12-14 11:00:00,101550.58,101697.5,101464.92,101583.99,62932,30387,32545,227.39658,23103301.9410014,133.00774,13513849.6750788,94.38884,9589452.2659226
binance,BTC-USDT,BTC,USDT,2024-12-14 12:00:00,101583.99,101647.06,101241.26,101297.96,127470,61106,66364,590.74082,59910207.0232692,299.4335,30369696.7948262,291.30732,29540510.228443
binance,BTC-USDT,BTC,USDT,2024-12-14 13:00:00,101297.96,101411.63,100826.38,101170.05,233121,111648,121473,1220.28333,123367805.045037,585.63795,59208943.5191264,634.64538,64158861.5259961
binance,BTC-USDT,BTC,USDT,2024-12-14 14:00:00,101170.05,101536.0,101163.64,101434.3,131845,52531,79314,526.12869,53352869.9485002,252.79822,25636186.2286469,273.33047,27716683.7198533
binance,BTC-USDT,BTC,USDT,2024-12-14 15:00:00,101434.3,101742.43,101342.71,101625.12,108532,53108,55424,400.83121,40720033.1705995,206.2214,20948614.7049583,194.60981,19771418.4656412
binance,BTC-USDT,BTC,USDT,2024-12-14 16:00:00,101625.12,101650.77,101420.01,101650.76,146697,66208,80489,412.87893,41918947.2263586,189.38623,19228060.0740861,223.4927,22690887.1522725
binance,BTC-USDT,BTC,USDT,2024-12-14 17:00:00,101650.76,101737.7,100860.0,100988.0,154942,64714,90228,798.14281,80778796.7907312,277.94087,28141359.3398196,520.20194,52637437.4509116
binance,BTC-USDT,BTC,USDT,2024-12-14 18:00:00,100988.0,101175.75,100831.63,100895.98,206414,95650,110764,659.88076,66641826.7611278,306.92885,31000643.3006058,352.95191,35641183.460522
binance,BTC-USDT,BTC,USDT,2024-12-14 19:00:00,100895.98,101411.77,100872.38,101313.54,141685,71829,69856,442.94587,44807569.8685552,203.19861,20556300.5387429,239.74726,24251269.3298123
binance,BTC-USDT,BTC,USDT,2024-12-14 20:00:00,101313.54,101409.92,100609.41,100760.0,142681,58985,83696,528.13263,53321707.1269673,169.31897,17095931.6224057,358.81366,36225775.5045616
binance,BTC-USDT,BTC,USDT,2024-12-14 21:00:00,100760.0,101187.03,100760.0,101074.68,130683,62582,68101,300.55759,30374899.5075099,138.5182,13996726.6358903,162.03939,16378172.8716196
binance,BTC-USDT,BTC,USDT,2024-12-14 22:00:00,101074.68,101259.25,100895.53,101117.63,66548,30218,36330,292.13848,29533857.1433818,122.70645,12405176.2656431,169.43203,17128680.8777387
binance,BTC-USDT,BTC,USDT,2024-12-14 23:00:00,101117.63,101499.08,101045.45,101420.0,73768,41738,32030,315.18337,31928607.9255986,173.87141,17615470.8771921,141.31196,14313137.0484065
binance,BTC-USDT,BTC,USDT,2024-12-15 00:00:00,101420.0,101558.83,101237.14,101442.42,90291,47290,43001,313.78863,31821967.9625463,172.45487,17489486.0695279,141.33376,14332481.8930184
binance,BTC-USDT,BTC,USDT,2024-12-15 01:00:00,101442.42,102196.97,101424.01,102134.48,169708,111302,58406,1458.80477,148552826.736403,1158.89112,118011852.729538,299.91365,30540974.0068758
binance,BTC-USDT,BTC,USDT,2024-12-15 02:00:00,102134.48,102155.28,101775.88,101831.15,109789,55935,53854,728.33298,74248268.618911,490.38163,49992151.9844582,237.95135,24256116.6344528
binance,BTC-USDT,BTC,USDT,2024-12-15 03:00:00,101831.15,101931.73,101722.31,101733.82,80811,39638,41173,216.32352,22025179.8335228,93.6409,9534840.248791,122.68262,12490339.5847318
binance,BTC-USDT,BTC,USDT,2024-12-15 04:00:00,101733.82,102850.0,101733.82,102366.17,263775,149859,113916,1788.48948,183308143.986879,1062.94569,108913010.314455,725.54379,74395133.6721672
binance,BTC-USDT,BTC,USDT,2024-12-15 05:00:00,102366.17,102511.81,102107.92,102159.29,118362,62269,56093,485.39491,49677047.039317,243.185,24891281.31949,242.20991,24785765.719827
binance,BTC-USDT,BTC,USDT,2024-12-15 06:00:00,102159.29,102169.9,101759.8,101759.8,84868,36842,48026,417.41142,42570715.4783254,174.13162,17759581.5032023,243.2798,24811133.9751231
binance,BTC-USDT,BTC,USDT,2024-12-15 07:00:00,101759.8,101941.18,101534.01,101732.09,131861,58385,73476,399.71077,40664507.814314,184.07153,18729164.435385,215.63924,21935343.378929
binance,BTC-USDT,BTC,USDT,2024-12-15 08:00:00,101732.09,102015.16,101581.07,102015.15,106043,59900,46143,434.85636,44273021.2499873,220.75894,22480108.5583376,214.09742,21792912.6916497
binance,BTC-USDT,BTC,USDT,2024-12-15 09:00:00,102015.15,102270.95,101919.6,102264.34,95630,48464,47166,361.99787,36962634.7736011,199.75797,20397599.973968,162.2399,16565034.7996331
binance,BTC-USDT,BTC,USDT,2024-12-15 10:00:00,102264.34,102450.22,102147.58,102280.0,85248,41376,43872,390.62989,39959802.2053569,205.88647,21061899.5567329,184.74342,18897902.648624
binance,BTC-USDT,BTC,USDT,2024-12-15 11:00:00,102280.0,102691.01,102228.01,102671.44,92966,49645,43321,613.11003,62839380.0108367,359.24093,36818474.2646924,253.8691,26020905.7461443
