market,instrument,base_asset,quote_asset,time,open,high,low,close,total_trades,total_trades_buy,total_trades_sell,volume,quote_volume,volume_buy,quote_volume_buy,volume_sell,quote_volume_sell
binance,BTC-USDT,BTC,USDT,2024-11-29 01:00:00,95476.01,95970.56,95407.2,95920.0,152723,84152,68571,542.26396,51875616.296795,287.98853,27552797.2538624,254.27543,24322819.0429326
binance,BTC-USDT,BTC,USDT,2024-11-29 02:00:00,95920.0,96859.0,95903.93,96739.98,221966,128306,93660,1265.34857,122071261.499259,754.30899,72762270.5394937,511.03958,49308990.9603573
binance,BTC-USDT,BTC,USDT,2024-11-29 03:00:00,96739.98,96812.24,96436.51,96590.36,134172,58242,75930,757.51091,73191849.9604761,303.72758,29345370.050235,453.78333,43846479.9102411
binance,BTC-USDT,BTC,USDT,2024-11-29 04:00:00,96590.36,96630.09,96236.99,96263.83,88708,39362,49346,589.10252,56787218.2854155,252.99901,24383275.3485873,336.10351,32403942.9368282
binance,BTC-USDT,BTC,USDT,2024-11-29 05:00:00,96263.83,96540.71,96153.85,96153.86,79394,36473,42921,515.37368,49662402.2201852,217.80245,20988608.6730612,297.57123,28673793.547124
binance,BTC-USDT,BTC,USDT,2024-11-29 06:00:00,96153.86,96358.0,95997.85,96266.19,130124,62027,68097,626.0859,60213173.9555719,307.28807,29554554.1864098,318.79783,30658619.7691621
binance,BTC-USDT,BTC,USDT,2024-11-29 07:00:00,96266.19,96416.34,95600.03,95625.05,152154,53298,98856,1186.42089,113806150.383696,474.90269,45564181.6418893,711.5182,68241968.7417943
binance,BTC-USDT,BTC,USDT,2024-11-29 08:00:00,95625.05,95998.76,95616.0,95979.99,121033,53990,67043,751.73481,72034539.8686665,431.13188,41311136.0842981,320.60293,30723403.7843684
binance,BTC-USDT,BTC,USDT,2024-11-29 09:00:00,95979.99,96482.61,95870.71,96355.39,136195,73552,62643,851.51172,81929417.7583307,476.06487,45812933.2880405,375.44685,36116484.4702902
binance,BTC-USDT,BTC,USDT,2024-11-29 10:00:00,96355.39,96849.0,96293.61,96844.01,197397,106130,91267,1116.53171,107889528.227865,657.66842,63547360.3402338,458.86329,44342167.8878275
binance,BTC-USDT,BTC,USDT,2024-11-29 11:00:00,96844.01,97358.21,96548.0,97237.91,231360,135774,95586,1444.65653,140105296.897359,893.94795,86707702.4273164,550.70858,53397594.4711151
binance,BTC-USDT,BTC,USDT,2024-11-29 12:00:00,97237.91,97500.0,96876.82,96929.07,276360,145503,130857,1711.23986,166431918.67996,926.14597,90111068.3277394,785.09389,76320850.3520725
binance,BTC-USDT,BTC,USDT,2024-11-29 13:00:00,96929.07,97259.27,96768.0,97223.36,211604,116278,95326,733.98329,71168090.9327794,371.2507,36002419.5357065,362.73259,35165671.3970729
binance,BTC-USDT,BTC,USDT,2024-11-29 14:00:00,97223.36,98052.0,96916.66,98002.01,419225,237217,182008,2591.48375,252877820.497117,1299.96306,126890704.878974,1291.52069,125987115.620164
binance,BTC-USDT,BTC,USDT,2024-11-29 15:00:00,98002.01,98619.99,97685.46,98019.47,526436,250943,275493,3820.86943,375263002.789921,1902.47851,186875533.553929,1918.39092,188387469.235606
binance,BTC-USDT,BTC,USDT,2024-11-29 16:00:00,98019.47,98440.0,97700.0,97779.99,344219,159276,184943,1997.13465,195825628.983964,907.39671,88980827.0604419,1089.73794,106844801.923185
binance,BTC-USDT,BTC,USDT,2024-11-29 17:00:00,97779.99,97810.0,96952.0,96968.29,388111,175047,213064,2113.02564,205579620.340818,799.08766,77725293.3342121,1313.93798,127854327.00821
binance,BTC-USDT,BTC,USDT,2024-11-29 18:00:00,96968.29,97359.36,96853.82,97175.99,403856,108679,295177,998.21089,96982507.094445,514.27737,49967998.9488304,483.93352,47014508.1456146
binance,BTC-USDT,BTC,USDT,2024-11-29 19:00:00,97175.99,97481.77,96879.53,97329.73,177994,86022,91972,884.98604,86017112.7787888,420.79128,40907981.3587429,464.19476,45109131.4200459
binance,BTC-USDT,BTC,USDT,2024-11-29 20:00:00,97329.73,97624.62,97200.0,97307.98,133883,72390,61493,724.47274,70556000.8039311,394.09823,38380703.6068657,330.37451,32175297.1970654
binance,BTC-USDT,BTC,USDT,2024-11-29 21:00:00,97307.98,97428.0,96981.01,97386.07,131637,58600,73037,502.29134,48844798.9879656,236.23578,22972525.0983769,266.05556,25872273.8895887
