market,instrument,base_asset,status
kraken,MSOL-EUR,MSOLEUR,ACTIVE
kraken,HFT-EUR,HFTEUR,ACTIVE
kraken,ASTR-EUR,ASTREUR,ACTIVE
kraken,FARTCOIN-USD,FARTCOINUSD,ACTIVE
kraken,UNI-ETH,UNIETH,ACTIVE
kraken,BCH-AUD,BCHAUD,ACTIVE
kraken,FXS-USD,FXSUSD,ACTIVE
kraken,AVAX-EUR,AVAXEUR,ACTIVE
kraken,POL-EUR,POLEUR,ACTIVE
kraken,HNT-EUR,HNTEUR,ACTIVE
kraken,ZRO-USD,ZROUSD,ACTIVE
kraken,EURR-EUR,EURREUR,ACTIVE
kraken,MANA-USDC,MANAUSDC,ACTIVE
kraken,TRAC-USD,TRACUSD,ACTIVE
kraken,ENJ-USD,ENJUSD,ACTIVE
kraken,STG-USD,STGUSD,ACTIVE
kraken,FIL-USD,FILUSD,ACTIVE
kraken,ZEUS-EUR,ZEUSEUR,ACTIVE
kraken,YFI-USD,YFIUSD,ACTIVE
kraken,GRT-GBP,GRTGBP,ACTIVE
kraken,SIGMA-USD,SIGMAUSD,ACTIVE
kraken,FARTCOIN-USDT,FARTCOINUSDT,ACTIVE
kraken,XTZ-USDT,XTZUSDT,ACTIVE
kraken,SKY-USD,SKYUSD,ACTIVE
kraken,BTC-PYUSD,XBTPYUSD,ACTIVE
kraken,PEPE-GBP,PEPEGBP,ACTIVE
kraken,ENA-EUR,ENAEUR,ACTIVE
kraken,CRO-USD,CROUSD,ACTIVE
kraken,XRP-GBP,XRPGBP,ACTIVE
kraken,MATIC-USDC,MATICUSDC,ACTIVE
kraken,POL-USD,POLUSD,ACTIVE
kraken,POND-USD,PONDUSD,ACTIVE
kraken,VELOD-USD,VELODROMEUSD,ACTIVE
kraken,ETH-GBP,XETHZGBP,ACTIVE
kraken,NOS-USD,NOSUSD,ACTIVE
kraken,ETH-CAD,XETHZCAD,ACTIVE
kraken,MV-USD,MVUSD,ACTIVE
kraken,AI16Z-USDC,AI16ZUSDC,ACTIVE
kraken,LIT-USD,LITUSD,ACTIVE
kraken,FORTH-USD,FORTHUSD,ACTIVE
kraken,ETHW-USD,ETHWUSD,ACTIVE
kraken,LQTY-EUR,LQTYEUR,ACTIVE
kraken,PAXG-EUR,PAXGEUR,ACTIVE
kraken,NYM-EUR,NYMEUR,ACTIVE
kraken,HDX-EUR,HDXEUR,ACTIVE
kraken,XMR-EUR,XXMRZEUR,ACTIVE
kraken,KAITO-EUR,KAITOEUR,ACTIVE
kraken,LTC-USDC,LTCUSDC,ACTIVE
kraken,BOBA-EUR,BOBAEUR,ACTIVE
kraken,FET-USD,FETUSD,ACTIVE
kraken,KUJI-EUR,KUJIEUR,ACTIVE
kraken,OSMO-USD,OSMOUSD,ACTIVE
kraken,GBP-EUR,EURGBP,ACTIVE
kraken,SAGA-EUR,SAGAEUR,ACTIVE
kraken,ETHFI-USD,ETHFIUSD,ACTIVE
kraken,DYM-EUR,DYMEUR,ACTIVE
kraken,SUI-EUR,SUIEUR,ACTIVE
kraken,XMR-USDC,XMRUSDC,ACTIVE
kraken,PUFFER-EUR,PUFFEREUR,ACTIVE
kraken,EWT-EUR,EWTEUR,ACTIVE
kraken,TON-USDC,TONUSDC,ACTIVE
kraken,COMP-BTC,COMPXBT,ACTIVE
kraken,FWOG-USD,FWOGUSD,ACTIVE
kraken,CVX-EUR,CVXEUR,ACTIVE
kraken,DOGE-BTC,XXDGXXBT,ACTIVE
kraken,VVV-EUR,VVVEUR,ACTIVE
kraken,ACT-USD,ACTUSD,ACTIVE
kraken,NOT-USD,NOTUSD,ACTIVE
kraken,GARI-EUR,GARIEUR,ACTIVE
kraken,COMP-USD,COMPUSD,ACTIVE
kraken,USDT-EUR,USDTEUR,ACTIVE
kraken,ETC-ETH,XETCXETH,ACTIVE
kraken,JAILSTOOL-EUR,JAILSTOOLEUR,ACTIVE
kraken,ATOM-USDC,ATOMUSDC,ACTIVE
kraken,APU-EUR,APUEUR,ACTIVE
kraken,WELL-EUR,WELLEUR,ACTIVE
kraken,VVV-USD,VVVUSD,ACTIVE
kraken,BIO-USD,BIOUSD,ACTIVE
kraken,FLOKI-USD,FLOKIUSD,ACTIVE
kraken,KAITO-USD,KAITOUSD,ACTIVE
kraken,ETC-EUR,XETCZEUR,ACTIVE
kraken,KAS-EUR,KASEUR,ACTIVE
kraken,SNX-EUR,SNXEUR,ACTIVE
kraken,OMG-USD,OMGUSD,ACTIVE
kraken,TRX-ETH,TRXETH,ACTIVE
kraken,DOT-USDT,DOTUSDT,ACTIVE
kraken,BLZ-EUR,BLZEUR,ACTIVE
kraken,SHIB-USD,SHIBUSD,ACTIVE
kraken,SWARMS-USD,SWARMSUSD,ACTIVE
kraken,CYBER-EUR,CYBEREUR,ACTIVE
kraken,HFT-USD,HFTUSD,ACTIVE
kraken,BAL-EUR,BALEUR,ACTIVE
kraken,UMA-EUR,UMAEUR,ACTIVE
kraken,ARB-EUR,ARBEUR,ACTIVE
kraken,STRK-USD,STRKUSD,ACTIVE
kraken,MEME-USD,MEMEUSD,ACTIVE
kraken,YGG-USD,YGGUSD,ACTIVE
kraken,MEW-USD,MEWUSD,ACTIVE
kraken,CLV-EUR,CLVEUR,ACTIVE
kraken,GAL-USD,GALUSD,ACTIVE
kraken,DRV-EUR,DRVEUR,ACTIVE
kraken,RAD-USD,RADUSD,ACTIVE
kraken,GSTSOL-EUR,GSTEUR,ACTIVE
kraken,WOO-USD,WOOUSD,ACTIVE
kraken,MOVE-EUR,MOVEEUR,ACTIVE
kraken,DOT-USD,DOTUSD,ACTIVE
kraken,BIT-USD,BITUSD,ACTIVE
kraken,MELANIA-USDC,MELANIAUSDC,ACTIVE
kraken,KEY-USD,KEYUSD,ACTIVE
kraken,ARKM-EUR,ARKMEUR,ACTIVE
kraken,HDX-USD,HDXUSD,ACTIVE
kraken,FARTCOIN-EUR,FARTCOINEUR,ACTIVE
kraken,POND-EUR,PONDEUR,ACTIVE
kraken,WEN-USD,WENUSD,ACTIVE
kraken,ICP-EUR,ICPEUR,ACTIVE
kraken,MICHI-EUR,MICHIEUR,ACTIVE
kraken,SBR-USD,SBRUSD,ACTIVE
kraken,ATLAS-EUR,ATLASEUR,ACTIVE
kraken,USUAL-EUR,USUALEUR,ACTIVE
kraken,SAND-USD,SANDUSD,ACTIVE
kraken,BNT-EUR,BNTEUR,ACTIVE
kraken,ATH-USD,ATHUSD,ACTIVE
kraken,DOGE-AUD,XDGAUD,ACTIVE
kraken,ZK-EUR,ZKEUR,ACTIVE
kraken,GRT-EUR,GRTEUR,ACTIVE
kraken,GMX-USD,GMXUSD,ACTIVE
kraken,AIR-EUR,AIREUR,ACTIVE
kraken,PUFFER-USD,PUFFERUSD,ACTIVE
kraken,RENDER-USD,RENDERUSD,ACTIVE
kraken,LIT-EUR,LITEUR,ACTIVE
kraken,SUI-GBP,SUIGBP,ACTIVE
kraken,ALGO-USDC,ALGOUSDC,ACTIVE
kraken,AKT-EUR,AKTEUR,ACTIVE
kraken,AGLD-USD,AGLDUSD,ACTIVE
kraken,TURBO-USD,TURBOUSD,ACTIVE
kraken,PAXG-BTC,PAXGXBT,ACTIVE
kraken,MELANIA-USDT,MELANIAUSDT,ACTIVE
kraken,STG-EUR,STGEUR,ACTIVE
kraken,EIGEN-USD,EIGENUSD,ACTIVE
kraken,ATOM-GBP,ATOMGBP,ACTIVE
kraken,LDO-USD,LDOUSD,ACTIVE
kraken,USDR-USDC,USDRUSDC,ACTIVE
kraken,BIO-EUR,BIOEUR,ACTIVE
kraken,GRIFFAIN-EUR,GRIFFAINEUR,ACTIVE
kraken,DBR-EUR,DBREUR,ACTIVE
kraken,STORJ-USD,STORJUSD,ACTIVE
kraken,ZEX-EUR,ZEXEUR,ACTIVE
kraken,JTO-EUR,JTOEUR,ACTIVE
kraken,MSOL-USD,MSOLUSD,ACTIVE
kraken,USDR-USDT,USDRUSDT,ACTIVE
kraken,APE-EUR,APEEUR,ACTIVE
kraken,USDR-USD,USDRUSD,ACTIVE
kraken,OSMO-EUR,OSMOEUR,ACTIVE
kraken,MLN-USD,XMLNZUSD,ACTIVE
kraken,TOKEN-EUR,TOKENEUR,ACTIVE
kraken,XRT-USD,XRTUSD,ACTIVE
kraken,TIA-USD,TIAUSD,ACTIVE
kraken,MKR-USD,MKRUSD,ACTIVE
kraken,ADA-GBP,ADAGBP,ACTIVE
kraken,PONKE-USD,PONKEUSD,ACTIVE
kraken,XMR-USDT,XMRUSDT,ACTIVE
kraken,RPL-EUR,RPLEUR,ACTIVE
kraken,ETHFI-EUR,ETHFIEUR,ACTIVE
kraken,ENA-USD,ENAUSD,ACTIVE
kraken,OGN-USD,OGNUSD,ACTIVE
kraken,GALA-USD,GALAUSD,ACTIVE
kraken,MIR-USD,MIRUSD,ACTIVE
kraken,SUNDOG-EUR,SUNDOGEUR,ACTIVE
kraken,MINA-GBP,MINAGBP,ACTIVE
kraken,TON-EUR,TONEUR,ACTIVE
kraken,APT-USD,APTUSD,ACTIVE
kraken,WBTC-USD,WBTCUSD,ACTIVE
kraken,POLS-USD,POLSUSD,ACTIVE
kraken,LTC-GBP,LTCGBP,ACTIVE
kraken,ANKR-BTC,ANKRXBT,ACTIVE
kraken,EIGEN-EUR,EIGENEUR,ACTIVE
kraken,SC-USD,SCUSD,ACTIVE
kraken,SAND-EUR,SANDEUR,ACTIVE
kraken,FLR-EUR,FLREUR,ACTIVE
kraken,MORPHO-EUR,MORPHOEUR,ACTIVE
kraken,BIGTIME-USD,BIGTIMEUSD,ACTIVE
kraken,WELL-USD,WELLUSD,ACTIVE
kraken,PEPE-USD,PEPEUSD,ACTIVE
kraken,ETH-PYUSD,ETHPYUSD,ACTIVE
kraken,CELR-EUR,CELREUR,ACTIVE
kraken,MATIC-USD,MATICUSD,ACTIVE
kraken,EURQ-EUR,EURQEUR,ACTIVE
kraken,REQ-USD,REQUSD,ACTIVE
kraken,USDT-JPY,USDTJPY,ACTIVE
kraken,MOON-EUR,MOONEUR,ACTIVE
kraken,PERP-USD,PERPUSD,ACTIVE
kraken,AIXBT-USD,AIXBTUSD,ACTIVE
kraken,JUNO-EUR,JUNOEUR,ACTIVE
kraken,MOODENG-EUR,MOODENGEUR,ACTIVE
kraken,XCN-USD,XCNUSD,ACTIVE
kraken,VIRTUAL-USDT,VIRTUALUSDT,ACTIVE
kraken,ETH-BTC,XETHXXBT,ACTIVE
kraken,SHIB-EUR,SHIBEUR,ACTIVE
kraken,CRO-USDT,CROUSDT,ACTIVE
kraken,1INCH-USD,1INCHUSD,ACTIVE
kraken,MEW-EUR,MEWEUR,ACTIVE
kraken,USDT-USD,USDTZUSD,ACTIVE
kraken,REN-EUR,RENEUR,ACTIVE
kraken,CHZ-USD,CHZUSD,ACTIVE
kraken,GNO-USD,GNOUSD,ACTIVE
kraken,DOT-ETH,DOTETH,ACTIVE
kraken,AI16Z-EUR,AI16ZEUR,ACTIVE
kraken,SAMO-EUR,SAMOEUR,ACTIVE
kraken,PENDLE-EUR,PENDLEEUR,ACTIVE
kraken,LDO-EUR,LDOEUR,ACTIVE
kraken,SWARMS-EUR,SWARMSEUR,ACTIVE
kraken,EURQ-USD,EURQUSD,ACTIVE
kraken,MINA-BTC,MINAXBT,ACTIVE
kraken,GRASS-EUR,GRASSEUR,ACTIVE
kraken,UNFI-USD,UNFIUSD,ACTIVE
kraken,CRO-USDC,CROUSDC,ACTIVE
kraken,BCH-USDC,BCHUSDC,ACTIVE
kraken,FXS-EUR,FXSEUR,ACTIVE
kraken,COW-USD,COWUSD,ACTIVE
kraken,MOON-USD,MOONUSD,ACTIVE
kraken,SAMO-USD,SAMOUSD,ACTIVE
kraken,RSR-EUR,RSREUR,ACTIVE
kraken,NANO-USD,NANOUSD,ACTIVE
kraken,PORTAL-USD,PORTALUSD,ACTIVE
kraken,ARB-USD,ARBUSD,ACTIVE
kraken,PENGU-USDC,PENGUUSDC,ACTIVE
kraken,VELOD-EUR,VELODROMEEUR,ACTIVE
kraken,CAD-EUR,EURCAD,ACTIVE
kraken,CVC-EUR,CVCEUR,ACTIVE
kraken,SOL-USDT,SOLUSDT,ACTIVE
kraken,LTC-ETH,LTCETH,ACTIVE
kraken,SDN-EUR,SDNEUR,ACTIVE
kraken,SYN-EUR,SYNEUR,ACTIVE
kraken,GRASS-USD,GRASSUSD,ACTIVE
kraken,PYTH-USD,PYTHUSD,ACTIVE
kraken,ADA-USDC,ADAUSDC,ACTIVE
kraken,ACX-EUR,ACXEUR,ACTIVE
kraken,DAI-EUR,DAIEUR,ACTIVE
kraken,PEPE-EUR,PEPEEUR,ACTIVE
kraken,CLV-USD,CLVUSD,ACTIVE
kraken,SAND-BTC,SANDXBT,ACTIVE
kraken,POPCAT-GBP,POPCATGBP,ACTIVE
kraken,ACH-USD,ACHUSD,ACTIVE
kraken,CHZ-EUR,CHZEUR,ACTIVE
kraken,GIGA-EUR,GIGAEUR,ACTIVE
kraken,PAXG-USD,PAXGUSD,ACTIVE
kraken,ATOM-BTC,ATOMXBT,ACTIVE
kraken,CYBER-USD,CYBERUSD,ACTIVE
kraken,CHR-USD,CHRUSD,ACTIVE
kraken,AVAX-USDC,AVAXUSDC,ACTIVE
kraken,VANRY-USD,VANRYUSD,ACTIVE
kraken,STRK-EUR,STRKEUR,ACTIVE
kraken,MKR-EUR,MKREUR,ACTIVE
kraken,CRV-EUR,CRVEUR,ACTIVE
kraken,APU-USD,APUUSD,ACTIVE
kraken,GNO-EUR,GNOEUR,ACTIVE
kraken,ACA-USD,ACAUSD,ACTIVE
kraken,JPY-EUR,EURJPY,ACTIVE
kraken,ATOM-USDT,ATOMUSDT,ACTIVE
kraken,ADA-AUD,ADAAUD,ACTIVE
kraken,ALICE-EUR,ALICEEUR,ACTIVE
kraken,VIRTUAL-USD,VIRTUALUSD,ACTIVE
kraken,UNFI-EUR,UNFIEUR,ACTIVE
kraken,GMT-EUR,GMTEUR,ACTIVE
kraken,PRIME-USD,PRIMEUSD,ACTIVE
kraken,ATOM-USD,ATOMUSD,ACTIVE
kraken,BERA-USDC,BERAUSDC,ACTIVE
kraken,RARE-EUR,RAREEUR,ACTIVE
kraken,YFI-EUR,YFIEUR,ACTIVE
kraken,OXY-USD,OXYUSD,ACTIVE
kraken,USDS-EUR,USDSEUR,ACTIVE
kraken,TRAC-EUR,TRACEUR,ACTIVE
kraken,TUSD-USD,TUSDUSD,ACTIVE
kraken,TVK-USD,TVKUSD,ACTIVE
kraken,BONK-EUR,BONKEUR,ACTIVE
kraken,SOL-USD,SOLUSD,ACTIVE
kraken,CLOUD-EUR,CLOUDEUR,ACTIVE
kraken,TEER-USD,TEERUSD,ACTIVE
kraken,ALGO-BTC,ALGOXBT,ACTIVE
kraken,USTC-USD,USTUSD,ACTIVE
kraken,ENS-USD,ENSUSD,ACTIVE
kraken,JUP-USD,JUPUSD,ACTIVE
kraken,JUP-EUR,JUPEUR,ACTIVE
kraken,EUL-EUR,EULEUR,ACTIVE
kraken,BCH-JPY,BCHJPY,ACTIVE
kraken,ALGO-GBP,ALGOGBP,ACTIVE
kraken,GTC-USD,GTCUSD,ACTIVE
kraken,ARPA-EUR,ARPAEUR,ACTIVE
kraken,ENS-EUR,ENSEUR,ACTIVE
kraken,GMX-EUR,GMXEUR,ACTIVE
kraken,LINK-ETH,LINKETH,ACTIVE
kraken,DOGE-CAD,XDGCAD,ACTIVE
kraken,SUSHI-USD,SUSHIUSD,ACTIVE
kraken,ICX-EUR,ICXEUR,ACTIVE
kraken,XLM-USD,XXLMZUSD,ACTIVE
kraken,MULTI-USD,MULTIUSD,ACTIVE
kraken,RAD-EUR,RADEUR,ACTIVE
kraken,NANO-EUR,NANOEUR,ACTIVE
kraken,DYM-USD,DYMUSD,ACTIVE
kraken,KMNO-USD,KMNOUSD,ACTIVE
kraken,ALGO-EUR,ALGOEUR,ACTIVE
kraken,EURT-EUR,EURTEUR,ACTIVE
kraken,LPT-USD,LPTUSD,ACTIVE
kraken,JUNO-USD,JUNOUSD,ACTIVE
kraken,FIDA-EUR,FIDAEUR,ACTIVE
kraken,RSR-USD,RSRUSD,ACTIVE
kraken,MANA-BTC,MANAXBT,ACTIVE
kraken,MATIC-USDT,MATICUSDT,ACTIVE
kraken,FLUX-USD,FLUXUSD,ACTIVE
kraken,SUI-USD,SUIUSD,ACTIVE
kraken,NODL-USD,NODLUSD,ACTIVE
kraken,LCX-EUR,LCXEUR,ACTIVE
kraken,CHF-EUR,EURCHF,ACTIVE
kraken,LRC-EUR,LRCEUR,ACTIVE
kraken,POPCAT-USD,POPCATUSD,ACTIVE
kraken,RLC-USD,RLCUSD,ACTIVE
kraken,ORCA-EUR,ORCAEUR,ACTIVE
kraken,RPL-USD,RPLUSD,ACTIVE
kraken,PRCL-USD,PRCLUSD,ACTIVE
kraken,BEAM-ZUSD,BEAMUSD,ACTIVE
kraken,OMNI-EUR,OMNIEUR,ACTIVE
kraken,GFI-USD,GFIUSD,ACTIVE
kraken,ZETA-USD,ZETAUSD,ACTIVE
kraken,STX-EUR,STXEUR,ACTIVE
kraken,BOND-EUR,BONDEUR,ACTIVE
kraken,EURR-USDC,EURRUSDC,ACTIVE
kraken,ADA-USD,ADAUSD,ACTIVE
kraken,ANLOG-USD,ANLOGUSD,ACTIVE
kraken,AI16Z-USD,AI16ZUSD,ACTIVE
kraken,FLOKI-EUR,FLOKIEUR,ACTIVE
kraken,AIXBT-EUR,AIXBTEUR,ACTIVE
kraken,CPOOL-EUR,CPOOLEUR,ACTIVE
kraken,ALGO-USDT,ALGOUSDT,ACTIVE
kraken,TNSR-USD,TNSRUSD,ACTIVE
kraken,BAL-USD,BALUSD,ACTIVE
kraken,W-USD,WUSD,ACTIVE
kraken,GLMR-EUR,GLMREUR,ACTIVE
kraken,CSM-EUR,CSMEUR,ACTIVE
kraken,LINK-USD,LINKUSD,ACTIVE
kraken,MINA-USD,MINAUSD,ACTIVE
kraken,RUNE-USD,RUNEUSD,ACTIVE
kraken,ZEREBRO-USD,ZEREBROUSD,ACTIVE
kraken,AUCTION-EUR,AUCTIONEUR,ACTIVE
kraken,TREMP-USD,TREMPUSD,ACTIVE
kraken,ATOM-ETH,ATOMETH,ACTIVE
kraken,TRU-USD,TRUUSD,ACTIVE
kraken,PYUSD-USD,PYUSDUSD,ACTIVE
kraken,TOSHI-EUR,TOSHIEUR,ACTIVE
kraken,ME-USD,MEUSD,ACTIVE
kraken,MOVR-USD,MOVRUSD,ACTIVE
kraken,TRUMP-USDC,TRUMPUSDC,ACTIVE
kraken,MOG-EUR,MOGEUR,ACTIVE
kraken,TRUMP-USDT,TRUMPUSDT,ACTIVE
kraken,LTC-JPY,XLTCZJPY,ACTIVE
kraken,L3-USD,L3USD,ACTIVE
kraken,MATIC-GBP,MATICGBP,ACTIVE
kraken,BTC-AUD,XBTAUD,ACTIVE
kraken,ACA-EUR,ACAEUR,ACTIVE
kraken,ATH-EUR,ATHEUR,ACTIVE
kraken,SHIB-USDT,SHIBUSDT,ACTIVE
kraken,OXT-EUR,OXTEUR,ACTIVE
kraken,LINK-BTC,LINKXBT,ACTIVE
kraken,APT-EUR,APTEUR,ACTIVE
kraken,USDT-GBP,USDTGBP,ACTIVE
kraken,CXT-USD,CXTUSD,ACTIVE
kraken,POLIS-USD,POLISUSD,ACTIVE
kraken,KSM-EUR,KSMEUR,ACTIVE
kraken,ZEX-USD,ZEXUSD,ACTIVE
kraken,MC-USD,MCUSD,ACTIVE
kraken,XRP-USDC,XRPUSDC,ACTIVE
kraken,POPCAT-EUR,POPCATEUR,ACTIVE
kraken,OP-EUR,OPEUR,ACTIVE
kraken,ANLOG-EUR,ANLOGEUR,ACTIVE
kraken,LINK-USDC,LINKUSDC,ACTIVE
kraken,STEP-USD,STEPUSD,ACTIVE
kraken,CPOOL-USD,CPOOLUSD,ACTIVE
kraken,LUNC-USD,LUNAUSD,ACTIVE
kraken,BTC-DAI,XBTDAI,ACTIVE
kraken,FIL-BTC,FILXBT,ACTIVE
kraken,AUCTION-USD,AUCTIONUSD,ACTIVE
kraken,PENGU-USD,PENGUUSD,ACTIVE
kraken,WIF-GBP,WIFGBP,ACTIVE
kraken,DRIFT-EUR,DRIFTEUR,ACTIVE
kraken,QTUM-USD,QTUMUSD,ACTIVE
kraken,MKR-BTC,MKRXBT,ACTIVE
kraken,STRD-USD,STRDUSD,ACTIVE
kraken,APE-USDC,APEUSDC,ACTIVE
kraken,ANKR-EUR,ANKREUR,ACTIVE
kraken,BOBA-USD,BOBAUSD,ACTIVE
kraken,BCH-ETH,BCHETH,ACTIVE
kraken,DRIFT-USD,DRIFTUSD,ACTIVE
kraken,DOGE-USDC,XDGUSDC,ACTIVE
kraken,LTC-EUR,XLTCZEUR,ACTIVE
kraken,MC-EUR,MCEUR,ACTIVE
kraken,OP-USD,OPUSD,ACTIVE
kraken,EURR-USD,EURRUSD,ACTIVE
kraken,XTZ-USDC,XTZUSDC,ACTIVE
kraken,ZETA-EUR,ZETAEUR,ACTIVE
kraken,OMNI-USD,OMNIUSD,ACTIVE
kraken,PORTAL-EUR,PORTALEUR,ACTIVE
kraken,W-EUR,WEUR,ACTIVE
kraken,VINE-USD,VINEUSD,ACTIVE
kraken,DOGE-GBP,XDGGBP,ACTIVE
kraken,BONK-USD,BONKUSD,ACTIVE
kraken,MELANIA-EUR,MELANIAEUR,ACTIVE
kraken,FORTH-EUR,FORTHEUR,ACTIVE
kraken,TRU-EUR,TRUEUR,ACTIVE
kraken,EOS-USDC,EOSUSDC,ACTIVE
kraken,NEAR-EUR,NEAREUR,ACTIVE
kraken,LSK-USD,LSKUSD,ACTIVE
kraken,OXT-USD,OXTUSD,ACTIVE
kraken,USDS-USD,USDSUSD,ACTIVE
kraken,CXT-EUR,CXTEUR,ACTIVE
kraken,LTC-AUD,LTCAUD,ACTIVE
kraken,KIN-USD,KINUSD,ACTIVE
kraken,FARM-EUR,FARMEUR,ACTIVE
kraken,USUAL-USD,USUALUSD,ACTIVE
kraken,BIGTIME-EUR,BIGTIMEEUR,ACTIVE
kraken,MNGO-USD,MNGOUSD,ACTIVE
kraken,JTO-USD,JTOUSD,ACTIVE
kraken,PYUSD-EUR,PYUSDEUR,ACTIVE
kraken,MOVE-USD,MOVEUSD,ACTIVE
kraken,OM-USD,OMUSD,ACTIVE
kraken,AAVE-USD,AAVEUSD,ACTIVE
kraken,FWOG-EUR,FWOGEUR,ACTIVE
kraken,CRO-EUR,CROEUR,ACTIVE
kraken,AXS-USD,AXSUSD,ACTIVE
kraken,FLUX-EUR,FLUXEUR,ACTIVE
kraken,TRUMP-EUR,TRUMPEUR,ACTIVE
kraken,MORPHO-USD,MORPHOUSD,ACTIVE
kraken,NOS-EUR,NOSEUR,ACTIVE
kraken,MIR-EUR,MIREUR,ACTIVE
kraken,POLS-EUR,POLSEUR,ACTIVE
kraken,ZRX-BTC,ZRXXBT,ACTIVE
kraken,ROOK-EUR,ROOKEUR,ACTIVE
kraken,STRD-EUR,STRDEUR,ACTIVE
kraken,ALPHA-USD,ALPHAUSD,ACTIVE
kraken,TIA-EUR,TIAEUR,ACTIVE
kraken,NODL-EUR,NODLEUR,ACTIVE
kraken,SOL-USDC,SOLUSDC,ACTIVE
kraken,HNT-USD,HNTUSD,ACTIVE
kraken,SGB-EUR,SGBEUR,ACTIVE
kraken,BADGER-USD,BADGERUSD,ACTIVE
kraken,COMP-EUR,COMPEUR,ACTIVE
kraken,LCX-USD,LCXUSD,ACTIVE
kraken,KAVA-USD,KAVAUSD,ACTIVE
kraken,EUL-USD,EULUSD,ACTIVE
kraken,AAVE-BTC,AAVEXBT,ACTIVE
kraken,ME-EUR,MEEUR,ACTIVE
kraken,ORCA-USD,ORCAUSD,ACTIVE
kraken,MOVR-EUR,MOVREUR,ACTIVE
kraken,DASH-USD,DASHUSD,ACTIVE
kraken,API3-EUR,API3EUR,ACTIVE
kraken,INTR-EUR,INTREUR,ACTIVE
kraken,ICP-USD,ICPUSD,ACTIVE
kraken,MOG-USD,MOGUSD,ACTIVE
kraken,EOS-USD,EOSUSD,ACTIVE
kraken,DOGS-USD,DOGSUSD,ACTIVE
kraken,LUNA-USD,LUNA2USD,ACTIVE
kraken,USDC-CHF,USDCCHF,ACTIVE
kraken,SUPER-EUR,SUPEREUR,ACTIVE
kraken,SPELL-EUR,SPELLEUR,ACTIVE
kraken,TAO-EUR,TAOEUR,ACTIVE
kraken,RARI-USD,RARIUSD,ACTIVE
kraken,AI16Z-USDT,AI16ZUSDT,ACTIVE
kraken,NMR-USD,NMRUSD,ACTIVE
kraken,AEVO-EUR,AEVOEUR,ACTIVE
kraken,ZEREBRO-EUR,ZEREBROEUR,ACTIVE
kraken,BCH-BTC,BCHXBT,ACTIVE
kraken,ZEUS-USD,ZEUSUSD,ACTIVE
kraken,GRT-USD,GRTUSD,ACTIVE
kraken,REP-USD,REPV2USD,ACTIVE
kraken,RAY-USD,RAYUSD,ACTIVE
kraken,ETH-USDT,ETHUSDT,ACTIVE
kraken,FARTCOIN-USDC,FARTCOINUSDC,ACTIVE
kraken,NEIRO-EUR,NEIROEUR,ACTIVE
kraken,GAL-EUR,GALEUR,ACTIVE
kraken,TAO-USD,TAOUSD,ACTIVE
kraken,SRM-USD,SRMUSD,ACTIVE
kraken,SYRUP-USD,SYRUPUSD,ACTIVE
kraken,BAND-EUR,BANDEUR,ACTIVE
kraken,MINA-EUR,MINAEUR,ACTIVE
kraken,AAVE-ETH,AAVEETH,ACTIVE
kraken,REN-USD,RENUSD,ACTIVE
kraken,USTC-USDT,USTUSDT,ACTIVE
kraken,DBR-USD,DBRUSD,ACTIVE
kraken,WEN-EUR,WENEUR,ACTIVE
kraken,BERA-EUR,BERAEUR,ACTIVE
kraken,BAT-USD,BATUSD,ACTIVE
kraken,DOGS-EUR,DOGSEUR,ACTIVE
kraken,STX-USD,STXUSD,ACTIVE
kraken,ASTR-USD,ASTRUSD,ACTIVE
kraken,NEIRO-USD,NEIROUSD,ACTIVE
kraken,SUSHI-EUR,SUSHIEUR,ACTIVE
kraken,APE-USDT,APEUSDT,ACTIVE
kraken,BTC-USD,XXBTZUSD,ACTIVE
kraken,XRP-USD,XXRPZUSD,ACTIVE
kraken,ALT-EUR,ALTEUR,ACTIVE
kraken,LMWR-USD,LMWRUSD,ACTIVE
kraken,CELR-USD,CELRUSD,ACTIVE
kraken,QNT-EUR,QNTEUR,ACTIVE
kraken,HONEY-USD,HONEYUSD,ACTIVE
kraken,BCH-USDT,BCHUSDT,ACTIVE
kraken,APE-USD,APEUSD,ACTIVE
kraken,MATIC-BTC,MATICXBT,ACTIVE
kraken,G-USD,GUSD,ACTIVE
kraken,PYTH-EUR,PYTHEUR,ACTIVE
kraken,PDA-EUR,PDAEUR,ACTIVE
kraken,AEVO-USD,AEVOUSD,ACTIVE
kraken,CQT-USD,CQTUSD,ACTIVE
kraken,LOCKIN-USD,LOCKINUSD,ACTIVE
kraken,KMNO-EUR,KMNOEUR,ACTIVE
kraken,SONIC-USD,SONICUSD,ACTIVE
kraken,ACT-EUR,ACTEUR,ACTIVE
kraken,TREMP-EUR,TREMPEUR,ACTIVE
kraken,T-EUR,TEUR,ACTIVE
kraken,SOL-ETH,SOLETH,ACTIVE
kraken,MANA-USDT,MANAUSDT,ACTIVE
kraken,WAXL-USD,WAXLUSD,ACTIVE
kraken,DRV-USD,DRVUSD,ACTIVE
kraken,USDT-AUD,USDTAUD,ACTIVE
kraken,PRCL-EUR,PRCLEUR,ACTIVE
kraken,SKY-EUR,SKYEUR,ACTIVE
kraken,ETH-USDC,ETHUSDC,ACTIVE
kraken,WAXL-EUR,WAXLEUR,ACTIVE
kraken,KEEP-USD,KEEPUSD,ACTIVE
