instrument,time,open,high,low,close,volume,quote_volume
BTC-USDT,2025-02-02 14:00:00,98795.88,99441.65,98705.88,99225.54,1160.21321287,115115596.29066812
BTC-USDT,2025-02-02 15:00:00,99205.08,99406.49,98720.55,99391.79,909.8780460500001,90156831.72164728
BTC-USDT,2025-02-02 16:00:00,99346.87,99391.79,98075.02,98345.73,1460.87682128,144207979.5602012
BTC-USDT,2025-02-02 17:00:00,98264.0,98580.38,97011.04,97162.49,3258.18640884,318598137.71568805
BTC-USDT,2025-02-02 18:00:00,97228.85,97931.65,96821.54,97072.77,2873.21264382,279518267.0640666
BTC-USDT,2025-02-02 19:00:00,97087.92,98710.76,96842.33,98242.81,2217.17379711,216688667.74767968
BTC-USDT,2025-02-02 20:00:00,98273.16,98628.74,97649.55,97821.1,993.8691974000001,97589890.91113691
BTC-USDT,2025-02-02 21:00:00,97798.0,97977.02,96573.25,97016.2,1639.15105002,159203552.00301552
BTC-USDT,2025-02-02 22:00:00,97020.54,98063.29,96150.0,97987.02,2175.97953255,211280452.40184188
BTC-USDT,2025-02-02 23:00:00,97994.46,97999.08,96538.45,97698.28,2794.8587124700002,271991826.6024857
BTC-USDT,2025-02-03 00:00:00,97700.59,97782.79,95500.0,96539.43,5091.338241349999,491733946.56858754
BTC-USDT,2025-02-03 01:00:00,96511.33,96945.03,91951.52,93367.57,10635.881169299999,1001881766.2449012
BTC-USDT,2025-02-03 02:00:00,93435.82,94980.0,91118.94,93540.02,10714.301400190001,1002127219.1672237
BTC-USDT,2025-02-03 03:00:00,93566.01,94693.17,93426.49,94052.74,3664.81853577,345209284.37302065
BTC-USDT,2025-02-03 04:00:00,94038.74,94490.72,92646.36,92755.07,2515.11311135,235057169.73528627
BTC-USDT,2025-02-03 05:00:00,92786.53,94273.84,92755.07,94223.18,1751.81835631,163679497.17427015
BTC-USDT,2025-02-03 06:00:00,94216.0,94627.14,93657.33,93906.21,1769.57213133,166568165.1131566
BTC-USDT,2025-02-03 07:00:00,93911.04,95432.94,93846.32,95325.79,1952.3955939799998,184788513.57322234
BTC-USDT,2025-02-03 08:00:00,95333.01,95634.39,94850.85,95337.42,1913.33220606,182205138.31296405
BTC-USDT,2025-02-03 09:00:00,95340.0,95950.68,95222.03,95295.59,2167.34081752,207302438.04310134
BTC-USDT,2025-02-03 10:00:00,95277.0,95734.79,94799.29,95692.53,1333.8211874200001,126936101.71336152
BTC-USDT,2025-02-03 11:00:00,95702.67,95722.26,94953.6,95128.1,1072.9592567,102245518.26483233
BTC-USDT,2025-02-03 12:00:00,95107.89,95638.83,94757.22,94773.16,1532.22147029,145843984.85904083
BTC-USDT,2025-02-03 13:00:00,94764.01,95415.88,94367.92,94693.1,1704.15472293,161666169.04480812
BTC-USDT,2025-02-03 14:00:00,94664.51,96705.13,94131.14,96614.01,4530.21031125,433115615.13345647
BTC-USDT,2025-02-03 15:00:00,96589.5,99517.64,96152.67,98862.65,6569.06349197,643944472.4422376
BTC-USDT,2025-02-03 16:00:00,98842.0,99056.61,98164.0,98542.48,2931.13208025,289119432.1005297
BTC-USDT,2025-02-03 17:00:00,98543.08,99313.09,98024.34,99219.8,2583.64668187,254751411.7565425
BTC-USDT,2025-02-03 18:00:00,99206.38,99948.28,98941.17,99837.64,2031.8695281999999,202169118.63729137
BTC-USDT,2025-02-03 19:00:00,99816.05,101895.09,99566.69,101895.09,3134.10842001,315861458.68895406
BTC-USDT,2025-02-03 20:00:00,101880.0,101967.23,100980.0,101097.07,2894.69221794,293976984.1266281
BTC-USDT,2025-02-03 21:00:00,101083.0,101999.99,100918.0,101834.42,1265.7355677399999,128381754.10942651
BTC-USDT,2025-02-03 22:00:00,101802.55,102500.01,101479.14,101696.91,1723.1378151699998,175683192.43725917
BTC-USDT,2025-02-03 23:00:00,101695.62,101847.64,101270.49,101350.46,946.96549021,96150389.11531097
BTC-USDT,2025-02-04 00:00:00,101328.52,101677.65,100985.09,101081.72,1009.96298916,102386290.88559484
BTC-USDT,2025-02-04 01:00:00,101058.01,101732.31,100743.33,101393.22,1249.94778535,126490648.5790589
BTC-USDT,2025-02-04 02:00:00,101382.68,101435.66,100804.54,100851.47,767.2057230199999,77579124.76567373
BTC-USDT,2025-02-04 03:00:00,100839.99,101045.08,100534.03,100629.09,843.0141637,84931045.00258297
BTC-USDT,2025-02-04 04:00:00,100629.7,100781.84,100009.97,100081.17,1391.56678635,139560843.6138584
BTC-USDT,2025-02-04 05:00:00,100053.12,100120.0,98229.82,98892.26,3319.27537488,328234965.01840377
BTC-USDT,2025-02-04 06:00:00,98865.99,99673.6,98838.28,99361.05,1449.1850995500001,143905748.83180752
BTC-USDT,2025-02-04 07:00:00,99367.58,99481.25,98316.27,98441.68,1399.50549815,138364066.49130756
BTC-USDT,2025-02-04 08:00:00,98448.02,98730.8,97857.63,98275.11,1763.46847462,173290007.47629422
BTC-USDT,2025-02-04 09:00:00,98304.34,98819.12,98259.78,98348.56,998.29180029,98396279.83474082
BTC-USDT,2025-02-04 10:00:00,98338.23,98981.41,98338.22,98807.65,829.6386228700001,81888350.96145047
BTC-USDT,2025-02-04 11:00:00,98779.91,99445.17,98742.47,98985.4,986.29557728,97837119.04606812
BTC-USDT,2025-02-04 12:00:00,98967.7,99799.48,98967.7,99391.21,1103.64319871,109658623.86949639
BTC-USDT,2025-02-04 13:00:00,99362.04,99560.36,98958.9,99019.77,1234.8201818799998,122688703.67960517
BTC-USDT,2025-02-04 14:00:00,99007.22,100417.33,98561.48,99942.76,3050.41601054,303884127.720581
BTC-USDT,2025-02-04 15:00:00,99984.72,100254.81,98275.98,99330.17,3128.92679957,310410809.52440965
BTC-USDT,2025-02-04 16:00:00,99347.19,99949.5,99028.46,99067.66,1446.71990468,143876720.63532296
BTC-USDT,2025-02-04 17:00:00,99043.48,99635.63,98829.64,99168.4,1604.96492147,159103577.01530254
BTC-USDT,2025-02-04 18:00:00,99168.35,99591.22,98778.58,99438.65,910.0433306,90299236.958269
BTC-USDT,2025-02-04 19:00:00,99415.2,100808.17,98782.6,98880.17,2739.5933949600003,273613343.54662967
BTC-USDT,2025-02-04 20:00:00,98859.77,99463.09,97965.43,98626.55,3473.3539151299997,342693105.2798753
BTC-USDT,2025-02-04 21:00:00,98652.18,98673.86,96422.0,96512.48,3019.7853364899997,293972271.35020447
BTC-USDT,2025-02-04 22:00:00,96514.47,97967.4,96143.46,97694.57,2091.70607643,202580980.50555083
BTC-USDT,2025-02-04 23:00:00,97691.2,98224.97,97473.32,97810.3,1019.9100043,99736106.22781725
BTC-USDT,2025-02-05 00:00:00,97763.13,98402.91,97711.7,98296.37,775.93745762,76095836.48278171
BTC-USDT,2025-02-05 01:00:00,98274.01,98941.65,97662.18,97816.02,1286.38348581,126475283.0396665
BTC-USDT,2025-02-05 02:00:00,97849.82,98209.41,97131.43,98004.73,1377.1123394,134455995.2950896
BTC-USDT,2025-02-05 03:00:00,97993.99,98324.16,97771.82,98062.83,664.55611268,65143971.8114135
BTC-USDT,2025-02-05 04:00:00,98040.0,98340.71,97912.72,98048.59,639.60112199,62747810.79902266
BTC-USDT,2025-02-05 05:00:00,98046.0,98336.86,97681.53,98155.99,797.2336026999999,78133657.74328256
BTC-USDT,2025-02-05 06:00:00,98138.4,98237.35,97544.32,97672.38,932.03844676,91168745.11560044
BTC-USDT,2025-02-05 07:00:00,97652.0,97984.53,97352.77,97880.94,935.9620586699999,91350366.0053039
BTC-USDT,2025-02-05 08:00:00,97864.43,98058.63,97572.0,97639.93,552.26987612,53999970.923665605
BTC-USDT,2025-02-05 09:00:00,97634.24,97971.94,97257.05,97418.94,817.559403,79782596.02189946
BTC-USDT,2025-02-05 10:00:00,97405.61,98049.37,97348.3,97746.99,932.36355708,91178447.9246834
BTC-USDT,2025-02-05 11:00:00,97734.96,98256.0,97708.0,98225.75,922.14541978,90402411.30443564
BTC-USDT,2025-02-05 12:00:00,98198.0,98716.89,97992.0,98085.8,1303.31111853,128227866.3355765
BTC-USDT,2025-02-05 13:00:00,98057.61,98697.03,97941.6,98573.73,815.83192409,80211048.49792553
BTC-USDT,2025-02-05 14:00:00,98570.01,99181.47,98121.81,98304.8,1413.6098425700002,139491463.52054867
BTC-USDT,2025-02-05 15:00:00,98292.27,98578.07,97734.69,98131.97,1722.0308235500002,168955008.6927335
BTC-USDT,2025-02-05 16:00:00,98116.24,98309.34,97326.99,98000.93,1353.67789619,132381867.27423829
BTC-USDT,2025-02-05 17:00:00,97974.01,98272.18,97349.98,97588.1,1067.06641334,104208529.55981138
BTC-USDT,2025-02-05 18:00:00,97550.74,97700.0,96516.55,96717.05,1438.54258109,139619876.581887
BTC-USDT,2025-02-05 19:00:00,96723.66,97528.35,96498.33,97383.45,1062.53715125,103115722.84355563
BTC-USDT,2025-02-05 20:00:00,97370.0,97728.83,96870.39,97319.36,1316.13172895,128245059.13637386
BTC-USDT,2025-02-05 21:00:00,97323.39,97550.68,96769.23,96961.68,1245.81024022,121125458.90089966
BTC-USDT,2025-02-05 22:00:00,96904.11,97054.45,96241.12,96486.62,2453.54803588,237055191.90996233
BTC-USDT,2025-02-05 23:00:00,96445.63,96869.96,96155.0,96599.91,900.77901723,86921001.41055264
BTC-USDT,2025-02-06 00:00:00,96612.43,96999.26,96430.78,96828.86,1015.67675033,98288084.75017612
BTC-USDT,2025-02-06 01:00:00,96826.96,97234.5,96639.65,97149.88,643.5165634499999,62447004.05352103
BTC-USDT,2025-02-06 02:00:00,97159.68,97458.02,97103.47,97370.3,528.20329774,51383843.34296389
BTC-USDT,2025-02-06 03:00:00,97364.08,97508.09,97073.36,97359.78,445.24927304,43314366.36877616
BTC-USDT,2025-02-06 04:00:00,97355.67,97861.36,97273.71,97630.11,467.33661139000003,45610098.579859525
BTC-USDT,2025-02-06 05:00:00,97617.01,97899.77,97600.0,97842.93,405.28719263,39603910.60572887
BTC-USDT,2025-02-06 06:00:00,97831.47,98457.46,97704.0,98394.01,722.36334539,70889677.20968491
BTC-USDT,2025-02-06 07:00:00,98386.89,98397.68,98012.73,98198.41,588.8007135099999,57800063.468621135
BTC-USDT,2025-02-06 08:00:00,98195.61,98321.84,97910.01,98153.18,427.77990832,41971228.60690888
BTC-USDT,2025-02-06 09:00:00,98128.43,98743.19,98110.7,98629.63,759.6976583300001,74861824.84247848
BTC-USDT,2025-02-06 10:00:00,98614.41,99052.18,98614.4,99027.48,821.04628269,81142641.14548886
BTC-USDT,2025-02-06 11:00:00,99013.3,99128.91,98405.0,98875.17,795.0365053300001,78540917.87465161
BTC-USDT,2025-02-06 12:00:00,98877.99,99040.41,98283.45,98359.55,866.27116758,85416407.70250708
BTC-USDT,2025-02-06 13:00:00,98346.09,98800.0,98166.7,98617.58,917.74445586,90367657.53418724
BTC-USDT,2025-02-06 14:00:00,98604.5,98924.09,97795.76,97839.15,1894.76877887,186244920.9577501
BTC-USDT,2025-02-06 15:00:00,97835.98,98077.61,96930.17,97347.69,2580.27094987,251409748.97319594
BTC-USDT,2025-02-06 16:00:00,97333.09,97554.29,96359.43,96575.06,1736.45283201,168319473.54518664
BTC-USDT,2025-02-06 17:00:00,96586.96,97188.16,96340.81,96731.49,1018.23661319,98467626.95116092
BTC-USDT,2025-02-06 18:00:00,96715.35,96853.2,95877.04,96307.83,1608.7457484899999,154954622.1516093
BTC-USDT,2025-02-06 19:00:00,96316.84,96945.85,95672.72,95983.94,1743.76238143,167790280.98993936
BTC-USDT,2025-02-06 20:00:00,95983.0,97093.5,95800.0,96912.38,1118.8355674,107949537.79138269
BTC-USDT,2025-02-06 21:00:00,96926.63,96951.65,96093.35,96804.76,1633.61279083,157806654.4776176
BTC-USDT,2025-02-06 22:00:00,96807.43,96959.99,96154.7,96915.24,688.16969131,66391698.41550532
BTC-USDT,2025-02-06 23:00:00,96959.99,96959.99,96202.98,96565.74,514.27096635,49652384.26632139
BTC-USDT,2025-02-07 00:00:00,96554.35,96928.0,96409.65,96525.19,905.54317851,87564901.81163192
BTC-USDT,2025-02-07 01:00:00,96507.75,97809.21,96505.33,97429.84,945.7106882999999,91917120.42260385
BTC-USDT,2025-02-07 02:00:00,97404.01,97632.94,97047.59,97586.09,929.66411538,90557914.04121706
BTC-USDT,2025-02-07 03:00:00,97575.85,97772.0,97250.0,97450.87,402.88868262,39280188.86808918
BTC-USDT,2025-02-07 04:00:00,97444.04,97883.12,97383.63,97467.23,363.87449919,35524231.00326878
BTC-USDT,2025-02-07 05:00:00,97434.79,97543.42,97142.13,97328.04,424.74089887,41328523.268146105
BTC-USDT,2025-02-07 06:00:00,97338.2,97362.95,96566.0,96731.11,950.67245912,92062089.2304868
BTC-USDT,2025-02-07 07:00:00,96746.87,97218.57,96645.45,96765.06,754.6015101400001,73109002.31980579
BTC-USDT,2025-02-07 08:00:00,96757.05,97258.76,96613.24,97024.16,727.42782344,70517634.75316493
BTC-USDT,2025-02-07 09:00:00,97021.47,97391.95,97021.47,97316.72,561.1705380400001,54585553.8976221
BTC-USDT,2025-02-07 10:00:00,97295.23,97490.36,97246.27,97260.29,392.70587417,38240728.069422916
BTC-USDT,2025-02-07 11:00:00,97261.51,97753.76,97260.29,97744.86,558.82129525,54558131.154552035
BTC-USDT,2025-02-07 12:00:00,97750.0,98085.85,97500.0,97961.77,873.0491203500001,85391830.4199452
BTC-USDT,2025-02-07 13:00:00,97963.58,98866.75,97165.51,98829.16,2525.25485277,247814533.96854335
BTC-USDT,2025-02-07 14:00:00,98828.01,100157.76,98688.0,99721.96,3753.38744061,373920331.32024133
BTC-USDT,2025-02-07 15:00:00,99710.92,99721.96,97609.57,98261.18,5344.97214382,526765224.13865036
BTC-USDT,2025-02-07 16:00:00,98283.98,98573.46,97638.29,97816.9,2991.0677136299996,293275934.83564615
BTC-USDT,2025-02-07 17:00:00,97827.66,98166.67,97145.81,97453.68,1580.20175313,154201398.13224363
BTC-USDT,2025-02-07 18:00:00,97434.78,98353.1,97287.77,97760.96,948.91699605,92904701.98442483
BTC-USDT,2025-02-07 19:00:00,97751.99,97851.05,96856.78,96899.66,1323.30943352,128819792.42463623
BTC-USDT,2025-02-07 20:00:00,96898.56,96944.1,95620.34,95739.9,2154.0273938699997,207216491.69777894
BTC-USDT,2025-02-07 21:00:00,95764.31,96174.79,95693.75,95999.49,1346.73119873,129149001.77238671
BTC-USDT,2025-02-07 22:00:00,96011.42,96105.49,95632.23,96073.48,690.69834916,66154970.94251135
BTC-USDT,2025-02-07 23:00:00,96062.76,96530.91,95866.8,96519.49,659.37480363,63436065.50752179
BTC-USDT,2025-02-08 00:00:00,96506.8,96852.04,96335.42,96634.59,567.0431905,54783852.80306711
BTC-USDT,2025-02-08 01:00:00,96650.14,96789.57,96381.75,96497.65,692.1434924099999,66867912.46706645
BTC-USDT,2025-02-08 02:00:00,96509.2,96819.63,96399.12,96762.99,458.95648257,44329515.84991549
BTC-USDT,2025-02-08 03:00:00,96751.01,96892.67,96542.02,96699.71,304.24441055,29429157.568012238
BTC-USDT,2025-02-08 04:00:00,96699.23,96699.71,96222.0,96302.69,423.96391031,40888644.40313862
BTC-USDT,2025-02-08 05:00:00,96300.01,96375.83,96064.61,96210.48,429.35327787,41312695.56039798
BTC-USDT,2025-02-08 06:00:00,96211.08,96224.0,95853.9,96007.5,421.01074661,40451026.75640124
BTC-USDT,2025-02-08 07:00:00,95994.55,96318.8,95785.09,96209.96,531.89409516,51100915.52952326
BTC-USDT,2025-02-08 08:00:00,96209.92,96295.34,95879.69,95903.91,422.87761686000005,40617476.11783498
BTC-USDT,2025-02-08 09:00:00,95893.84,96201.86,95893.83,96171.86,226.3221891,21743509.583323486
BTC-USDT,2025-02-08 10:00:00,96163.05,96289.0,96008.12,96075.16,269.58987717,25927805.103237737
BTC-USDT,2025-02-08 11:00:00,96050.64,96129.72,95861.31,96121.41,255.30210676,24503430.899285305
BTC-USDT,2025-02-08 12:00:00,96120.0,96270.28,95864.93,96056.24,540.97034534,51963596.9235868
BTC-USDT,2025-02-08 13:00:00,96059.24,96517.52,96011.58,96245.46,672.20571753,64691025.659973904
BTC-USDT,2025-02-08 14:00:00,96246.7,96379.4,95949.71,96050.34,725.80040607,69764313.94661611
BTC-USDT,2025-02-08 15:00:00,96091.34,96200.04,95686.88,95858.43,573.9630245999999,55022732.34384165
BTC-USDT,2025-02-08 16:00:00,95843.74,96138.01,95749.88,96138.01,410.07978268,39347224.16987431
BTC-USDT,2025-02-08 17:00:00,96132.07,96397.43,96129.15,96380.45,504.6136396,48582894.397787355
BTC-USDT,2025-02-08 18:00:00,96377.71,96543.65,96229.86,96530.78,357.90844977,34507623.73539623
BTC-USDT,2025-02-08 19:00:00,96512.0,96774.37,96399.27,96590.59,289.94507467,28005254.51438876
BTC-USDT,2025-02-08 20:00:00,96579.99,96640.14,96358.5,96473.99,281.09480109,27109267.52810825
BTC-USDT,2025-02-08 21:00:00,96455.92,96622.87,96360.0,96543.54,227.59504851,21957489.186564248
BTC-USDT,2025-02-08 22:00:00,96527.36,96712.0,96388.88,96494.0,287.50102611000005,27758186.100546062
BTC-USDT,2025-02-08 23:00:00,96473.9,96701.36,96430.43,96470.54,384.18040027,37099484.1867239
BTC-USDT,2025-02-09 00:00:00,96444.74,96602.26,96360.14,96583.86,351.45973270999997,33905288.445678815
BTC-USDT,2025-02-09 01:00:00,96568.0,96995.76,96484.0,96995.57,542.23074287,52471521.748495094
BTC-USDT,2025-02-09 02:00:00,96992.36,97049.44,96684.04,96744.17,438.73760583999996,42504213.78156621
BTC-USDT,2025-02-09 03:00:00,96727.31,97311.86,96690.31,97311.86,756.698449,73436787.93654527
BTC-USDT,2025-02-09 04:00:00,97300.0,97383.6,96964.14,97224.64,409.40794129,39778391.17193033
BTC-USDT,2025-02-09 05:00:00,97220.59,97231.84,96998.37,97027.62,230.77471598,22407782.731359802
BTC-USDT,2025-02-09 06:00:00,97029.28,97068.04,96777.77,97008.85,292.14862886,28316691.92908699
BTC-USDT,2025-02-09 07:00:00,97005.89,97129.19,96918.78,97061.64,218.47916390999998,21199961.025379635
BTC-USDT,2025-02-09 08:00:00,97057.83,97294.46,97055.55,97082.93,335.87103307,32642344.764347278
BTC-USDT,2025-02-09 09:00:00,97086.0,97086.0,96898.05,96916.99,430.97873488,41789463.44167303
BTC-USDT,2025-02-09 10:00:00,96924.53,96924.53,96655.2,96759.46,528.95958755,51201541.23894015
BTC-USDT,2025-02-09 11:00:00,96762.01,97020.0,96509.96,96553.39,527.31473121,51023516.12980555
BTC-USDT,2025-02-09 12:00:00,96554.01,96705.72,96314.3,96534.35,618.53692864,59714267.10434994
BTC-USDT,2025-02-09 13:00:00,96535.26,96545.0,95800.01,95882.66,1138.9821050100002,109513045.6596393
BTC-USDT,2025-02-09 14:00:00,95877.92,96305.3,95700.0,96133.89,856.48824377,82264825.93024278
BTC-USDT,2025-02-09 15:00:00,96127.73,96666.88,96109.93,96497.55,634.59602933,61197505.695751496
BTC-USDT,2025-02-09 16:00:00,96488.15,96572.73,96326.96,96455.34,423.740129,40872320.39155134
BTC-USDT,2025-02-09 17:00:00,96442.16,96572.62,95900.0,96174.26,558.10339399,53696510.044239305
BTC-USDT,2025-02-09 18:00:00,96171.17,96294.22,95982.0,96220.79,260.42664356,25030205.90859464
BTC-USDT,2025-02-09 19:00:00,96212.0,96282.92,95888.88,96069.75,303.00033779,29102048.893332858
BTC-USDT,2025-02-09 20:00:00,96064.74,96760.0,96048.38,96336.43,393.50898067,37937297.38789821
BTC-USDT,2025-02-09 21:00:00,96322.24,96344.17,94713.0,95223.83,2087.74371908,198845237.19937164
BTC-USDT,2025-02-09 22:00:00,95173.78,96464.77,94779.19,95927.76,1368.03337526,130791882.99617992
BTC-USDT,2025-02-09 23:00:00,95831.64,96572.85,95722.22,96467.46,592.60568718,56992038.77744807
BTC-USDT,2025-02-10 00:00:00,96462.75,97138.01,96452.09,96723.67,873.1899384000001,84588712.02970213
BTC-USDT,2025-02-10 01:00:00,96717.98,96834.64,95241.56,95578.97,1142.7432090999998,109587006.57020518
BTC-USDT,2025-02-10 02:00:00,95576.0,96070.36,95419.47,95788.45,1053.11782225,100764729.86369368
BTC-USDT,2025-02-10 03:00:00,95798.82,97098.35,95762.0,96806.98,1427.21764465,137958220.74727735
BTC-USDT,2025-02-10 04:00:00,96814.98,97170.0,96622.44,96933.71,640.71613521,62110613.54907738
BTC-USDT,2025-02-10 05:00:00,96935.46,97644.94,96764.75,97008.37,1528.83253566,148537309.63291922
BTC-USDT,2025-02-10 06:00:00,97015.26,97219.99,96798.63,97136.98,822.42616722,79812829.27665333
BTC-USDT,2025-02-10 07:00:00,97142.43,97488.01,97108.88,97429.25,765.92427077,74522043.79173832
BTC-USDT,2025-02-10 08:00:00,97429.83,97904.68,97356.05,97692.61,1254.58813979,122590911.71738401
BTC-USDT,2025-02-10 09:00:00,97683.99,97880.33,97451.73,97678.71,668.84702589,65309881.98513899
BTC-USDT,2025-02-10 10:00:00,97664.78,97974.6,97589.94,97738.85,1038.00124363,101510926.04013295
BTC-USDT,2025-02-10 11:00:00,97728.29,97913.85,97599.88,97663.34,606.55523726,59299162.46430129
BTC-USDT,2025-02-10 12:00:00,97661.16,97800.7,97180.55,97371.72,598.37840997,58323814.48062141
BTC-USDT,2025-02-10 13:00:00,97358.58,98345.0,97356.03,98233.41,1129.8633625700002,110504939.50728121
BTC-USDT,2025-02-10 14:00:00,98215.72,98316.54,97070.0,97270.99,1706.5214649700001,166543083.75408128
BTC-USDT,2025-02-10 15:00:00,97270.64,97582.0,96860.03,97219.04,1152.1291019999999,111975251.0488651
BTC-USDT,2025-02-10 16:00:00,97218.69,97410.46,96866.39,97310.39,951.0554356900001,92415462.99082035
BTC-USDT,2025-02-10 17:00:00,97300.75,97530.0,96884.01,97477.87,591.20942512,57459689.49494689
BTC-USDT,2025-02-10 18:00:00,97500.0,97569.88,97186.04,97569.88,759.8012406500001,73979551.29464504
BTC-USDT,2025-02-10 19:00:00,97549.99,97650.73,97260.46,97389.85,518.05045945,50512494.459830664
BTC-USDT,2025-02-10 20:00:00,97376.0,97505.14,97219.46,97358.99,545.06013101,53075360.25382974
BTC-USDT,2025-02-10 21:00:00,97331.95,97399.16,97128.79,97391.31,570.02749157,55438350.761163615
BTC-USDT,2025-02-10 22:00:00,97375.81,97492.56,97147.94,97412.61,270.35831721,26324015.58912662
BTC-USDT,2025-02-10 23:00:00,97390.26,97463.55,97237.24,97434.79,246.52870548,23995785.57229586
BTC-USDT,2025-02-11 00:00:00,97430.82,98149.92,97416.62,97796.09,689.6211212000001,67446844.7833446
BTC-USDT,2025-02-11 01:00:00,97783.12,98100.0,97783.12,97996.84,509.06310272,49880069.501510754
BTC-USDT,2025-02-11 02:00:00,97994.23,98109.05,97464.67,97757.59,537.91324428,52605151.63361545
BTC-USDT,2025-02-11 03:00:00,97764.0,97766.88,97480.16,97621.96,306.23986665,29883218.82780955
BTC-USDT,2025-02-11 04:00:00,97607.3,98229.48,97558.99,98072.39,499.19711226000004,48860939.352299005
BTC-USDT,2025-02-11 05:00:00,98064.93,98481.32,98008.0,98401.32,905.60121601,88953698.43192977
