date,fee
2023-06-02,802482
2023-06-03,620033
2023-06-04,555719
2023-06-05,1686506
2023-06-06,1198515
2023-06-07,916355
2023-06-08,744119
2023-06-09,618901
2023-06-10,1612077
2023-06-11,684957
2023-06-12,854454
2023-06-13,804479
2023-06-14,4127223
2023-06-15,862695
2023-06-16,757458
2023-06-17,614204
2023-06-18,551141
2023-06-19,2348589
2023-06-20,1276058
2023-06-21,1773899
2023-06-22,1211716
2023-06-23,1228705
2023-06-24,735254
2023-06-25,827626
2023-06-26,1267778
2023-06-27,1048659
2023-06-28,1273441
2023-06-29,817201
2023-06-30,1790701
2023-07-01,521682
2023-07-02,754869
2023-07-03,885121
2023-07-04,663036
2023-07-05,964915
2023-07-06,1147073
2023-07-07,880933
2023-07-08,744265
2023-07-09,537545
2023-07-10,841620
2023-07-11,2039061
2023-07-12,2933722
2023-07-13,1862560
2023-07-14,1484497
2023-07-15,557039
2023-07-16,545978
2023-07-17,902556
2023-07-18,785370
2023-07-19,637297
2023-07-20,803433
2023-07-21,658381
2023-07-22,497260
2023-07-23,471543
2023-07-24,916989
2023-07-25,501690
2023-07-26,621594
2023-07-27,544440
2023-07-28,523293
2023-07-29,313003
2023-07-30,477201
2023-07-31,582960
2023-08-01,856192
2023-08-02,655253
2023-08-03,613067
2023-08-04,588864
2023-08-05,301048
2023-08-06,354095
2023-08-07,728464
2023-08-08,673311
2023-08-09,563379
2023-08-10,515876
2023-08-11,499616
2023-08-12,279051
2023-08-13,354397
2023-08-14,463529
2023-08-15,653302
2023-08-16,1000673
2023-08-17,2496979
2023-08-18,809398
2023-08-19,468746
2023-08-20,312631
2023-08-21,447387
2023-08-22,695438
2023-08-23,608357
2023-08-24,434521
2023-08-25,598397
2023-08-26,280748
2023-08-27,271045
2023-08-28,429278
2023-08-29,1161780
2023-08-30,430001
2023-08-31,722606
2023-09-01,652881
2023-09-02,238501
2023-09-03,253244
2023-09-04,314082
2023-09-05,485987
2023-09-06,464328
2023-09-07,394129
2023-09-08,328037
2023-09-09,205708
2023-09-10,406072
2023-09-11,798643
2023-09-12,503475
2023-09-13,419207
2023-09-14,431958
2023-09-15,311811
2023-09-16,259641
2023-09-17,244055
2023-09-18,461785
2023-09-19,492519
2023-09-20,575513
2023-09-21,950004
2023-09-22,359227
2023-09-23,272961
2023-09-24,237546
2023-09-25,365732
2023-09-26,357242
2023-09-27,423068
2023-09-28,598975
2023-09-29,437156
2023-09-30,369709
2023-10-01,599842
2023-10-02,837840
2023-10-03,437707
2023-10-04,496969
2023-10-05,454890
2023-10-06,448217
2023-10-07,250130
2023-10-08,296185
2023-10-09,517722
2023-10-10,561809
2023-10-11,522830
2023-10-12,437406
2023-10-13,344223
2023-10-14,195308
2023-10-15,222863
2023-10-16,914817
2023-10-17,386272
2023-10-18,493824
2023-10-19,369281
2023-10-20,752835
2023-10-21,460996
2023-10-22,1352444
2023-10-23,1757045
2023-10-24,1924432
2023-10-25,853400
2023-10-26,1145641
2023-10-27,714834
2023-10-28,382487
2023-10-29,449821
2023-10-30,677790
2023-10-31,859766
2023-11-01,1213579
2023-11-02,974934
2023-11-03,787306
2023-11-04,624221
2023-11-05,1352042
2023-11-06,946031
2023-11-07,1136417
2023-11-08,1004273
2023-11-09,2860366
2023-11-10,1204894
2023-11-11,1069814
2023-11-12,1005219
2023-11-13,1320589
2023-11-14,1437542
2023-11-15,1140222
2023-11-16,1661526
2023-11-17,1306999
2023-11-18,650125
2023-11-19,591049
2023-11-20,1030608
2023-11-21,1395104
2023-11-22,1093949
2023-11-23,810238
2023-11-24,864755
2023-11-25,782428
2023-11-26,842644
2023-11-27,1127672
2023-11-28,805942
2023-11-29,873771
2023-11-30,766416
2023-12-01,984741
2023-12-02,911061
2023-12-03,922692
2023-12-04,1918723
2023-12-05,1875019
2023-12-06,1404848
2023-12-07,1770279
2023-12-08,1353199
2023-12-09,1263679
2023-12-10,895208
2023-12-11,2611575
2023-12-12,1586661
2023-12-13,1563135
2023-12-14,1392930
2023-12-15,2731347
2023-12-16,1701977
2023-12-17,893522
2023-12-18,1656977
2023-12-19,1289578
2023-12-20,1416299
2023-12-21,1613191
2023-12-22,2057726
2023-12-23,1256375
2023-12-24,1709654
2023-12-25,936966
2023-12-26,1376431
2023-12-27,1773980
2023-12-28,2017410
2023-12-29,1479625
2023-12-30,926873
2023-12-31,1089949
2024-01-01,1234621
2024-01-02,2114585
2024-01-03,4029625
2024-01-04,2060128
2024-01-05,1966747
2024-01-06,1059496
2024-01-07,2182907
2024-01-08,2622396
2024-01-09,2250625
2024-01-10,3161394
2024-01-11,2600221
2024-01-12,2764330
2024-01-13,1148707
2024-01-14,1119033
2024-01-15,1330383
2024-01-16,1497187
2024-01-17,1405337
2024-01-18,1584520
2024-01-19,1695257
2024-01-20,889391
2024-01-21,703021
2024-01-22,1659064
2024-01-23,2080229
2024-01-24,1200305
2024-01-25,1061314
2024-01-26,1142474
2024-01-27,605907
2024-01-28,858115
2024-01-29,885123
2024-01-30,1231794
2024-01-31,1241635
2024-02-01,1107393
2024-02-02,959963
2024-02-03,710314
2024-02-04,714191
2024-02-05,850221
2024-02-06,1108232
2024-02-07,1126562
2024-02-08,1451993
2024-02-09,1728322
2024-02-10,829142
2024-02-11,1042213
2024-02-12,1573012
2024-02-13,1765297
2024-02-14,1292652
2024-02-15,1585913
2024-02-16,1743802
2024-02-17,1047549
2024-02-18,1528001
2024-02-19,1789331
2024-02-20,1910863
2024-02-21,1833242
2024-02-22,1643673
2024-02-23,1693393
2024-02-24,1258340
2024-02-25,1879339
2024-02-26,2125693
2024-02-27,2747956
2024-02-28,4318578
2024-02-29,3631240
2024-03-01,2012584
2024-03-02,1827172
2024-03-03,2195932
2024-03-04,3377928
2024-03-05,6438418
2024-03-06,3907621
2024-03-07,2945785
2024-03-08,2736291
2024-03-09,1404425
2024-03-10,2124038
2024-03-11,3036210
2024-03-12,2519239
2024-03-13,2654434
2024-03-14,2735689
2024-03-15,3413191
2024-03-16,1917542
2024-03-17,2086029
2024-03-18,1937768
2024-03-19,2762611
2024-03-20,2661792
2024-03-21,2007009
2024-03-22,1886969
2024-03-23,1204702
2024-03-24,1073690
2024-03-25,1922116
2024-03-26,2250579
2024-03-27,2154737
2024-03-28,1828878
2024-03-29,1337886
2024-03-30,1130346
2024-03-31,1346883
2024-04-01,1917571
2024-04-02,2461448
2024-04-03,1607384
2024-04-04,1423341
2024-04-05,1376615
2024-04-06,1050748
2024-04-07,1085640
2024-04-08,1964601
2024-04-09,1932322
2024-04-10,1758190
2024-04-11,1449843
2024-04-12,3173891
2024-04-13,3318536
2024-04-14,1863915
2024-04-15,1626530
2024-04-16,1427400
2024-04-17,1447548
2024-04-18,1264691
2024-04-19,1550380
2024-04-20,1259778
2024-04-21,911413
2024-04-22,1095937
2024-04-23,1027602
2024-04-24,1459440
2024-04-25,1285535
2024-04-26,1068309
2024-04-27,982876
2024-04-28,933144
2024-04-29,1235471
2024-04-30,1715149
2024-05-01,1801528
2024-05-02,1042956
2024-05-03,1107369
2024-05-04,732466
2024-05-05,756072
2024-05-06,962474
2024-05-07,828565
2024-05-08,1268495
2024-05-09,847525
2024-05-10,1073087
2024-05-11,594706
2024-05-12,564769
2024-05-13,902705
2024-05-14,863327
2024-05-15,1129129
2024-05-16,955517
2024-05-17,1033449
2024-05-18,774317
2024-05-19,801655
2024-05-20,1929646
2024-05-21,2126325
2024-05-22,1801819
2024-05-23,2718088
2024-05-24,1585002
2024-05-25,867047
2024-05-26,1115889
2024-05-27,1392874
2024-05-28,1461370
2024-05-29,1197132
2024-05-30,1205637
2024-05-31,1283062
2024-06-01,816558
2024-06-02,901360
2024-06-03,1146625
2024-06-04,1900690
2024-06-05,1221785
2024-06-06,1025981
2024-06-07,1355988
2024-06-08,999048
2024-06-09,652461
2024-06-10,912847
2024-06-11,1357978
2024-06-12,1463560
2024-06-13,1281747
2024-06-14,1267429
2024-06-15,1008023
2024-06-16,753647
2024-06-17,1088622
2024-06-18,1681012
2024-06-19,1226770
2024-06-20,1461484
2024-06-21,4803481
2024-06-22,1007875
2024-06-23,870796
2024-06-24,1645579
2024-06-25,1074456
2024-06-26,840678
2024-06-27,820451
2024-06-28,893842
2024-06-29,515381
2024-06-30,783006
2024-07-01,911919
2024-07-02,860445
2024-07-03,1398181
2024-07-04,1661639
2024-07-05,2150520
2024-07-06,1125285
2024-07-07,971501
2024-07-08,1526477
2024-07-09,1132501
2024-07-10,1094432
2024-07-11,1115282
2024-07-12,997387
2024-07-13,599666
2024-07-14,986870
2024-07-15,1257100
2024-07-16,1455601
2024-07-17,1122214
2024-07-18,1032045
2024-07-19,1733636
2024-07-20,901159
2024-07-21,1102055
2024-07-22,1373265
2024-07-23,1698870
2024-07-24,1216801
2024-07-25,1358051
2024-07-26,1084418
2024-07-27,1129975
2024-07-28,702837
2024-07-29,1246744
2024-07-30,1078881
2024-07-31,1190271
2024-08-01,1971307
2024-08-02,2029397
2024-08-03,1667517
2024-08-04,1065784
2024-08-05,3293345
2024-08-06,4188357
2024-08-07,1466222
2024-08-08,1380828
2024-08-09,858502
2024-08-10,659691
2024-08-11,764623
2024-08-12,1017222
2024-08-13,1078304
2024-08-14,803859
2024-08-15,985311
2024-08-16,863002
2024-08-17,426229
2024-08-18,743159
2024-08-19,683739
2024-08-20,620698
2024-08-21,776749
2024-08-22,564517
2024-08-23,648978
2024-08-24,705514
2024-08-25,491750
2024-08-26,670218
2024-08-27,754320
2024-08-28,1302249
2024-08-29,1318259
2024-08-30,703793
2024-08-31,422108
2024-09-01,602061
2024-09-02,929776
2024-09-03,820651
2024-09-04,727957
2024-09-05,619841
2024-09-06,923700
2024-09-07,502782
2024-09-08,756011
2024-09-09,582882
2024-09-10,434589
2024-09-11,609684
2024-09-12,493855
2024-09-13,464678
2024-09-14,383396
2024-09-15,369082
2024-09-16,501846
2024-09-17,585182
2024-09-18,522432
2024-09-19,883824
2024-09-20,713798
2024-09-21,557963
2024-09-22,641845
2024-09-23,716613
2024-09-24,716690
2024-09-25,597705
2024-09-26,691272
2024-09-27,768004
2024-09-28,594488
2024-09-29,456149
2024-09-30,713034
2024-10-01,970334
2024-10-02,819506
2024-10-03,698795
2024-10-04,545326
2024-10-05,383300
2024-10-06,372417
2024-10-07,898922
2024-10-08,668157
2024-10-09,749275
2024-10-10,658116
2024-10-11,577476
2024-10-12,416012
2024-10-13,423936
2024-10-14,841228
2024-10-15,1062601
2024-10-16,1017311
2024-10-17,1019328
2024-10-18,863531
2024-10-19,423838
2024-10-20,803973
2024-10-21,863517
2024-10-22,1541821
2024-10-23,740923
2024-10-24,745618
2024-10-25,743597
2024-10-26,572209
2024-10-27,470984
2024-10-28,793762
2024-10-29,846174
2024-10-30,819444
2024-10-31,594775
2024-11-01,856759
2024-11-02,524095
2024-11-03,771886
2024-11-04,665410
2024-11-05,915404
2024-11-06,1421477
2024-11-07,1128994
2024-11-08,1068856
2024-11-09,1905969
2024-11-10,2107695
2024-11-11,2615009
2024-11-12,3726750
2024-11-13,2070965
2024-11-14,1726795
2024-11-15,1327918
2024-11-16,1062754
2024-11-17,1166496
2024-11-18,1330577
2024-11-19,1267850
2024-11-20,1888158
2024-11-21,2472704
2024-11-22,2058823
2024-11-23,1413847
2024-11-24,1180867
2024-11-25,1805775
2024-11-26,1585075
2024-11-27,1455955
2024-11-28,1018608
2024-11-29,1022301
2024-11-30,1122892
2024-12-01,1274369
2024-12-02,2125739
2024-12-03,1744683
2024-12-04,2081201
2024-12-05,2332308
2024-12-06,2131412
2024-12-07,1147187
2024-12-08,1231984
2024-12-09,2628192
2024-12-10,2247045
2024-12-11,1365795
2024-12-12,1692822
2024-12-13,1334950
2024-12-14,1044063
2024-12-15,938396
2024-12-16,1672612
2024-12-17,2190757
2024-12-18,1977353
2024-12-19,2657977
2024-12-20,2834742
2024-12-21,1178360
2024-12-22,1424377
2024-12-23,5935312
2024-12-24,1254447
2024-12-25,744105
2024-12-26,971570
2024-12-27,1115686
2024-12-28,920442
2024-12-29,1082603
2024-12-30,1110378
2024-12-31,1356916
2025-01-01,566328
2025-01-02,837919
2025-01-03,811643
2025-01-04,764565
2025-01-05,618523
2025-01-06,892067
2025-01-07,1240148
2025-01-08,1296452
2025-01-09,1177238
2025-01-10,1026636
2025-01-11,598793
2025-01-12,445737
2025-01-13,1318642
2025-01-14,825372
2025-01-15,1006956
2025-01-16,953656
2025-01-17,961204
2025-01-18,1161897
2025-01-19,2085090
2025-01-20,2532347
2025-01-21,1810708
2025-01-22,943323
2025-01-23,2831657
2025-01-24,1260594
2025-01-25,638027
2025-01-26,642516
2025-01-27,4787420
2025-01-28,1169616
2025-01-29,1718827
2025-01-30,1026790
2025-01-31,1142939
2025-02-01,1219195
2025-02-02,6197032
2025-02-03,3480565
2025-02-04,1708284
2025-02-05,1020196
2025-02-06,927367
2025-02-07,877732
2025-02-08,636739
2025-02-09,652280
2025-02-10,926193
2025-02-11,811886
2025-02-12,919164
2025-02-13,919162
