date,volume
2024-04-29,607721631
2024-04-30,696895945
2024-05-01,759077810
2024-05-02,561067585
2024-05-03,580248675
2024-05-04,428737196
2024-05-05,483482978
2024-05-06,605281347
2024-05-07,578040598
2024-05-08,551955547
2024-05-09,602903661
2024-05-10,696646836
2024-05-11,800455638
2024-05-12,595957273
2024-05-13,664257154
2024-05-14,574781261
2024-05-15,847949748
2024-05-16,740574677
2024-05-17,595712162
2024-05-18,425641371
2024-05-19,472476101
2024-05-20,744715552
2024-05-21,960873330
2024-05-22,826997590
2024-05-23,857576502
2024-05-24,697093096
2024-05-25,377319367
2024-05-26,492962388
2024-05-27,531722935
2024-05-28,209536163
2024-05-29,486296147
2024-05-30,568696858
2024-05-31,628089737
2024-06-01,339558280
2024-06-02,423636003
2024-06-03,590062475
2024-06-04,304397425
2024-06-05,911491452
2024-06-06,972537319
2024-06-07,775094564
2024-06-08,552435888
2024-06-09,504287595
2024-06-10,727970129
2024-06-11,973658609
2024-06-12,856073055
2024-06-13,637735206
2024-06-14,549470184
2024-06-15,447500486
2024-06-16,463819011
2024-06-17,561819041
2024-06-18,768150562
2024-06-19,481938933
2024-06-20,593556178
2024-06-21,445555129
2024-06-22,377072966
2024-06-23,343822827
2024-06-24,712241956
2024-06-25,287409635
2024-06-26,485843269
2024-06-27,491462182
2024-06-28,518293981
2024-06-29,384270087
2024-06-30,189357922
2024-07-01,538505437
2024-07-02,436674084
2024-07-03,448233183
2024-07-04,393826843
2024-07-05,802541980
2024-07-06,425647783
2024-07-07,362557677
2024-07-08,712804948
2024-07-09,356150318
2024-07-10,533276935
2024-07-11,493196360
2024-07-12,518808571
2024-07-13,253547355
2024-07-14,470489972
2024-07-15,442884340
2024-07-16,552914816
2024-07-17,661569877
2024-07-18,574877821
2024-07-19,629238098
2024-07-20,535035246
2024-07-21,703141693
2024-07-22,784854617
2024-07-23,619795223
2024-07-24,296813780
2024-07-25,630673867
2024-07-26,311622190
2024-07-27,318764425
2024-07-28,307643099
2024-07-29,483735167
2024-07-30,407948297
2024-07-31,519426895
2024-08-01,575340257
2024-08-02,693577454
2024-08-03,653010761
2024-08-04,727414130
2024-08-05,1715780626
2024-08-06,702915140
2024-08-07,621887553
2024-08-08,499749735
2024-08-09,463303666
2024-08-10,355304557
2024-08-11,495534727
2024-08-12,606105646
2024-08-13,593375271
2024-08-14,280926443
2024-08-15,582460604
2024-08-16,508494704
2024-08-17,449582769
2024-08-18,351654770
2024-08-19,443107663
2024-08-20,697913341
2024-08-21,826176885
2024-08-22,1138864946
2024-08-23,562431150
2024-08-24,606308888
2024-08-25,522495615
2024-08-26,668185522
2024-08-27,561357322
2024-08-28,611443801
2024-08-29,640606055
2024-08-30,601855567
2024-08-31,442307718
2024-09-01,445155714
2024-09-02,517551543
2024-09-03,462610307
2024-09-04,494745258
2024-09-05,409508545
2024-09-06,640893705
2024-09-07,504910254
2024-09-08,441122077
2024-09-09,567245714
2024-09-10,525980681
2024-09-11,571168810
2024-09-12,270704090
2024-09-13,102078870
2024-09-14,63242800
2024-09-15,62711807
2024-09-16,827397738
2024-09-17,593721336
2024-09-18,661901597
2024-09-19,785143197
2024-09-20,838530416
2024-09-21,635204248
2024-09-22,568965204
2024-09-23,812416007
2024-09-24,809982787
2024-09-25,734100835
2024-09-26,833577586
2024-09-27,1137299812
2024-09-28,953192185
2024-09-29,690019109
2024-09-30,984531503
2024-10-01,1251793653
2024-10-02,808261704
2024-10-03,619048232
2024-10-04,520478469
2024-10-05,584673624
2024-10-06,580238536
2024-10-07,745672835
2024-10-08,907706331
2024-10-09,1046212293
2024-10-10,901244305
2024-10-11,699477065
2024-10-12,634359315
2024-10-13,581513570
2024-10-14,738108055
2024-10-15,885860528
2024-10-16,820437406
2024-10-17,951944561
2024-10-18,729462703
2024-10-19,671764099
2024-10-20,721846953
2024-10-21,983812624
2024-10-22,691501441
2024-10-23,934303172
2024-10-24,926142051
2024-10-25,869165239
2024-10-26,567832999
2024-10-27,780051465
2024-10-28,827931680
2024-10-29,827299100
2024-10-30,696134271
2024-10-31,667373352
2024-11-01,747221922
2024-11-02,474185393
2024-11-03,715224163
2024-11-04,684575520
2024-11-05,665430314
2024-11-06,1233134097
2024-11-07,928134016
2024-11-08,731964319
2024-11-09,843280719
2024-11-10,1310515243
2024-11-11,1783782451
2024-11-12,1921435982
2024-11-13,2006188554
2024-11-14,2059453737
2024-11-15,1420697414
2024-11-16,1266301332
2024-11-17,1275288903
2024-11-18,1226947132
2024-11-19,1141170905
2024-11-20,946520297
2024-11-21,1075499498
2024-11-22,993746682
2024-11-23,1228527296
2024-11-24,1465156278
2024-11-25,1361779543
2024-11-26,1334601310
2024-11-27,1296601447
