date,volume
2023-11-29,1184218033
2023-11-30,1264635584
2023-12-01,1076173610
2023-12-02,1044993483
2023-12-03,882939756
2023-12-04,1590917970
2023-12-05,1785878928
2023-12-06,1484365503
2023-12-07,1443402847
2023-12-08,1266160351
2023-12-09,1251102626
2023-12-10,693669638
2023-12-11,1676569379
2023-12-12,1166167133
2023-12-13,1475824440
2023-12-14,1242328082
2023-12-15,1177500373
2023-12-16,1376949704
2023-12-17,950710993
2023-12-18,1317376078
2023-12-19,1180683317
2023-12-20,1671229929
2023-12-21,1221041747
2023-12-22,1458146735
2023-12-23,1052332172
2023-12-24,1093250906
2023-12-25,954164961
2023-12-26,1284929326
2023-12-27,1646604213
2023-12-28,2033333926
2023-12-29,1731413416
2023-12-30,948500245
2023-12-31,923635312
2024-01-01,330046095
2024-01-02,1538257458
2024-01-03,2113172825
2024-01-04,1349318653
2024-01-05,1505868000
2024-01-06,741683409
2024-01-07,779178275
2024-01-08,1737254948
2024-01-09,2207871459
2024-01-10,2558209364
2024-01-11,2179855098
2024-01-12,2506157177
2024-01-13,1153216559
2024-01-14,1015970788
2024-01-15,1107575035
2024-01-16,1185605191
2024-01-17,1212924462
2024-01-18,1345150922
2024-01-19,1473736753
2024-01-20,768078404
2024-01-21,682792710
2024-01-22,1722861522
2024-01-23,2100663893
2024-01-24,1112038140
2024-01-25,1269403793
2024-01-26,1309897384
2024-01-27,751270500
2024-01-28,761472055
2024-01-29,1296956300
2024-01-30,1227840048
2024-01-31,1471859971
2024-02-01,1158606087
2024-02-02,1052481527
2024-02-03,811566406
2024-02-04,660399858
2024-02-05,1010581629
2024-02-06,1057940346
2024-02-07,1230504742
2024-02-08,1351424209
2024-02-09,1412196145
2024-02-10,884904135
2024-02-11,1212998480
2024-02-12,1441519172
2024-02-13,1538766172
2024-02-14,1579512443
2024-02-15,1566127090
2024-02-16,1407833322
2024-02-17,928459743
2024-02-18,1055748513
2024-02-19,1535826787
2024-02-20,1960381784
2024-02-21,1837759307
2024-02-22,1840077904
2024-02-23,1463692958
2024-02-24,1161591194
2024-02-25,1353056786
2024-02-26,2077724662
2024-02-27,2571312992
2024-02-28,3118470738
2024-02-29,2870096295
2024-03-01,2046894026
2024-03-02,1983751145
2024-03-03,1827868209
2024-03-04,2594569593
2024-03-05,4848239421
2024-03-06,3938296851
2024-03-07,2744521507
2024-03-08,2427045171
2024-03-09,1512858561
2024-03-10,2047318113
2024-03-11,2781003435
2024-03-12,3017278091
2024-03-13,2578402523
2024-03-14,2969497363
2024-03-15,3980744443
2024-03-16,2416660102
2024-03-17,2030556905
2024-03-18,2346093831
2024-03-19,3055588130
2024-03-20,1077553689
2024-03-21,945091439
2024-03-22,2598376927
2024-03-23,1488910940
2024-03-24,1691616986
2024-03-25,2176237937
2024-03-26,2552828600
2024-03-27,2589592469
2024-03-28,2016769815
2024-03-29,2216631392
2024-03-30,1431762544
2024-03-31,1496787713
2024-04-01,1963367089
2024-04-02,3955662732
2024-04-03,2513604112
2024-04-04,2270528413
2024-04-05,1873673037
2024-04-06,1289807874
2024-04-07,1813953838
2024-04-08,2961230511
2024-04-09,2717799830
2024-04-10,2253678710
2024-04-11,2385836775
2024-04-12,3093160456
2024-04-13,3437525068
2024-04-14,2408226841
2024-04-15,2278423692
2024-04-16,2237554666
2024-04-17,2116244590
2024-04-18,2084858665
2024-04-19,2642739081
2024-04-20,1195392645
2024-04-21,1183319584
2024-04-22,1858404721
2024-04-23,1703734973
2024-04-24,2295769957
2024-04-25,1945175783
2024-04-26,1867141675
2024-04-27,1518254248
2024-04-28,1486504744
2024-04-29,1927986091
2024-04-30,2420123886
2024-05-01,2285894767
2024-05-02,1574750817
2024-05-03,1666310325
2024-05-04,1290668518
2024-05-05,1060483821
2024-05-06,1617604886
2024-05-07,1556804985
2024-05-08,1538794793
2024-05-09,1317895688
2024-05-10,1398285381
2024-05-11,806167105
2024-05-12,667378960
2024-05-13,1327292265
2024-05-14,1309973764
2024-05-15,1900144840
2024-05-16,1528879844
2024-05-17,1900825763
2024-05-18,1284289563
2024-05-19,1147137187
2024-05-20,3334991880
2024-05-21,3492329754
2024-05-22,2617585050
2024-05-23,4409187334
2024-05-24,2421347245
2024-05-25,1276208870
2024-05-26,2044864436
2024-05-27,2211175128
2024-05-28,3379798486
2024-05-29,4636766668
2024-05-30,4157211323
2024-05-31,4253756442
2024-06-01,2082044082
2024-06-02,1086423845
2024-06-03,1522647859
2024-06-04,1698396590
2024-06-05,1701351176
2024-06-06,1465288922
2024-06-07,1854080933
2024-06-08,1489478785
2024-06-09,1230797297
2024-06-10,2786268721
2024-06-11,2240650952
2024-06-12,1998578843
2024-06-13,1877148360
2024-06-14,1830711698
2024-06-15,960886158
2024-06-16,1027488284
2024-06-17,1901467632
2024-06-18,2110468130
2024-06-19,1526087043
2024-06-20,1413356599
2024-06-21,1550805697
2024-06-22,932639109
2024-06-23,1066041730
2024-06-24,2585879684
2024-06-25,1574525452
2024-06-26,1573754858
2024-06-27,2060278006
2024-06-28,1720601511
2024-06-29,990678130
2024-06-30,991850637
2024-07-01,1503520618
2024-07-02,1146477397
2024-07-03,1844883331
2024-07-04,2428798965
2024-07-05,3317709479
2024-07-06,1357294531
2024-07-07,1277686844
2024-07-08,2077203507
2024-07-09,1524617103
2024-07-10,1557215199
2024-07-11,1441819597
