date,volume
2023-09-12,27057782
2023-09-13,19311796
2023-09-14,20757998
2023-09-15,17689302
2023-09-16,10891228
2023-09-17,10804013
2023-09-18,20296253
2023-09-19,15212488
2023-09-20,16299849
2023-09-21,15298434
2023-09-22,10397912
2023-09-23,8559579
2023-09-24,11974783
2023-09-25,13846361
2023-09-26,10291384
2023-09-27,13903256
2023-09-28,17880202
2023-09-29,15697219
2023-09-30,8736092
2023-10-01,18649593
2023-10-02,25544793
2023-10-03,15639907
2023-10-04,39703256
2023-10-05,36225215
2023-10-06,38019938
2023-10-07,58238850
2023-10-08,20037452
2023-10-09,28702057
2023-10-10,22583203
2023-10-11,25631530
2023-10-12,17851654
2023-10-13,13351203
2023-10-14,11506935
2023-10-15,11022042
2023-10-16,43378013
2023-10-17,21820278
2023-10-18,15363964
2023-10-19,21017151
2023-10-20,28065246
2023-10-21,25228232
2023-10-22,30278611
2023-10-23,47896715
2023-10-24,58117988
2023-10-25,41611912
2023-10-26,58840821
2023-10-27,32869038
2023-10-28,24306137
2023-10-29,29728558
2023-10-30,37381585
2023-10-31,44615656
2023-11-01,64505907
2023-11-02,59369502
2023-11-03,39600265
2023-11-04,24164838
2023-11-05,38890132
2023-11-06,45538706
2023-11-07,46252452
2023-11-08,36949520
2023-11-09,83071254
2023-11-10,100164786
2023-11-11,125180506
2023-11-12,169559731
2023-11-13,140406385
2023-11-14,146608282
2023-11-15,178486185
2023-11-16,242161797
2023-11-17,218896972
2023-11-18,87415253
2023-11-19,73810527
2023-11-20,90157498
2023-11-21,141427528
2023-11-22,77353055
2023-11-23,51344869
2023-11-24,70714805
2023-11-25,34094000
2023-11-26,57250611
2023-11-27,74999751
2023-11-28,74435341
2023-11-29,79631329
2023-11-30,57263967
2023-12-01,79377826
2023-12-02,42037902
2023-12-03,46824221
2023-12-04,126086711
2023-12-05,155454893
2023-12-06,257674039
2023-12-07,177099796
2023-12-08,185814335
2023-12-09,224647737
2023-12-10,204533170
2023-12-11,472346055
2023-12-12,366384297
2023-12-13,298920288
2023-12-14,202668408
2023-12-15,247125018
2023-12-16,180379308
2023-12-17,138774254
2023-12-18,207867563
2023-12-19,177734126
2023-12-20,202960753
2023-12-21,193767094
2023-12-22,171967802
2023-12-23,125233846
2023-12-24,179675390
2023-12-25,148904265
2023-12-26,166928692
2023-12-27,189796744
2023-12-28,171823159
2023-12-29,200916901
2023-12-30,107735085
2023-12-31,135638932
2024-01-01,131883675
2024-01-02,195405654
2024-01-03,190858681
2024-01-04,130813289
2024-01-05,96755026
2024-01-06,62868160
2024-01-07,76160418
2024-01-08,183631977
2024-01-09,147330890
2024-01-10,150632568
2024-01-11,219226886
2024-01-12,146146450
2024-01-13,77198924
2024-01-14,97550975
2024-01-15,36779520
2024-01-16,38326482
2024-01-17,43360347
2024-01-18,37649970
2024-01-19,81140308
2024-01-20,46554467
2024-01-21,46744131
2024-01-22,85578462
2024-01-23,93988630
2024-01-24,71632289
2024-01-25,51961177
2024-01-26,55552198
2024-01-27,35864917
2024-01-28,113067082
2024-01-29,90305907
2024-01-30,96057350
2024-01-31,93450590
2024-02-01,62544590
2024-02-02,103343088
2024-02-03,56493085
2024-02-04,51647852
2024-02-05,59444201
2024-02-06,58216844
2024-02-07,91497681
2024-02-08,95160541
2024-02-09,153769895
2024-02-10,54869420
2024-02-11,86005652
2024-02-12,146787531
2024-02-13,115465108
2024-02-14,49564032
2024-02-15,134840775
2024-02-16,87443657
2024-02-17,70115910
2024-02-18,77978240
2024-02-19,99528314
2024-02-20,101199895
2024-02-21,77233934
2024-02-22,72764087
2024-02-23,82595944
2024-02-24,50753741
2024-02-25,67648486
2024-02-26,100907657
2024-02-27,132420006
2024-02-28,211154163
2024-02-29,206704996
2024-03-01,134261805
2024-03-02,144292584
2024-03-03,144643479
2024-03-04,220898501
2024-03-05,360615613
2024-03-06,183443528
2024-03-07,161530270
2024-03-08,172271173
2024-03-09,142399372
2024-03-10,312238533
2024-03-11,552153124
2024-03-12,526223714
2024-03-13,322955053
2024-03-14,244326982
2024-03-15,354481291
2024-03-16,986331390
2024-03-17,921713467
2024-03-18,488972216
2024-03-19,744780287
2024-03-20,298645973
2024-03-21,360339325
2024-03-22,229747059
2024-03-23,121304168
2024-03-24,218467376
2024-03-25,265675195
2024-03-26,160051086
2024-03-27,148565496
2024-03-28,130251698
2024-03-29,106435132
2024-03-30,77260740
2024-03-31,71573777
2024-04-01,129635060
2024-04-02,134329786
2024-04-03,94462334
2024-04-04,143011933
2024-04-05,95227855
2024-04-06,74206617
2024-04-07,75448604
2024-04-08,93776534
2024-04-09,59480418
2024-04-10,115721911
2024-04-11,67784224
2024-04-12,135953271
2024-04-13,185139461
2024-04-14,140257071
2024-04-15,112826854
2024-04-16,84988383
2024-04-17,106014727
2024-04-18,79928766
2024-04-19,93378383
2024-04-20,49695788
2024-04-21,45455411
2024-04-22,70953071
2024-04-23,57911253
2024-04-24,77258415
2024-04-25,56796948
2024-04-26,53885059
2024-04-27,53642382
2024-04-28,41556267
2024-04-29,72243979
2024-04-30,87488780
2024-05-01,77215625
2024-05-02,42825780
2024-05-03,40848225
2024-05-04,50019071
2024-05-05,51678490
2024-05-06,75939060
2024-05-07,50006443
2024-05-08,47188724
2024-05-09,17369849
2024-05-10,55108589
2024-05-11,65086892
2024-05-12,10263727
2024-05-13,28078357
2024-05-14,56170999
2024-05-15,52239134
2024-05-16,54124150
2024-05-17,19254391
2024-05-18,60606981
2024-05-19,45698112
2024-05-20,54761833
2024-05-21,107146006
2024-05-22,115009665
2024-05-23,34831095
2024-05-24,88663213
2024-05-25,42350316
2024-05-26,18994792
2024-05-27,35920007
2024-05-28,53850985
2024-05-29,75145975
2024-05-30,29753015
2024-05-31,64131318
2024-06-01,45291131
2024-06-02,17610778
2024-06-03,29970964
2024-06-04,13302465
2024-06-05,46299288
2024-06-06,12844789
2024-06-07,62464492
2024-06-08,23325247
2024-06-09,15074698
2024-06-10,31420916
2024-06-11,63802019
2024-06-12,63014252
2024-06-13,38555647
2024-06-14,42546379
2024-06-15,14762749
2024-06-16,21037892
2024-06-17,41374571
2024-06-18,57662372
2024-06-19,29038484
2024-06-20,34302497
2024-06-21,37707343
2024-06-22,82150565
2024-06-23,40040152
2024-06-24,54264640
2024-06-25,24281014
2024-06-26,36259574
2024-06-27,42715065
2024-06-28,43599472
2024-06-29,25779428
2024-06-30,35242739
2024-07-01,43058270
2024-07-02,41786466
2024-07-03,49987094
2024-07-04,46423484
2024-07-05,92102913
2024-07-06,33998507
2024-07-07,36624414
2024-07-08,63057952
2024-07-09,58539638
2024-07-10,38076402
2024-07-11,39564896
2024-07-12,41970348
2024-07-13,52842989
2024-07-14,58940333
2024-07-15,87447837
2024-07-16,129030610
2024-07-17,82701086
2024-07-18,57285113
2024-07-19,81709801
2024-07-20,61913807
2024-07-21,166798211
2024-07-22,120133123
2024-07-23,127736029
2024-07-24,109396771
2024-07-25,110875930
2024-07-26,94722856
2024-07-27,97180693
2024-07-28,48906331
2024-07-29,107476748
2024-07-30,60787717
2024-07-31,76249600
2024-08-01,95993106
2024-08-02,122411290
2024-08-03,112398062
2024-08-04,95781981
2024-08-05,367929401
2024-08-06,101629087
2024-08-07,88732766
2024-08-08,83993123
2024-08-09,73763329
2024-08-10,35601166
2024-08-11,49943029
2024-08-12,79539246
2024-08-13,56894440
2024-08-14,66794943
2024-08-15,72286831
2024-08-16,58429829
2024-08-17,27719640
2024-08-18,43385964
2024-08-19,72480958
2024-08-20,76799225
2024-08-21,92558260
2024-08-22,103807106
2024-08-23,146796923
2024-08-24,105508944
2024-08-25,87634447
2024-08-26,95851220
2024-08-27,92571101
2024-08-28,111578632
2024-08-29,64729151
2024-08-30,62612818
2024-08-31,32433656
2024-09-01,69540312
2024-09-02,71339981
2024-09-03,67468641
2024-09-04,92280939
2024-09-05,68084176
2024-09-06,116817662
2024-09-07,45953311
2024-09-08,64560338
2024-09-09,88109973
2024-09-10,64545219
2024-09-11,73096527
2024-09-12,66293328
2024-09-13,62843614
2024-09-14,65113977
2024-09-15,60593992
2024-09-16,81532144
2024-09-17,71968610
2024-09-18,91571225
2024-09-19,82755453
2024-09-20,112736420
2024-09-21,92940525
2024-09-22,54245009
2024-09-23,71784955
2024-09-24,36214384
2024-09-25,99991620
2024-09-26,105421323
2024-09-27,94937801
2024-09-28,71303753
2024-09-29,64940678
2024-09-30,85787105
2024-10-01,143551921
2024-10-02,125828388
2024-10-03,100542783
2024-10-04,103074606
2024-10-05,58888668
2024-10-06,52042574
2024-10-07,83409992
2024-10-08,100440901
2024-10-09,91845107
2024-10-10,101208796
2024-10-11,97791105
2024-10-12,99092277
2024-10-13,106018871
2024-10-14,133615999
2024-10-15,171050985
2024-10-16,112359903
2024-10-17,91033452
2024-10-18,74416916
2024-10-19,40413754
2024-10-20,66754006
2024-10-21,138957204
2024-10-22,124973044
2024-10-23,110087919
2024-10-24,80265451
2024-10-25,126386688
2024-10-26,89513030
2024-10-27,44369189
2024-10-28,122549379
2024-10-29,137628064
2024-10-30,101850877
2024-10-31,99024338
2024-11-01,109162479
2024-11-02,43585725
2024-11-03,87616185
2024-11-04,128708942
2024-11-05,105625173
2024-11-06,219705489
2024-11-07,234060055
2024-11-08,203728049
2024-11-09,145750628
2024-11-10,274891862
2024-11-11,374301781
2024-11-12,440392795
2024-11-13,379328284
2024-11-14,215542903
2024-11-15,185943291
2024-11-16,229106631
2024-11-17,341407679
2024-11-18,305423718
2024-11-19,222232919
2024-11-20,245666663
2024-11-21,298877814
2024-11-22,445021260
2024-11-23,459477545
2024-11-24,334848458
2024-11-25,499779054
2024-11-26,453696785
2024-11-27,365269138
2024-11-28,204477362
2024-11-29,222074485
2024-11-30,236567194
2024-12-01,237117703
2024-12-02,662394076
2024-12-03,518447248
2024-12-04,485385871
2024-12-05,386709824
2024-12-06,291143330
2024-12-07,168015805
2024-12-08,209149540
2024-12-09,454070785
2024-12-10,434727235
2024-12-11,227442068
2024-12-12,361365235
2024-12-13,223863960
2024-12-14,154045975
2024-12-15,166967572
2024-12-16,317898859
2024-12-17,259790951
2024-12-18,299131959
2024-12-19,347597052
2024-12-20,357120403
2024-12-21,184218862
2024-12-22,167803530
2024-12-23,220765117
2024-12-24,222674392
2024-12-25,141034132
2024-12-26,129320795
2024-12-27,168030318
2024-12-28,77280804
2024-12-29,108767029
2024-12-30,279020655
2024-12-31,174086555
2025-01-01,137531594
2025-01-02,170437880
2025-01-03,201007447
2025-01-04,138648865
2025-01-05,141621895
2025-01-06,228403834
2025-01-07,215401943
2025-01-08,210923960
2025-01-09,176882316
2025-01-10,183578162
2025-01-11,100292454
2025-01-12,87973905
2025-01-13,228745096
2025-01-14,131994009
2025-01-15,203281439
2025-01-16,212361981
2025-01-17,175688806
2025-01-18,236797184
2025-01-19,479160551
2025-01-20,532514428
2025-01-21,214512696
2025-01-22,156969689
2025-01-23,216602106
2025-01-24,199555023
2025-01-25,148654918
2025-01-26,146239234
2025-01-27,286967841
2025-01-28,167748983
2025-01-29,197164753
2025-01-30,148953944
2025-01-31,222742029
2025-02-01,117648618
2025-02-02,259468965
2025-02-03,538304851
2025-02-04,259082427
2025-02-05,147648243
2025-02-06,182164178
2025-02-07,142557421
2025-02-08,90014517
2025-02-09,132882382
2025-02-10,178287482
2025-02-11,180287178
2025-02-12,259159412
2025-02-13,259159412
