date,tvl
2023-05-06,32758797.901883136
2023-05-07,36013053.677116245
2023-05-08,35861774.73616449
2023-05-09,25818061.633900434
2023-05-10,21522827.30463496
2023-05-11,28456415.11260337
2023-05-12,28284769.51952994
2023-05-13,27970966.45325865
2023-05-14,32111901.373319086
2023-05-15,34480691.51786071
2023-05-16,35744905.869947344
2023-05-17,31569288.13260818
2023-05-18,28011460.922213998
2023-05-19,24216268.67491645
2023-05-20,23568789.43874468
2023-05-21,22463447.512155488
2023-05-22,24487537.49509381
2023-05-23,23197440.533954065
2023-05-24,22592812.798243016
2023-05-25,20071804.117240872
2023-05-26,20051611.996008743
2023-05-27,18298812.81732182
2023-05-28,19027775.535981618
2023-05-29,19107846.100552507
2023-05-30,19064401.875620283
2023-05-31,18755207.035309672
2023-06-01,19340985.08439125
2023-06-02,19111564.527391903
2023-06-03,19311607.371572997
2023-06-04,19371151.24752187
2023-06-05,19472879.872514173
2023-06-06,18148857.1585973
2023-06-07,18264433.548163984
2023-06-08,18440043.860511564
2023-06-09,16368743.95220581
2023-06-10,18090753.095726587
2023-06-11,12890887.283347266
2023-06-12,13588133.444693225
2023-06-13,13885956.749150725
2023-06-14,13603855.31919261
2023-06-15,13458911.552806785
2023-06-16,11581207.39506409
2023-06-17,11581566.88970099
2023-06-18,11871083.457576746
2023-06-19,11508732.805901837
2023-06-20,11815580.750121236
2023-06-21,12036183.326434243
2023-06-22,12335549.413956255
2023-06-23,12194446.243832275
2023-06-24,12254913.51988081
2023-06-25,12113434.50801777
2023-06-26,12063299.125039198
2023-06-27,11889397.278068548
2023-06-28,11656550.037135122
2023-06-29,11617401.19937505
2023-06-30,11765521.16967741
2023-07-01,11822520.589342345
2023-07-02,11830202.262832992
2023-07-03,12140242.632142268
2023-07-04,12744193.56856911
2023-07-05,12670187.019184582
2023-07-06,13087088.59037945
2023-07-07,12972353.501486937
2023-07-08,13057456.680110108
2023-07-09,13234633.849149913
2023-07-10,13220215.989401737
2023-07-11,13112607.88239839
2023-07-12,13024147.687472353
2023-07-13,12976035.657442005
2023-07-14,13217266.355212267
2023-07-15,12983375.42196839
2023-07-16,13151079.837872285
2023-07-17,13121697.489603229
2023-07-18,13079135.888378398
2023-07-19,13136148.59363408
2023-07-20,14365537.878839888
2023-07-21,14929718.027161516
2023-07-22,15674614.521023829
2023-07-23,15509153.619553823
2023-07-24,15475669.805835
2023-07-25,15435485.434897298
2023-07-26,15464618.961613925
2023-07-27,15270815.852889061
2023-07-28,15318332.634864068
2023-07-29,14851622.010478986
2023-07-30,12654740.982420787
2023-07-31,12601715.550405933
2023-08-01,12727370.226009164
2023-08-02,13162363.097301736
2023-08-03,14003111.920352833
2023-08-04,14157533.977416588
2023-08-05,14881075.555781474
2023-08-06,15471010.409429321
2023-08-07,15883492.12704317
2023-08-08,15927597.842138935
2023-08-09,17064270.360932883
2023-08-10,17317563.164581638
2023-08-11,18087655.426100746
2023-08-12,18294730.1623355
2023-08-13,18461652.233179275
2023-08-14,18203293.436208397
2023-08-15,18987062.50911893
2023-08-16,19561940.791523136
2023-08-17,19498308.3245378
2023-08-18,17558981.730024643
2023-08-19,19078306.160899088
2023-08-20,20414476.179483272
2023-08-21,20416095.0678379
2023-08-22,21358757.3482456
2023-08-23,21318002.04887267
2023-08-24,23055865.72966613
2023-08-25,23005321.442045182
2023-08-26,23234867.813338023
2023-08-27,23937624.7864705
2023-08-28,24372765.786416437
2023-08-29,24724045.909342155
2023-08-30,25113110.368899778
2023-08-31,24988788.725344434
2023-09-01,24529218.359628063
2023-09-02,24526806.19559095
2023-09-03,24992475.40913684
2023-09-04,25126380.054046176
2023-09-05,24776716.166373473
2023-09-06,25346137.926291328
2023-09-07,23796715.626995537
2023-09-08,23826683.436179236
2023-09-09,23688400.14080674
2023-09-10,23612811.139902256
2023-09-11,23764748.51398782
2023-09-12,23740004.35401325
2023-09-13,23986628.613559645
2023-09-14,24189973.319713257
2023-09-15,24308740.015834164
2023-09-16,25718491.02652907
2023-09-17,25930950.75734709
2023-09-18,25503559.245666884
2023-09-19,26090084.271355625
2023-09-20,26264195.927918278
2023-09-21,26446473.584433254
2023-09-22,26355629.57587947
2023-09-23,26589966.587239526
2023-09-24,26594551.208884146
2023-09-25,26559089.320973113
2023-09-26,29724953.7690156
2023-09-27,31236053.33263588
2023-09-28,32316867.202338178
2023-09-29,33273707.600284915
2023-09-30,34293582.75298718
2023-10-01,34342294.98655587
2023-10-02,36464738.60230028
2023-10-03,36904685.82851373
2023-10-04,37777092.48401542
2023-10-05,38088132.27883928
2023-10-06,38276065.45397752
2023-10-07,37837974.19119097
2023-10-08,39747139.038633354
2023-10-09,39645062.223090135
2023-10-10,40878723.17356482
2023-10-11,41652634.48617265
2023-10-12,42928078.239103265
2023-10-13,48719533.10832319
2023-10-14,51080683.88556639
2023-10-15,52188901.49906163
2023-10-16,54391873.54318874
2023-10-17,54981160.17151249
2023-10-18,59044563.777004324
2023-10-19,57864225.788962126
2023-10-20,59106982.1922171
2023-10-21,59637601.30083814
2023-10-22,59771458.9712466
2023-10-23,69681552.37018603
2023-10-24,71839860.86012912
2023-10-25,74354355.32198764
2023-10-26,74670235.50402233
2023-10-27,78798005.58630343
2023-10-28,78896460.59722255
2023-10-29,79966766.70688118
2023-10-30,82891066.3358092
2023-10-31,91444813.69701633
2023-11-01,88946339.9075511
2023-11-02,95279155.22578053
2023-11-03,92512108.05689706
2023-11-04,94023410.46150917
2023-11-05,94791393.49979626
2023-11-06,89918381.29828714
2023-11-07,107750460.78347602
2023-11-08,111913080.53129041
2023-11-09,125234558.9837865
2023-11-10,125278443.54056372
2023-11-11,127765936.08795685
2023-11-12,134051572.46213125
2023-11-13,137526667.6226213
2023-11-14,138439711.76193365
2023-11-15,138117958.61590156
2023-11-16,140361872.21706793
2023-11-17,138440884.3411415
2023-11-18,137054189.72074008
2023-11-19,138661104.36046332
2023-11-20,142592299.50360972
2023-11-21,144522270.58177596
2023-11-22,145034689.68422326
2023-11-23,147737293.38492283
2023-11-24,149334737.21997717
2023-11-25,152079226.3111166
2023-11-26,155451512.11468464
2023-11-27,156597755.29915708
2023-11-28,144663157.32082957
2023-11-29,159472729.79164663
2023-11-30,164421814.52027693
2023-12-01,166275275.66931072
2023-12-02,166683343.92087442
2023-12-03,165061354.11458108
2023-12-04,163847785.20203626
2023-12-05,168072039.00680852
2023-12-06,176623702.32922614
2023-12-07,175514495.62294838
2023-12-08,187430095.6803967
2023-12-09,191419256.3864819
2023-12-10,188389131.33650997
2023-12-11,188606611.4100896
2023-12-12,151113954.1038066
2023-12-13,150957863.04814854
2023-12-14,157630671.28593868
2023-12-15,155954973.74270064
2023-12-16,156711887.11682224
2023-12-17,157634912.13538176
2023-12-18,171452965.42768028
2023-12-19,176857411.9386338
2023-12-20,189722346.038092
2023-12-21,190021946.58622122
2023-12-22,194296435.36001402
2023-12-23,198644217.226835
2023-12-24,198192741.86526576
2023-12-25,199406477.87990934
2023-12-26,206452367.01647353
2023-12-27,204964403.79156518
2023-12-28,206633297.3230863
2023-12-29,208657585.80953726
2023-12-30,208646831.95285684
2023-12-31,213399720.7346666
2024-01-01,211991009.05965132
2024-01-02,221923422.94191784
2024-01-03,223508659.73632073
2024-01-04,218779593.5933566
2024-01-05,218552356.3394405
2024-01-06,226476523.96075973
2024-01-07,226628578.03144136
2024-01-08,222462239.03359568
2024-01-09,236248861.46360475
2024-01-10,236004871.47884598
2024-01-11,260076700.9433082
2024-01-12,278045176.1867263
2024-01-13,306720810.14912033
2024-01-14,320594279.73948455
2024-01-15,344792352.8379866
2024-01-16,320936763.0602822
2024-01-17,319183236.5702709
2024-01-18,334424531.02718574
2024-01-19,322409101.44353163
2024-01-20,316720500.6120317
2024-01-21,331031573.00253695
2024-01-22,328806247.3952421
2024-01-23,328212249.7332994
2024-01-24,358381170.96421057
2024-01-25,361361817.60241276
2024-01-26,372973377.9485546
2024-01-27,395759515.5411391
2024-01-28,410940550.9013839
2024-01-29,420830572.2971554
2024-01-30,452731060.37370646
2024-01-31,453875115.3974205
2024-02-01,448714711.58452
2024-02-02,467669845.9282074
2024-02-03,481693911.57549363
2024-02-04,503191392.56488585
2024-02-05,494947040.9632512
2024-02-06,512481280.108556
2024-02-07,469694794.21534216
2024-02-08,494984761.765265
2024-02-09,494037011.6437901
2024-02-10,521986871.4107598
2024-02-11,541273311.7011807
2024-02-12,560130563.1184449
2024-02-13,563382572.2383927
2024-02-14,592202940.0376304
2024-02-15,607631330.8919635
2024-02-16,592456657.640761
2024-02-17,575902969.4619701
2024-02-18,590957521.2443452
2024-02-19,599903922.7127943
2024-02-20,600607901.7853091
