timestamp,price
2024-01-19,2492.52
2024-01-20,2472.32
2024-01-21,2457.63
2024-01-22,2314.62
2024-01-23,2242.47
2024-01-24,2235.41
2024-01-25,2218.88
2024-01-26,2267.74
2024-01-27,2268.14
2024-01-28,2256.9
2024-01-29,2317.21
2024-01-30,2343.61
2024-01-31,2283.43
2024-02-01,2304.13
2024-02-02,2309.74
2024-02-03,2296.55
2024-02-04,2290.01
2024-02-05,2302.19
2024-02-06,2372.42
2024-02-07,2425.33
2024-02-08,2420.01
2024-02-09,2487.13
2024-02-10,2500.2
2024-02-11,2507.53
2024-02-12,2660.56
2024-02-13,2640.44
2024-02-14,2775.34
2024-02-15,2823.52
2024-02-16,2802.56
2024-02-17,2786
2024-02-18,2882.46
2024-02-19,2945.1
2024-02-20,3015.19
2024-02-21,2967.93
2024-02-22,2971.26
2024-02-23,2922.57
2024-02-24,2993.27
2024-02-25,3112.97
2024-02-26,3176.79
2024-02-27,3243.48
2024-02-28,3384
2024-02-29,3341.87
2024-03-01,3433.04
2024-03-02,3422.14
2024-03-03,3489.35
2024-03-04,3627.62
2024-03-05,3552.24
2024-03-06,3820.39
2024-03-07,3869.13
2024-03-08,3883.49
2024-03-09,3906.07
2024-03-10,3879.4
2024-03-11,4067.5
2024-03-12,3982.18
2024-03-13,4007
2024-03-14,3882.4
2024-03-15,3742.67
2024-03-16,3525.18
2024-03-17,3645.4
2024-03-18,3521.79
2024-03-19,3158.43
2024-03-20,3515.21
2024-03-21,3492.8
2024-03-22,3337.91
2024-03-23,3329.28
2024-03-24,3455.79
2024-03-25,3590.94
2024-03-26,3588.19
2024-03-27,3503.54
2024-03-28,3562.28
2024-03-29,3510.84
2024-03-30,3507.14
2024-03-31,3646.72
2024-04-01,3504.83
2024-04-02,3279.5
2024-04-03,3311.98
2024-04-04,3328.79
2024-04-05,3317.64
2024-04-06,3351.38
2024-04-07,3454
2024-04-08,3695.88
2024-04-09,3506
2024-04-10,3546.59
2024-04-11,3502.93
2024-04-12,3237.35
2024-04-13,3005.44
2024-04-14,3154.03
2024-04-15,3102.39
2024-04-16,3083.89
2024-04-17,2985.01
2024-04-18,3064.49
2024-04-19,3056.13
2024-04-20,3155.12
2024-04-21,3147.43
2024-04-22,3199.96
2024-04-23,3219.43
2024-04-24,3140.66
2024-04-25,3155.92
2024-04-26,3131.47
2024-04-27,3255.04
2024-04-28,3263.54
2024-04-29,3217.79
2024-04-30,3014.72
2024-05-01,2971.79
2024-05-02,2986.32
2024-05-03,3103
2024-05-04,3117.34
2024-05-05,3136.39
2024-05-06,3062.53
2024-05-07,3006.05
2024-05-08,2974.24
2024-05-09,3036
2024-05-10,2910.73
2024-05-11,2912.4
2024-05-12,2929.28
2024-05-13,2950.9
2024-05-14,2882.52
2024-05-15,3031.72
2024-05-16,2945.04
2024-05-17,3092.23
2024-05-18,3123.26
2024-05-19,3071.4
2024-05-20,3662.68
2024-05-21,3790.27
2024-05-22,3738.13
2024-05-23,3783.29
2024-05-24,3728.01
2024-05-25,3750.62
2024-05-26,3826.38
2024-05-27,3894.55
2024-05-28,3844.66
2024-05-29,3767.81
2024-05-30,3748.41
2024-05-31,3762.68
2024-06-01,3815.61
2024-06-02,3782.02
2024-06-03,3767.36
2024-06-04,3810.64
2024-06-05,3866.25
2024-06-06,3813.75
2024-06-07,3679.14
2024-06-08,3681.72
2024-06-09,3706.43
2024-06-10,3668.77
2024-06-11,3497.06
2024-06-12,3560.65
2024-06-13,3469.97
2024-06-14,3481.28
2024-06-15,3569.09
2024-06-16,3624.01
2024-06-17,3511.11
2024-06-18,3483.11
2024-06-19,3560
2024-06-20,3512.83
2024-06-21,3518.42
2024-06-22,3495.44
2024-06-23,3420.89
2024-06-24,3352
2024-06-25,3394.5
2024-06-26,3371.76
2024-06-27,3450.76
2024-06-28,3380.39
2024-06-29,3379.24
2024-06-30,3438
2024-07-01,3442.52
2024-07-02,3421.58
2024-07-03,3295.58
2024-07-04,3060.31
2024-07-05,2981.37
2024-07-06,3067.05
2024-07-07,2931.69
2024-07-08,3018.7
2024-07-09,3066.61
2024-07-10,3101.06
2024-07-11,3099.8
2024-07-12,3134.3
2024-07-13,3175.96
2024-07-14,3245.15
2024-07-15,3483.72
2024-07-16,3444.24
2024-07-17,3387.8
2024-07-18,3426.74
2024-07-19,3504.38
2024-07-20,3517.6
2024-07-21,3536.22
2024-07-22,3439.77
2024-07-23,3482.61
2024-07-24,3336.01
2024-07-25,3175
2024-07-26,3274.4
2024-07-27,3249.47
2024-07-28,3270.28
2024-07-29,3318.37
2024-07-30,3279.59
2024-07-31,3233.32
2024-08-01,3203.52
2024-08-02,2990.01
2024-08-03,2903.54
2024-08-04,2689.08
2024-08-05,2419.96
2024-08-06,2461.05
2024-08-07,2342.41
2024-08-08,2682.83
2024-08-09,2598.71
2024-08-10,2610.31
2024-08-11,2555.82
2024-08-12,2722.53
2024-08-13,2702.53
2024-08-14,2661.13
2024-08-15,2570.18
2024-08-16,2592.94
2024-08-17,2614.71
2024-08-18,2612.65
2024-08-19,2636.27
2024-08-20,2572.63
2024-08-21,2630.89
2024-08-22,2622.86
2024-08-23,2762.99
2024-08-24,2768.14
2024-08-25,2746.33
2024-08-26,2680.86
2024-08-27,2457.6
2024-08-28,2528.29
2024-08-29,2527.69
2024-08-30,2525.99
2024-08-31,2513.37
2024-09-01,2425.7
2024-09-02,2537.88
2024-09-03,2425.13
2024-09-04,2450.39
2024-09-05,2368.92
2024-09-06,2225.21
2024-09-07,2273.71
2024-09-08,2297.44
